number,state,id
272824,allocated,320102
272823,allocated,317352
272822,allocated,338158
272821,allocated,283212
272820,allocated,339280
272819,allocated,339038
272818,allocated,336614
272817,allocated,336274
272816,allocated,317996
272815,allocated,319218
272814,allocated,336354
272813,allocated,326637
272812,allocated,338408
272811,allocated,337288
272810,allocated,319650
272809,allocated,321320
272808,allocated,323076
272807,allocated,322057
272806,allocated,330967
272805,allocated,336554
272804,allocated,317959
272803,allocated,285771
272802,allocated,324463
272801,allocated,319300
272800,allocated,336044
272799,allocated,310602
272798,allocated,337224
272797,allocated,336939
272796,allocated,336896
272795,allocated,340388
272794,allocated,338208
272793,allocated,354320
272792,allocated,340656
272791,allocated,325578
272790,allocated,341227
272789,allocated,327448
272788,allocated,338949
272787,allocated,339449
272786,allocated,340721
272785,allocated,316146
272784,allocated,340320
272783,allocated,340052
272782,allocated,277511
272781,allocated,340347
272780,allocated,337505
272779,allocated,340278
272778,allocated,338283
272777,allocated,336218
272776,allocated,340469
272775,allocated,337211
272774,allocated,337186
272773,allocated,335417
272772,allocated,339426
272770,allocated,339952
272769,allocated,316358
272768,allocated,339461
272767,allocated,332365
272766,allocated,340149
272765,allocated,314874
272764,allocated,305690
272763,allocated,193955
272762,allocated,340506
272761,allocated,326433
272760,allocated,326465
272759,allocated,263166
272758,allocated,339938
272757,allocated,339688
272756,allocated,338170
272754,allocated,281254
272753,allocated,326743
272752,allocated,338978
272751,allocated,321650
272750,allocated,339174
272749,allocated,337418
272748,allocated,340343
272747,allocated,328746
272746,allocated,324394
272744,allocated,336835
272742,allocated,321814
272741,allocated,323981
272740,allocated,332071
272739,allocated,339478
272738,allocated,339270
272737,allocated,340050
272736,allocated,321111
272735,allocated,339951
272734,allocated,339351
272733,allocated,337524
272732,allocated,338406
272731,allocated,337601
272730,allocated,301376
272728,allocated,338399
272727,allocated,326953
272726,allocated,338302
272725,allocated,326217
272724,allocated,331121
272723,allocated,324211
272722,allocated,312206
272721,allocated,335740
272720,allocated,295957
272719,allocated,337126
272718,allocated,338347
272717,allocated,311571
272716,allocated,320053
272715,allocated,331865
272714,allocated,337245
272713,allocated,339128
272712,allocated,331430
272711,allocated,338121
272710,allocated,338186
272709,allocated,317437
272708,allocated,302652
272707,allocated,317183
272705,allocated,337073
272704,allocated,336661
272703,allocated,330497
272702,allocated,338036
272701,allocated,336165
272699,allocated,333672
272698,allocated,337598
272697,allocated,288258
272696,allocated,328909
272695,allocated,337715
272694,allocated,333770
272693,allocated,338435
272692,allocated,310193
272691,allocated,335239
272688,allocated,332837
272687,allocated,323862
272686,allocated,327789
272685,allocated,324461
272681,allocated,320095
272679,allocated,118897
272678,allocated,318733
272677,allocated,317140
272676,allocated,329125
272675,allocated,276464
272674,allocated,323610
272673,allocated,336278
272672,allocated,306643
272671,allocated,336911
272670,allocated,336489
272669,allocated,336048
272668,allocated,327762
272667,allocated,303410
272666,allocated,336612
272665,allocated,337072
272664,allocated,304609
272663,allocated,333177
272662,allocated,337320
272661,allocated,289542
272660,allocated,324332
272659,allocated,135818
272658,allocated,337232
272656,allocated,337231
272655,allocated,313889
272654,allocated,334845
272653,allocated,337167
272652,allocated,335816
272651,allocated,336952
272649,allocated,335376
272648,allocated,300340
272647,allocated,316034
272646,allocated,108925
272645,allocated,315928
272644,allocated,283209
272643,allocated,331536
272641,allocated,324606
272639,allocated,336115
272638,allocated,336067
272637,allocated,311227
272636,allocated,318406
272635,allocated,312856
272634,allocated,336013
272633,allocated,335233
272632,allocated,283965
272631,allocated,313748
272630,allocated,326848
272629,allocated,335388
272628,allocated,333691
272627,allocated,304639
272626,allocated,326076
272624,allocated,336035
272623,allocated,325573
272621,allocated,123292
272620,allocated,330514
272619,allocated,334877
272618,allocated,304520
272616,allocated,126880
272615,allocated,334710
272614,allocated,333104
272613,allocated,332486
272612,allocated,327524
272611,allocated,334923
272610,allocated,311254
272609,allocated,334591
272607,allocated,330854
272606,allocated,324399
272605,allocated,321024
272604,allocated,285922
272603,allocated,308175
272601,allocated,326756
272599,allocated,312728
272598,allocated,334482
272597,allocated,315371
272596,allocated,330191
272594,allocated,326054
272591,allocated,263695
272590,allocated,317850
272589,allocated,322003
272588,allocated,331929
272587,allocated,333952
272586,allocated,314611
272585,allocated,297904
272584,allocated,322898
272583,allocated,330463
272581,allocated,322573
272580,allocated,333994
272579,allocated,310682
272578,allocated,320653
272577,allocated,334362
272576,allocated,101901
272575,allocated,313690
272574,allocated,330279
272573,allocated,326731
272572,allocated,305895
272571,allocated,332858
272570,allocated,314454
272569,allocated,327623
272568,allocated,329519
272567,allocated,314707
272566,allocated,108855
272565,allocated,331923
272564,allocated,321198
272563,allocated,259576
272561,allocated,318214
272559,allocated,330244
272558,allocated,245635
272556,allocated,331932
272555,allocated,326768
272554,allocated,316727
272553,allocated,315257
272552,allocated,332786
272551,allocated,325841
272550,allocated,332730
272549,allocated,329017
272548,allocated,315050
272547,allocated,316702
272545,allocated,321056
272543,allocated,325059
272542,allocated,315468
272541,allocated,329588
272539,allocated,324417
272538,allocated,322039
272537,allocated,327455
272536,allocated,301940
272535,allocated,316045
272533,allocated,293347
272532,allocated,311687
272530,allocated,311640
272529,allocated,325288
272528,allocated,304332
272527,allocated,326191
272526,allocated,311082
272524,allocated,323081
272522,allocated,316581
272519,allocated,143108
272518,allocated,322486
272517,allocated,326133
272514,allocated,322703
272513,allocated,150469
272512,allocated,325083
272511,allocated,324608
272510,allocated,269816
272509,allocated,279674
272508,allocated,323534
272506,allocated,300431
272505,allocated,278852
272504,allocated,327218
272503,allocated,326413
272502,allocated,326279
272501,allocated,315969
272500,allocated,325585
272499,allocated,325875
272498,allocated,326026
272497,allocated,325860
272496,allocated,301056
272495,allocated,326009
272494,allocated,291908
272493,allocated,326927
272491,allocated,326298
272489,allocated,316664
272488,allocated,326070
272487,allocated,323203
272486,allocated,316656
272485,allocated,299097
272484,allocated,317683
272483,allocated,317202
272482,allocated,107038
272481,allocated,314000
272480,allocated,294513
272479,allocated,312058
272478,allocated,325864
272477,allocated,325104
272476,allocated,284942
272474,allocated,315494
272473,allocated,320177
272471,allocated,297631
272470,allocated,325723
272468,allocated,324460
272467,allocated,316590
272466,allocated,322046
272465,allocated,324901
272464,allocated,325763
272463,allocated,282725
272462,allocated,316948
272461,allocated,323606
272460,allocated,323020
272459,allocated,321809
272458,allocated,325193
272457,allocated,313658
272456,allocated,321829
272455,allocated,325155
272454,allocated,324172
272453,allocated,323750
272451,allocated,321009
272450,allocated,323053
272449,allocated,325571
272447,allocated,324436
272446,allocated,267972
272445,allocated,321013
272443,allocated,325659
272442,allocated,317698
272441,allocated,322607
272440,allocated,320125
272439,allocated,320496
272438,allocated,324005
272437,allocated,314219
272436,allocated,324144
272435,allocated,314168
272434,allocated,299399
272433,allocated,322926
272432,allocated,112425
272431,allocated,324593
272430,allocated,351974
272429,allocated,316385
272428,allocated,313764
272427,allocated,276565
272426,allocated,323646
272425,allocated,310272
272423,allocated,323726
272422,allocated,306673
272421,allocated,325397
272420,allocated,323556
272419,allocated,312669
272418,allocated,324269
272417,allocated,324387
272416,allocated,323850
272415,allocated,318352
272414,allocated,276432
272413,allocated,323638
272412,allocated,347895
272411,allocated,323003
272409,allocated,357626
272408,allocated,346804
272407,allocated,357328
272406,allocated,343142
272405,allocated,325871
272404,allocated,342412
272403,allocated,357723
272402,allocated,355656
272401,allocated,348185
272400,allocated,357529
272399,allocated,338267
272398,allocated,355981
272397,allocated,357469
272395,allocated,355816
272394,allocated,355816
272393,allocated,349085
272392,allocated,356860
272391,allocated,356744
272388,allocated,340341
272387,allocated,354464
272386,allocated,356008
272385,allocated,356011
272384,allocated,354328
272383,allocated,356559
272381,allocated,354972
272379,allocated,338068
272378,allocated,326354
272377,allocated,321484
272375,allocated,339586
272374,allocated,340740
272373,allocated,351713
272372,allocated,321579
272371,allocated,350027
272370,allocated,350966
272369,allocated,354872
272368,allocated,354380
272367,allocated,354107
272366,allocated,354422
272365,allocated,339724
272364,allocated,343800
272363,allocated,351226
272362,allocated,335827
272361,allocated,349068
272359,allocated,350321
272358,allocated,353392
272356,allocated,337884
272355,allocated,227366
272353,allocated,339642
272352,allocated,348561
272350,allocated,74759
272349,allocated,349611
272348,allocated,351183
272347,allocated,346810
272346,allocated,340681
272345,allocated,348563
272344,allocated,350637
272343,allocated,347298
272341,allocated,337367
272339,allocated,350666
272338,allocated,342430
272337,allocated,339522
272336,allocated,39572
272335,allocated,343583
272334,allocated,348467
272332,allocated,346345
272331,allocated,340010
272329,allocated,339690
272328,allocated,348751
272327,allocated,342532
272325,allocated,349108
272324,allocated,339980
272323,allocated,319802
272322,allocated,342347
272321,allocated,342202
272320,allocated,345233
272319,allocated,339997
272318,allocated,348783
272317,allocated,317927
272316,allocated,325435
272315,allocated,339260
272314,allocated,348618
272313,allocated,319834
272312,allocated,225880
272311,allocated,76630
272310,allocated,337594
272309,allocated,339979
272305,allocated,74752
272304,allocated,340619
272303,allocated,339817
272301,allocated,339981
272300,allocated,338353
272299,allocated,347651
272298,allocated,342065
272297,allocated,342731
272295,allocated,339808
272294,allocated,339949
272292,allocated,339771
272291,allocated,338163
272290,allocated,340332
272289,allocated,26908
272288,allocated,339921
272286,allocated,339917
272285,allocated,342652
272284,allocated,276791
272283,allocated,321011
272282,allocated,331639
272281,allocated,317477
272280,allocated,327580
272279,allocated,329346
272278,allocated,314693
272277,allocated,331848
272276,allocated,332343
272275,allocated,328856
272274,allocated,255010
272273,allocated,250623
272272,allocated,264294
272271,allocated,315702
272270,allocated,330998
272269,allocated,328009
272268,allocated,330812
272267,allocated,327290
272266,allocated,282588
272265,allocated,327704
272264,allocated,124137
272263,allocated,123953
272262,allocated,328730
272260,allocated,328979
272259,allocated,320722
272257,allocated,278394
272254,allocated,331640
272253,allocated,313198
272252,allocated,290312
272250,allocated,327537
272249,allocated,330374
272248,allocated,304015
272247,allocated,280901
272245,allocated,321422
272244,allocated,329610
272243,allocated,289216
272241,allocated,327579
272239,allocated,266081
272238,allocated,313318
272237,allocated,324675
272236,allocated,278459
272235,allocated,320027
272234,allocated,289296
272233,allocated,275467
272232,allocated,329311
272231,allocated,318105
272230,allocated,293704
272228,allocated,288303
272226,allocated,328463
272225,allocated,328479
272224,allocated,325488
272222,allocated,298079
272221,allocated,327936
272220,allocated,113848
272219,allocated,238920
272218,allocated,327234
272217,allocated,328729
272216,allocated,316737
272215,allocated,120010
272214,allocated,327696
272213,allocated,324415
272212,allocated,315076
272211,allocated,325847
272210,allocated,329191
272209,allocated,315246
272207,allocated,323560
272206,allocated,325361
272205,allocated,328214
272204,allocated,285583
272203,allocated,329619
272202,allocated,327654
272201,allocated,310645
272200,allocated,309655
272199,allocated,249401
272198,allocated,327655
272197,allocated,329210
272195,allocated,328179
272193,allocated,324642
272192,allocated,321384
272191,allocated,316072
272190,allocated,324946
272189,allocated,328964
272187,allocated,314884
272185,allocated,325233
272184,allocated,311767
272183,allocated,326979
272182,allocated,301171
272181,allocated,323464
272180,allocated,326313
272179,allocated,320554
272178,allocated,325005
272177,allocated,314691
272176,allocated,312714
272175,allocated,328461
272174,allocated,307882
272173,allocated,320573
272172,allocated,322236
272171,allocated,323651
272169,allocated,326493
272167,allocated,319256
272166,allocated,319974
272165,allocated,324722
272164,allocated,102176
272163,allocated,313547
272162,allocated,307251
272161,allocated,326646
272160,allocated,267548
272159,allocated,313793
272158,allocated,307869
272157,allocated,325945
272156,allocated,335011
272155,allocated,324117
272154,allocated,247075
272153,allocated,335035
272152,allocated,316906
272151,allocated,335466
272150,allocated,194081
272149,allocated,328471
272148,allocated,332335
272147,allocated,319292
272146,allocated,336722
272145,allocated,333725
272144,allocated,319904
272143,allocated,149650
272142,allocated,310575
272141,allocated,319225
272140,allocated,316260
272139,allocated,314883
272138,allocated,328363
272137,allocated,316927
272136,allocated,334536
272135,allocated,331412
272134,allocated,318199
272133,allocated,268280
272132,allocated,320956
272131,allocated,335449
272130,allocated,34288
272129,allocated,334121
272128,allocated,294391
272127,allocated,332237
272126,allocated,316143
272125,allocated,72918
272124,allocated,324523
272123,allocated,336119
272122,allocated,334614
272121,allocated,280161
272120,allocated,335955
272119,allocated,332619
272118,allocated,332382
272117,allocated,328465
272116,allocated,54766
272115,allocated,325787
272114,allocated,251057
272113,allocated,300298
272112,allocated,330604
272111,allocated,316828
272110,allocated,328559
272109,allocated,334525
272108,allocated,336252
272107,allocated,316506
272106,allocated,316824
272105,allocated,334368
272104,allocated,334529
272103,allocated,326450
272102,allocated,335272
272101,allocated,328030
272100,allocated,334578
272099,allocated,317963
272098,allocated,334424
272097,allocated,324247
272096,allocated,318591
272095,allocated,326310
272094,allocated,325324
272093,allocated,275482
272092,allocated,324927
272091,allocated,314058
272090,allocated,316594
272089,allocated,335115
272088,allocated,329663
272087,allocated,331991
272086,allocated,312265
272085,allocated,333256
272084,allocated,327914
272083,allocated,332234
272082,allocated,334826
272081,allocated,308600
272080,allocated,317190
272079,allocated,334138
272078,allocated,334081
272077,allocated,318579
272076,allocated,316964
272075,allocated,323984
272074,allocated,323983
272073,allocated,324755
272072,allocated,268322
272071,allocated,320499
272070,allocated,329325
272069,allocated,329553
272068,allocated,317353
272067,allocated,317211
272066,allocated,332942
272065,allocated,325732
272064,allocated,316874
272063,allocated,325815
272062,allocated,309786
272061,allocated,302407
272060,allocated,312897
272059,allocated,318317
272058,allocated,302095
272057,allocated,316814
272056,allocated,330949
272055,allocated,327155
272054,allocated,328784
272053,allocated,318096
272052,allocated,330135
272051,allocated,318521
272050,allocated,317987
272049,allocated,323281
272048,allocated,311328
272047,allocated,329192
272046,allocated,328551
272045,allocated,324379
272044,allocated,325598
272043,allocated,329006
272042,allocated,304225
272041,allocated,281858
272040,allocated,326699
272039,allocated,311349
272038,allocated,318148
272037,allocated,192498
272036,allocated,331222
272035,allocated,318772
272034,allocated,317893
272033,allocated,317686
272032,allocated,317645
272031,allocated,316776
272030,allocated,315897
272029,allocated,329909
272028,allocated,317687
272027,allocated,330914
272026,allocated,316805
272025,allocated,317539
272024,allocated,280357
272023,allocated,324895
272022,allocated,321146
272021,allocated,319314
272020,allocated,328675
272019,allocated,324111
272018,allocated,326751
272017,allocated,328201
272016,allocated,325933
272015,allocated,326453
272014,allocated,229039
272013,allocated,327756
272012,allocated,329543
272011,allocated,329645
272010,allocated,324312
272009,allocated,314286
272008,allocated,325447
272007,allocated,212201
272006,allocated,57957
272005,allocated,328485
272004,allocated,327758
272003,allocated,329124
272002,allocated,321460
272001,allocated,324458
272000,allocated,318498
271999,allocated,324898
271998,allocated,328959
271997,allocated,316862
271996,allocated,328738
271995,allocated,313984
271994,allocated,324596
271993,allocated,312414
271992,allocated,326064
271991,allocated,327132
271990,allocated,320981
271989,allocated,327922
271988,allocated,327150
271987,allocated,326399
271986,allocated,325752
271985,allocated,310630
271984,allocated,326199
271983,allocated,323982
271982,allocated,319247
271981,allocated,327568
271980,allocated,315922
271979,allocated,319523
271978,allocated,327227
271977,allocated,326572
271976,allocated,289876
271975,allocated,317355
271974,allocated,324501
271973,allocated,316644
271972,allocated,320835
271971,allocated,266541
271970,allocated,277928
271969,allocated,318109
271968,allocated,326698
271967,allocated,318078
271966,allocated,39251
271965,allocated,327184
271964,allocated,325943
271963,allocated,326075
271962,allocated,282201
271961,allocated,317578
271960,allocated,325872
271959,allocated,66680
271958,allocated,324858
271957,allocated,324244
271956,allocated,325546
271954,allocated,324995
271953,allocated,325904
271952,allocated,324987
271951,allocated,322862
271950,allocated,325666
271949,allocated,325362
271948,allocated,320922
271947,allocated,313731
271946,allocated,316686
271945,allocated,323985
271944,allocated,254531
271943,allocated,316780
271942,allocated,324413
271941,allocated,325753
271940,allocated,53561
271939,allocated,315222
271938,allocated,322143
271937,allocated,322888
271936,allocated,325364
271935,allocated,313265
271934,allocated,325240
271933,allocated,225130
271932,allocated,317774
271931,allocated,318021
271930,allocated,321280
271929,allocated,323925
271928,allocated,323979
271927,allocated,325125
271926,allocated,315822
271925,allocated,323272
271924,allocated,313256
271923,allocated,278263
271922,allocated,319601
271921,allocated,293958
271920,allocated,303390
271919,allocated,319687
271918,allocated,320474
271917,allocated,317128
271916,allocated,323807
271915,allocated,318470
271914,allocated,316341
271913,allocated,311114
271912,allocated,264719
271911,allocated,279538
271910,allocated,320051
271909,allocated,316071
271908,allocated,315354
271907,allocated,317854
271906,allocated,322708
271905,allocated,320275
271904,allocated,319497
271903,allocated,279769
271901,allocated,321264
271900,allocated,320244
271899,allocated,317329
271898,allocated,316347
271897,allocated,317303
271896,allocated,316574
271895,allocated,192930
271894,allocated,192930
271893,allocated,192930
271892,allocated,293222
271891,allocated,316449
271890,allocated,321113
271889,allocated,320386
271888,allocated,312627
271887,allocated,316441
271886,allocated,309610
271885,allocated,320421
271884,allocated,315632
271883,allocated,68479
271882,allocated,269462
271881,allocated,315853
271880,allocated,316212
271879,allocated,316334
271878,allocated,29015
271877,allocated,320174
271876,allocated,316056
271875,allocated,315740
271874,allocated,321074
271873,allocated,319822
271872,allocated,229662
271871,allocated,320360
271870,allocated,315260
271869,allocated,320769
271868,allocated,316239
271867,allocated,316266
271866,allocated,149980
271865,allocated,75657
271864,allocated,315675
271863,allocated,315157
271862,allocated,315343
271861,allocated,227365
271860,allocated,318868
271859,allocated,319577
271858,allocated,320052
271857,allocated,316324
271856,allocated,315237
271855,allocated,315555
271854,allocated,320968
271853,allocated,317134
271852,allocated,315350
271851,allocated,314180
271850,allocated,313133
271849,allocated,316707
271848,allocated,319534
271847,allocated,307623
271846,allocated,315163
271845,allocated,313293
271844,allocated,318904
271843,allocated,314926
271842,allocated,309576
271841,allocated,296670
271840,allocated,304852
271839,allocated,293882
271838,allocated,314621
271837,allocated,310014
271836,allocated,68817
271835,allocated,317695
271834,allocated,303372
271833,allocated,312146
271832,allocated,356265
271830,allocated,309622
271829,allocated,315898
271828,allocated,216762
271827,allocated,310027
271826,allocated,317538
271825,allocated,315072
271824,allocated,303430
271823,allocated,88408
271822,allocated,314418
271821,allocated,316734
271820,allocated,309984
271819,allocated,314571
271818,allocated,65660
271817,allocated,314625
271816,allocated,315161
271815,allocated,298182
271814,allocated,96426
271813,allocated,314774
271812,allocated,311946
271811,allocated,21767
271810,allocated,315254
271809,allocated,316299
271808,allocated,293369
271807,allocated,305575
271806,allocated,315734
271805,allocated,313108
271804,allocated,229808
271803,allocated,295228
271802,allocated,297867
271801,allocated,316006
271800,allocated,211252
271799,allocated,301919
271798,allocated,191287
271797,allocated,315162
271796,allocated,314344
271795,allocated,313350
271794,allocated,315540
271793,allocated,316624
271792,allocated,198863
271791,allocated,303851
271790,allocated,315135
271789,allocated,311424
271788,allocated,314374
271787,allocated,312507
271786,allocated,294268
271785,allocated,295053
271784,allocated,290486
271783,allocated,315933
271782,allocated,315393
271781,allocated,315616
271780,allocated,52996
271779,allocated,314307
271778,allocated,315101
271777,allocated,315528
271776,allocated,221289
271775,allocated,315341
271774,allocated,314253
271773,allocated,314762
271771,allocated,322962
271770,allocated,324434
271766,allocated,280690
271764,allocated,324774
271762,allocated,325086
271761,allocated,324066
271760,allocated,317999
271758,allocated,324435
271757,allocated,323423
271756,allocated,312602
271755,allocated,106813
271754,allocated,321275
271753,allocated,323457
271752,allocated,322490
271751,allocated,306409
271750,allocated,305845
271749,allocated,323537
271747,allocated,316168
271746,allocated,323719
271745,allocated,322934
271744,allocated,313564
271741,allocated,316905
271740,allocated,314186
271739,allocated,324483
271738,allocated,316643
271737,allocated,316217
271734,allocated,323608
271733,allocated,324331
271732,allocated,316817
271731,allocated,324274
271729,allocated,320934
271728,allocated,322771
271727,allocated,324097
271726,allocated,321020
271725,allocated,323344
271723,allocated,316177
271721,allocated,321938
271720,allocated,322779
271718,allocated,315624
271717,allocated,301814
271715,allocated,276550
271713,allocated,232752
271712,allocated,311883
271711,allocated,260591
271710,allocated,322657
271709,allocated,317299
271708,allocated,323022
271707,allocated,322701
271706,allocated,316448
271705,allocated,320242
271704,allocated,320071
271702,allocated,317402
271701,allocated,313939
271700,allocated,315959
271699,allocated,322471
271698,allocated,320493
271697,allocated,314258
271696,allocated,322639
271695,allocated,315520
271694,allocated,303344
271692,allocated,322800
271691,allocated,302162
271690,allocated,292250
271689,allocated,322343
271688,allocated,316972
271687,allocated,322530
271686,allocated,101314
271685,allocated,318472
271683,allocated,322104
271682,allocated,322514
271681,allocated,318775
271680,allocated,322461
271679,allocated,320452
271678,allocated,312834
271677,allocated,118912
271676,allocated,315684
271674,allocated,314584
271673,allocated,321936
271672,allocated,322155
271671,allocated,321292
271669,allocated,315767
271668,allocated,319252
271667,allocated,321929
271666,allocated,322214
271665,allocated,305245
271664,allocated,321023
271663,allocated,322603
271662,allocated,321465
271661,allocated,321793
271660,allocated,319954
271659,allocated,322511
271658,allocated,287672
271657,allocated,322144
271656,allocated,319516
271653,allocated,322377
271652,allocated,321913
271651,allocated,318030
271650,allocated,320239
271649,allocated,321374
271648,allocated,316853
271647,allocated,320271
271646,allocated,295224
271645,allocated,320182
271644,allocated,315918
271643,allocated,314623
271642,allocated,320301
271641,allocated,314053
271640,allocated,106791
271639,allocated,321431
271638,allocated,314896
271637,allocated,125853
271636,allocated,307684
271635,allocated,356030
271634,allocated,315610
271633,allocated,315752
271632,allocated,321039
271631,allocated,314627
271630,allocated,310791
271629,allocated,311110
271628,allocated,304745
271627,allocated,294370
271626,allocated,310457
271624,allocated,301959
271623,allocated,117587
271622,allocated,318106
271621,allocated,275348
271620,allocated,278417
271619,allocated,321774
271618,allocated,317301
271617,allocated,321268
271616,allocated,293891
271615,allocated,299470
271614,allocated,321512
271613,allocated,292108
271612,allocated,321350
271611,allocated,320888
271610,allocated,347488
271609,allocated,321586
271608,allocated,318601
271607,allocated,320744
271606,allocated,321390
271605,allocated,317690
271604,allocated,313177
271603,allocated,321487
271602,allocated,318544
271601,allocated,313926
271600,allocated,221662
271599,allocated,321218
271598,allocated,234507
271597,allocated,318728
271596,allocated,317591
271595,allocated,321371
271593,allocated,320326
271592,allocated,311768
271591,allocated,319134
271590,allocated,320847
271589,allocated,316422
271588,allocated,321252
271587,allocated,318132
271586,allocated,245736
271584,allocated,316382
271582,allocated,312633
271581,allocated,319442
271580,allocated,319725
271579,allocated,321064
271578,allocated,317710
271577,allocated,320500
271576,allocated,320218
271575,allocated,319335
271573,allocated,255179
271572,allocated,320736
271571,allocated,349607
271570,allocated,317860
271569,allocated,319464
271568,allocated,256163
271567,allocated,298222
271566,allocated,320255
271565,allocated,319903
271564,allocated,319942
271563,allocated,320223
271562,allocated,319662
271561,allocated,313812
271560,allocated,316841
271559,allocated,320418
271558,allocated,309615
271557,allocated,344340
271556,allocated,319634
271555,allocated,109208
271554,allocated,319590
271553,allocated,320082
271552,allocated,192040
271551,allocated,319503
271550,allocated,318836
271549,allocated,319809
271548,allocated,315323
271547,allocated,316607
271546,allocated,320322
271545,allocated,318603
271544,allocated,319573
271543,allocated,228419
271542,allocated,320249
271541,allocated,124278
271540,allocated,108472
271539,allocated,318597
271538,allocated,311814
271537,allocated,320180
271536,allocated,315715
271535,allocated,320122
271533,allocated,318526
271532,allocated,319952
271531,allocated,315947
271529,allocated,318107
271528,allocated,316250
271527,allocated,317058
271526,allocated,319755
271525,allocated,317592
271524,allocated,288341
271523,allocated,319704
271522,allocated,140660
271520,allocated,360010
271519,allocated,319668
271518,allocated,316039
271517,allocated,312008
271516,allocated,316696
271514,allocated,317950
271513,allocated,319567
271512,allocated,318990
271511,allocated,318697
271510,allocated,144970
271508,allocated,316451
271507,allocated,234185
271505,allocated,319224
271504,allocated,286667
271503,allocated,319468
271502,allocated,310928
271501,allocated,286760
271500,allocated,319187
271499,allocated,317720
271498,allocated,315603
271497,allocated,290109
271496,allocated,318141
271494,allocated,316169
271493,allocated,314680
271491,allocated,319354
271490,allocated,317525
271489,allocated,319353
271488,allocated,317169
271487,allocated,316811
271486,allocated,319205
271485,allocated,131047
271484,allocated,313662
271483,allocated,342443
271482,allocated,301570
271481,allocated,318798
271480,allocated,319172
271479,allocated,303817
271478,allocated,279545
271477,allocated,317469
271476,allocated,317585
271475,allocated,318340
271474,allocated,318584
271473,allocated,315193
271472,allocated,318959
271471,allocated,335856
271469,allocated,318906
271468,allocated,317232
271467,allocated,304579
271466,allocated,315450
271465,allocated,228394
271464,allocated,287630
271463,allocated,315713
271459,allocated,318840
271458,allocated,317302
271457,allocated,292405
271456,allocated,318839
271455,allocated,317073
271454,allocated,200046
271453,allocated,316515
271452,allocated,316228
271451,allocated,315929
271450,allocated,314699
271448,allocated,318460
271447,allocated,296275
271445,allocated,285859
271444,allocated,275643
271441,allocated,317395
271439,allocated,316478
271438,allocated,265310
271437,allocated,318543
271436,allocated,317992
271435,allocated,312214
271434,allocated,313933
271433,allocated,318143
271432,allocated,294285
271430,allocated,317300
271429,allocated,294064
271428,allocated,316797
271427,allocated,318449
271426,allocated,318410
271425,allocated,263551
271424,allocated,296467
271423,allocated,318409
271422,allocated,318408
271421,allocated,318407
271420,allocated,192032
271419,allocated,318359
271418,allocated,317040
271417,allocated,305820
271416,allocated,317020
271415,allocated,294322
271414,allocated,308663
271413,allocated,312951
271412,allocated,316278
271411,allocated,312873
271410,allocated,316443
271409,allocated,275255
271408,allocated,220152
271407,allocated,318249
271406,allocated,219929
271405,allocated,217794
271404,allocated,315044
271402,allocated,318191
271401,allocated,314360
271400,allocated,316273
271399,allocated,311813
271398,allocated,316909
271397,allocated,318190
271396,allocated,113659
271395,allocated,317419
271394,allocated,314464
271393,allocated,276814
271392,allocated,318070
271391,allocated,310275
271390,allocated,295881
271389,allocated,310438
271388,allocated,316471
271387,allocated,314385
271386,allocated,316655
271385,allocated,316795
271384,allocated,316277
271383,allocated,316396
271382,allocated,293183
271381,allocated,311436
271380,allocated,311211
271378,allocated,316705
271377,allocated,288968
271376,allocated,315726
271375,allocated,316316
271374,allocated,297605
271373,allocated,296441
271371,allocated,316584
271370,allocated,290278
271369,allocated,200711
271368,allocated,306116
271367,allocated,316318
271366,allocated,337697
271365,allocated,316205
271364,allocated,314047
271363,allocated,288396
271362,allocated,304414
271361,allocated,315958
271360,allocated,101999
271359,allocated,317651
271358,allocated,314834
271357,allocated,316131
271356,allocated,301606
271355,allocated,317149
271354,allocated,144932
271353,allocated,316547
271352,allocated,295018
271351,allocated,315930
271350,allocated,313185
271348,allocated,317406
271347,allocated,311209
271346,allocated,285060
271345,allocated,312614
271344,allocated,313468
271343,allocated,312871
271342,allocated,315024
271341,allocated,317518
271340,allocated,313691
271339,allocated,316067
271338,allocated,288539
271337,allocated,306498
271336,allocated,317453
271335,allocated,281824
271334,allocated,316361
271333,allocated,316144
271332,allocated,315963
271331,allocated,316399
271330,allocated,302348
271329,allocated,315113
271328,allocated,316251
271327,allocated,314946
271326,allocated,315698
271325,allocated,315762
271324,allocated,316213
271323,allocated,240036
271322,allocated,317415
271321,allocated,315063
271320,allocated,299676
271318,allocated,311952
271317,allocated,315235
271316,allocated,316636
271315,allocated,316582
271314,allocated,310956
271313,allocated,314367
271312,allocated,282847
271311,allocated,317390
271310,allocated,262137
271309,allocated,313195
271308,allocated,317319
271306,allocated,316051
271305,allocated,316452
271304,allocated,317318
271303,allocated,340745
271302,allocated,316597
271301,allocated,316810
271300,allocated,317275
271298,allocated,241794
271297,allocated,315588
271296,allocated,249297
271294,allocated,313090
271293,allocated,314972
271292,allocated,315536
271291,allocated,316703
271290,allocated,235244
271289,allocated,317174
271288,allocated,316378
271287,allocated,314503
271286,allocated,313903
271285,allocated,317126
271284,allocated,316575
271283,allocated,317125
271282,allocated,313606
271281,allocated,314690
271280,allocated,314294
271279,allocated,314667
271278,allocated,313789
271277,allocated,316933
271276,allocated,313422
271274,allocated,315283
