country,version,ip,prefixlength,state,orgsflat
*,ipv4,23.128.245.0,22,reserved,*
*,ipv4,23.128.249.0,22,reserved,*
*,ipv4,23.128.253.0,22,reserved,*
*,ipv4,23.129.1.0,22,reserved,*
*,ipv4,23.129.5.0,22,reserved,*
*,ipv4,23.129.9.0,22,reserved,*
*,ipv4,23.129.13.0,22,reserved,*
*,ipv4,23.129.17.0,22,reserved,*
*,ipv4,23.129.21.0,22,reserved,*
*,ipv4,23.129.25.0,22,reserved,*
*,ipv4,23.129.29.0,22,reserved,*
*,ipv4,23.129.33.0,22,reserved,*
*,ipv4,23.129.37.0,21,reserved,*
*,ipv4,23.129.45.0,22,reserved,*
*,ipv4,23.129.50.0,23,reserved,*
*,ipv4,23.129.53.0,21,reserved,*
*,ipv4,23.129.61.0,22,reserved,*
*,ipv4,23.129.65.0,22,reserved,*
*,ipv4,23.129.69.0,21,reserved,*
*,ipv4,23.129.77.0,22,reserved,*
*,ipv4,23.129.81.0,24,reserved,*
*,ipv4,23.129.83.0,24,reserved,*
*,ipv4,23.129.85.0,22,reserved,*
*,ipv4,23.129.89.0,22,reserved,*
*,ipv4,23.129.93.0,22,reserved,*
*,ipv4,23.129.97.0,22,reserved,*
*,ipv4,23.129.101.0,22,reserved,*
*,ipv4,23.129.105.0,22,reserved,*
*,ipv4,23.129.109.0,21,reserved,*
*,ipv4,23.129.117.0,22,reserved,*
*,ipv4,23.129.121.0,22,reserved,*
*,ipv4,23.129.125.0,22,reserved,*
*,ipv4,23.129.129.0,22,reserved,*
*,ipv4,23.129.133.0,21,reserved,*
*,ipv4,23.129.141.0,22,reserved,*
*,ipv4,23.129.145.0,22,reserved,*
*,ipv4,23.129.149.0,22,reserved,*
*,ipv4,23.129.153.0,22,reserved,*
*,ipv4,23.129.157.0,22,reserved,*
*,ipv4,23.129.161.0,22,reserved,*
*,ipv4,23.129.165.0,22,reserved,*
*,ipv4,23.129.169.0,22,reserved,*
*,ipv4,23.129.173.0,22,reserved,*
*,ipv4,23.129.177.0,22,reserved,*
*,ipv4,23.129.181.0,22,reserved,*
*,ipv4,23.129.185.0,22,reserved,*
*,ipv4,23.129.189.0,22,reserved,*
*,ipv4,23.129.193.0,22,reserved,*
*,ipv4,23.129.197.0,22,reserved,*
*,ipv4,23.129.201.0,22,reserved,*
*,ipv4,23.129.205.0,22,reserved,*
*,ipv4,23.129.209.0,22,reserved,*
*,ipv4,23.129.213.0,22,reserved,*
*,ipv4,23.129.217.0,22,reserved,*
*,ipv4,23.129.221.0,22,reserved,*
*,ipv4,23.129.225.0,22,reserved,*
*,ipv4,23.129.229.0,22,reserved,*
*,ipv4,23.129.233.0,22,reserved,*
*,ipv4,23.129.237.0,22,reserved,*
*,ipv4,23.129.241.0,22,reserved,*
*,ipv4,23.129.245.0,22,reserved,*
*,ipv4,23.130.1.0,22,reserved,*
*,ipv4,23.130.5.0,22,reserved,*
*,ipv4,23.130.9.0,22,reserved,*
*,ipv4,23.130.13.0,22,reserved,*
*,ipv4,23.130.18.0,23,reserved,*
*,ipv4,23.130.21.0,22,reserved,*
*,ipv4,23.130.25.0,22,reserved,*
*,ipv4,23.130.29.0,22,reserved,*
*,ipv4,23.130.33.0,22,reserved,*
*,ipv4,23.130.37.0,22,reserved,*
*,ipv4,23.130.41.0,22,reserved,*
*,ipv4,23.130.45.0,22,reserved,*
*,ipv4,23.130.49.0,22,reserved,*
*,ipv4,23.130.53.0,22,reserved,*
*,ipv4,23.130.57.0,22,reserved,*
*,ipv4,23.130.61.0,22,reserved,*
*,ipv4,23.130.65.0,22,reserved,*
*,ipv4,23.130.69.0,21,reserved,*
*,ipv4,23.130.77.0,22,reserved,*
*,ipv4,23.130.81.0,24,reserved,*
*,ipv4,23.130.83.0,24,reserved,*
*,ipv4,23.130.85.0,22,reserved,*
*,ipv4,23.130.89.0,22,reserved,*
*,ipv4,23.130.93.0,22,reserved,*
*,ipv4,23.130.98.0,23,reserved,*
*,ipv4,23.130.101.0,22,reserved,*
*,ipv4,23.130.109.0,21,reserved,*
*,ipv4,23.130.117.0,22,reserved,*
*,ipv4,23.130.122.0,23,reserved,*
*,ipv4,23.130.125.0,22,reserved,*
*,ipv4,23.130.130.0,23,reserved,*
*,ipv4,23.130.133.0,22,reserved,*
*,ipv4,23.130.141.0,22,reserved,*
*,ipv4,23.130.145.0,22,reserved,*
*,ipv4,23.130.149.0,22,reserved,*
*,ipv4,23.130.154.0,23,reserved,*
*,ipv4,23.130.157.0,22,reserved,*
*,ipv4,23.130.161.0,22,reserved,*
*,ipv4,23.130.165.0,22,reserved,*
*,ipv4,23.130.169.0,22,reserved,*
*,ipv4,23.130.173.0,22,reserved,*
*,ipv4,23.130.177.0,22,reserved,*
*,ipv4,23.130.181.0,22,reserved,*
*,ipv4,23.130.185.0,22,reserved,*
*,ipv4,23.130.189.0,22,reserved,*
*,ipv4,23.130.193.0,22,reserved,*
*,ipv4,23.130.197.0,22,reserved,*
*,ipv4,23.130.201.0,22,reserved,*
*,ipv4,23.130.205.0,22,reserved,*
*,ipv4,23.130.209.0,22,reserved,*
*,ipv4,23.130.213.0,22,reserved,*
*,ipv4,23.130.217.0,22,reserved,*
*,ipv4,23.130.221.0,22,reserved,*
*,ipv4,23.130.225.0,22,reserved,*
*,ipv4,23.130.229.0,22,reserved,*
*,ipv4,23.130.233.0,22,reserved,*
*,ipv4,23.130.237.0,21,reserved,*
*,ipv4,23.130.245.0,22,reserved,*
*,ipv4,23.130.249.0,22,reserved,*
*,ipv4,23.130.253.0,22,reserved,*
*,ipv4,23.131.1.0,22,reserved,*
*,ipv4,23.131.5.0,21,reserved,*
*,ipv4,23.131.13.0,22,reserved,*
*,ipv4,23.131.17.0,22,reserved,*
*,ipv4,23.131.21.0,22,reserved,*
*,ipv4,23.131.25.0,22,reserved,*
*,ipv4,23.131.29.0,22,reserved,*
*,ipv4,23.131.33.0,22,reserved,*
*,ipv4,23.131.37.0,22,reserved,*
*,ipv4,23.131.41.0,22,reserved,*
*,ipv4,23.131.45.0,22,reserved,*
*,ipv4,23.131.49.0,22,reserved,*
*,ipv4,23.131.53.0,22,reserved,*
*,ipv4,23.131.57.0,22,reserved,*
*,ipv4,23.131.61.0,22,reserved,*
*,ipv4,23.131.66.0,23,reserved,*
*,ipv4,23.131.69.0,21,reserved,*
*,ipv4,23.131.77.0,22,reserved,*
*,ipv4,23.131.81.0,24,reserved,*
*,ipv4,23.131.83.0,24,reserved,*
*,ipv4,23.131.85.0,21,reserved,*
*,ipv4,23.131.93.0,22,reserved,*
*,ipv4,23.131.97.0,22,reserved,*
*,ipv4,23.131.101.0,22,reserved,*
*,ipv4,23.131.105.0,22,reserved,*
*,ipv4,23.131.109.0,22,reserved,*
*,ipv4,23.131.113.0,22,reserved,*
*,ipv4,23.131.117.0,22,reserved,*
*,ipv4,23.131.121.0,22,reserved,*
*,ipv4,23.131.125.0,22,reserved,*
*,ipv4,23.131.129.0,22,reserved,*
*,ipv4,23.131.133.0,21,reserved,*
*,ipv4,23.131.141.0,22,reserved,*
*,ipv4,23.131.145.0,22,reserved,*
*,ipv4,23.131.149.0,21,reserved,*
*,ipv4,23.131.157.0,22,reserved,*
*,ipv4,23.131.162.0,23,reserved,*
*,ipv4,23.131.165.0,22,reserved,*
*,ipv4,23.131.169.0,22,reserved,*
*,ipv4,23.131.173.0,22,reserved,*
*,ipv4,23.131.177.0,22,reserved,*
*,ipv4,23.131.181.0,22,reserved,*
*,ipv4,23.131.187.0,22,reserved,*
*,ipv4,23.131.193.0,22,reserved,*
*,ipv4,23.131.197.0,22,reserved,*
*,ipv4,23.131.202.0,23,reserved,*
*,ipv4,23.131.205.0,22,reserved,*
*,ipv4,23.131.209.0,22,reserved,*
*,ipv4,23.131.213.0,22,reserved,*
*,ipv4,23.131.217.0,22,reserved,*
*,ipv4,23.131.221.0,22,reserved,*
*,ipv4,23.131.225.0,22,reserved,*
*,ipv4,23.131.229.0,21,reserved,*
*,ipv4,23.131.237.0,22,reserved,*
*,ipv4,23.131.241.0,22,reserved,*
*,ipv4,23.131.245.0,22,reserved,*
*,ipv4,23.131.249.0,22,reserved,*
*,ipv4,23.131.253.0,21,reserved,*
*,ipv4,23.132.5.0,22,reserved,*
*,ipv4,23.132.9.0,22,reserved,*
*,ipv4,23.132.13.0,22,reserved,*
*,ipv4,23.132.17.0,22,reserved,*
*,ipv4,23.132.21.0,22,reserved,*
*,ipv4,23.132.25.0,22,reserved,*
*,ipv4,23.132.29.0,22,reserved,*
*,ipv4,23.132.34.0,23,reserved,*
*,ipv4,23.132.37.0,22,reserved,*
*,ipv4,23.132.41.0,22,reserved,*
*,ipv4,23.132.45.0,22,reserved,*
*,ipv4,23.132.49.0,22,reserved,*
*,ipv4,23.132.53.0,22,reserved,*
*,ipv4,23.132.57.0,22,reserved,*
*,ipv4,23.132.61.0,22,reserved,*
*,ipv4,23.132.65.0,22,reserved,*
*,ipv4,23.132.69.0,21,reserved,*
*,ipv4,23.132.77.0,22,reserved,*
*,ipv4,23.132.81.0,24,reserved,*
*,ipv4,23.132.83.0,24,reserved,*
*,ipv4,23.132.85.0,22,reserved,*
*,ipv4,23.132.89.0,22,reserved,*
*,ipv4,23.132.93.0,22,reserved,*
*,ipv4,23.132.97.0,22,reserved,*
*,ipv4,23.132.101.0,21,reserved,*
*,ipv4,23.132.109.0,22,reserved,*
*,ipv4,23.132.113.0,22,reserved,*
*,ipv4,23.132.117.0,22,reserved,*
*,ipv4,23.132.121.0,22,reserved,*
*,ipv4,23.132.125.0,22,reserved,*
*,ipv4,23.132.129.0,22,reserved,*
*,ipv4,23.132.133.0,22,reserved,*
*,ipv4,23.132.138.0,23,reserved,*
*,ipv4,23.132.141.0,22,reserved,*
*,ipv4,23.132.145.0,22,reserved,*
*,ipv4,23.132.149.0,22,reserved,*
*,ipv4,23.132.153.0,22,reserved,*
*,ipv4,23.132.157.0,21,reserved,*
*,ipv4,23.132.165.0,22,reserved,*
*,ipv4,23.132.169.0,22,reserved,*
*,ipv4,23.132.173.0,22,reserved,*
*,ipv4,23.132.177.0,22,reserved,*
*,ipv4,23.132.181.0,21,reserved,*
*,ipv4,23.132.189.0,22,reserved,*
*,ipv4,23.132.194.0,23,reserved,*
*,ipv4,23.132.197.0,22,reserved,*
*,ipv4,23.132.201.0,22,reserved,*
*,ipv4,23.132.205.0,21,reserved,*
*,ipv4,23.132.213.0,22,reserved,*
*,ipv4,23.132.217.0,22,reserved,*
*,ipv4,23.132.221.0,22,reserved,*
*,ipv4,23.132.226.0,23,reserved,*
*,ipv4,23.132.229.0,22,reserved,*
*,ipv4,23.132.233.0,22,reserved,*
*,ipv4,23.132.237.0,22,reserved,*
*,ipv4,23.132.241.0,22,reserved,*
*,ipv4,23.132.245.0,22,reserved,*
*,ipv4,23.132.249.0,22,reserved,*
*,ipv4,23.132.253.0,22,reserved,*
*,ipv4,23.133.7.0,22,reserved,*
*,ipv4,23.133.13.0,22,reserved,*
*,ipv4,23.133.17.0,22,reserved,*
*,ipv4,23.133.21.0,22,reserved,*
*,ipv4,23.133.25.0,22,reserved,*
*,ipv4,23.133.29.0,22,reserved,*
*,ipv4,23.133.33.0,22,reserved,*
*,ipv4,23.133.37.0,22,reserved,*
*,ipv4,23.133.41.0,22,reserved,*
*,ipv4,23.133.45.0,22,reserved,*
*,ipv4,23.133.50.0,23,reserved,*
*,ipv4,23.133.53.0,22,reserved,*
*,ipv4,23.133.58.0,23,reserved,*
*,ipv4,23.133.61.0,22,reserved,*
*,ipv4,23.133.65.0,22,reserved,*
*,ipv4,23.133.69.0,21,reserved,*
*,ipv4,23.133.77.0,22,reserved,*
*,ipv4,23.133.81.0,24,reserved,*
*,ipv4,23.133.83.0,24,reserved,*
*,ipv4,23.133.85.0,22,reserved,*
*,ipv4,23.133.89.0,22,reserved,*
*,ipv4,23.133.93.0,22,reserved,*
*,ipv4,23.133.97.0,22,reserved,*
*,ipv4,23.133.101.0,21,reserved,*
*,ipv4,23.133.109.0,22,reserved,*
*,ipv4,23.133.113.0,22,reserved,*
*,ipv4,23.133.117.0,22,reserved,*
*,ipv4,23.133.121.0,22,reserved,*
*,ipv4,23.133.125.0,22,reserved,*
*,ipv4,23.133.129.0,22,reserved,*
*,ipv4,23.133.133.0,21,reserved,*
*,ipv4,23.133.141.0,21,reserved,*
*,ipv4,23.133.149.0,22,reserved,*
*,ipv4,23.133.153.0,22,reserved,*
*,ipv4,23.133.157.0,22,reserved,*
*,ipv4,23.133.161.0,22,reserved,*
*,ipv4,23.133.165.0,22,reserved,*
*,ipv4,23.133.169.0,22,reserved,*
*,ipv4,23.133.173.0,22,reserved,*
*,ipv4,23.133.177.0,22,reserved,*
*,ipv4,23.133.181.0,22,reserved,*
*,ipv4,23.133.185.0,22,reserved,*
*,ipv4,23.133.189.0,21,reserved,*
*,ipv4,23.133.197.0,22,reserved,*
*,ipv4,23.133.201.0,22,reserved,*
*,ipv4,23.133.206.0,23,reserved,*
*,ipv4,23.133.209.0,22,reserved,*
*,ipv4,23.133.213.0,22,reserved,*
*,ipv4,23.133.217.0,22,reserved,*
*,ipv4,23.133.221.0,22,reserved,*
*,ipv4,23.133.225.0,22,reserved,*
*,ipv4,23.133.229.0,22,reserved,*
*,ipv4,23.133.233.0,22,reserved,*
*,ipv4,23.133.237.0,21,reserved,*
*,ipv4,23.133.245.0,22,reserved,*
*,ipv4,23.134.1.0,22,reserved,*
*,ipv4,23.134.5.0,22,reserved,*
*,ipv4,23.134.9.0,22,reserved,*
*,ipv4,23.134.13.0,22,reserved,*
*,ipv4,23.134.18.0,23,reserved,*
*,ipv4,23.134.21.0,22,reserved,*
*,ipv4,23.134.25.0,22,reserved,*
*,ipv4,23.134.29.0,22,reserved,*
*,ipv4,23.134.33.0,22,reserved,*
*,ipv4,23.134.37.0,22,reserved,*
*,ipv4,23.134.41.0,22,reserved,*
*,ipv4,23.134.45.0,22,reserved,*
*,ipv4,23.134.49.0,22,reserved,*
*,ipv4,23.134.53.0,22,reserved,*
*,ipv4,23.134.57.0,22,reserved,*
*,ipv4,23.134.61.0,22,reserved,*
*,ipv4,23.134.65.0,22,reserved,*
*,ipv4,23.134.69.0,21,reserved,*
*,ipv4,23.134.77.0,22,reserved,*
*,ipv4,23.134.81.0,24,reserved,*
*,ipv4,23.134.83.0,24,reserved,*
*,ipv4,23.134.85.0,22,reserved,*
*,ipv4,23.134.91.0,22,reserved,*
*,ipv4,23.134.98.0,23,reserved,*
*,ipv4,23.134.101.0,22,reserved,*
*,ipv4,23.134.105.0,22,reserved,*
*,ipv4,23.134.109.0,22,reserved,*
*,ipv4,23.134.113.0,22,reserved,*
*,ipv4,23.134.117.0,22,reserved,*
*,ipv4,23.134.121.0,22,reserved,*
*,ipv4,23.134.125.0,22,reserved,*
*,ipv4,23.134.129.0,22,reserved,*
*,ipv4,23.134.133.0,22,reserved,*
*,ipv4,23.134.137.0,22,reserved,*
*,ipv4,23.134.141.0,22,reserved,*
*,ipv4,23.134.145.0,22,reserved,*
*,ipv4,23.134.149.0,22,reserved,*
*,ipv4,23.134.155.0,24,reserved,*
*,ipv4,23.134.157.0,22,reserved,*
*,ipv4,23.134.161.0,22,reserved,*
*,ipv4,23.134.165.0,22,reserved,*
*,ipv4,23.134.169.0,22,reserved,*
*,ipv4,23.134.173.0,22,reserved,*
*,ipv4,23.134.177.0,22,reserved,*
*,ipv4,23.134.181.0,22,reserved,*
*,ipv4,23.134.185.0,22,reserved,*
*,ipv4,23.134.189.0,22,reserved,*
*,ipv4,23.134.197.0,22,reserved,*
*,ipv4,23.134.202.0,23,reserved,*
*,ipv4,23.134.205.0,21,reserved,*
*,ipv4,23.134.213.0,22,reserved,*
*,ipv4,23.134.217.0,22,reserved,*
*,ipv4,23.134.221.0,22,reserved,*
*,ipv4,23.134.226.0,23,reserved,*
*,ipv4,23.134.229.0,22,reserved,*
*,ipv4,23.134.237.0,22,reserved,*
*,ipv4,23.134.241.0,22,reserved,*
*,ipv4,23.134.245.0,22,reserved,*
*,ipv4,23.134.249.0,22,reserved,*
*,ipv4,23.134.253.0,21,reserved,*
*,ipv4,23.135.5.0,21,reserved,*
*,ipv4,23.135.13.0,22,reserved,*
*,ipv4,23.135.19.0,24,reserved,*
*,ipv4,23.135.21.0,22,reserved,*
*,ipv4,23.135.25.0,22,reserved,*
*,ipv4,23.135.29.0,22,reserved,*
*,ipv4,23.135.33.0,22,reserved,*
*,ipv4,23.135.37.0,22,reserved,*
*,ipv4,23.135.41.0,22,reserved,*
*,ipv4,23.135.45.0,22,reserved,*
*,ipv4,23.135.49.0,22,reserved,*
*,ipv4,23.135.53.0,22,reserved,*
*,ipv4,23.135.57.0,22,reserved,*
*,ipv4,23.135.61.0,22,reserved,*
*,ipv4,23.135.65.0,22,reserved,*
*,ipv4,23.135.69.0,21,reserved,*
*,ipv4,23.135.77.0,22,reserved,*
*,ipv4,23.135.83.0,24,reserved,*
*,ipv4,23.135.85.0,22,reserved,*
*,ipv4,23.135.89.0,22,reserved,*
*,ipv4,23.135.93.0,22,reserved,*
*,ipv4,23.135.97.0,22,reserved,*
*,ipv4,23.135.101.0,21,reserved,*
*,ipv4,23.135.109.0,21,reserved,*
*,ipv4,23.135.117.0,21,reserved,*
*,ipv4,23.135.125.0,22,reserved,*
*,ipv4,23.135.129.0,22,reserved,*
*,ipv4,23.135.133.0,22,reserved,*
*,ipv4,23.135.137.0,22,reserved,*
*,ipv4,23.135.141.0,22,reserved,*
*,ipv4,23.135.145.0,22,reserved,*
*,ipv4,23.135.149.0,22,reserved,*
*,ipv4,23.135.154.0,23,reserved,*
*,ipv4,23.135.157.0,22,reserved,*
*,ipv4,23.135.161.0,22,reserved,*
*,ipv4,23.135.165.0,22,reserved,*
*,ipv4,23.135.169.0,22,reserved,*
*,ipv4,23.135.173.0,22,reserved,*
*,ipv4,23.135.177.0,22,reserved,*
*,ipv4,23.135.181.0,22,reserved,*
*,ipv4,23.135.185.0,22,reserved,*
*,ipv4,23.135.189.0,22,reserved,*
*,ipv4,23.135.193.0,22,reserved,*
*,ipv4,23.135.197.0,22,reserved,*
*,ipv4,23.135.201.0,22,reserved,*
*,ipv4,23.135.205.0,22,reserved,*
*,ipv4,23.135.209.0,22,reserved,*
*,ipv4,23.135.213.0,21,reserved,*
*,ipv4,23.135.221.0,22,reserved,*
*,ipv4,23.135.226.0,23,reserved,*
*,ipv4,23.135.229.0,22,reserved,*
*,ipv4,23.135.233.0,22,reserved,*
*,ipv4,23.135.237.0,22,reserved,*
*,ipv4,23.135.241.0,22,reserved,*
*,ipv4,23.135.245.0,22,reserved,*
*,ipv4,23.135.249.0,21,reserved,*
*,ipv4,23.136.5.0,22,reserved,*
*,ipv4,23.136.9.0,22,reserved,*
*,ipv4,23.136.13.0,22,reserved,*
*,ipv4,23.136.17.0,22,reserved,*
*,ipv4,23.136.21.0,22,reserved,*
*,ipv4,23.136.25.0,22,reserved,*
*,ipv4,23.136.29.0,21,reserved,*
*,ipv4,23.136.37.0,22,reserved,*
*,ipv4,23.136.41.0,22,reserved,*
*,ipv4,23.136.45.0,21,reserved,*
*,ipv4,23.136.53.0,22,reserved,*
*,ipv4,23.136.57.0,22,reserved,*
*,ipv4,23.136.61.0,22,reserved,*
*,ipv4,23.136.65.0,22,reserved,*
*,ipv4,23.136.69.0,21,reserved,*
*,ipv4,23.136.77.0,22,reserved,*
*,ipv4,23.136.81.0,24,reserved,*
*,ipv4,23.136.83.0,24,reserved,*
*,ipv4,23.136.85.0,22,reserved,*
*,ipv4,23.136.89.0,22,reserved,*
*,ipv4,23.136.93.0,22,reserved,*
*,ipv4,23.136.97.0,22,reserved,*
*,ipv4,23.136.101.0,22,reserved,*
*,ipv4,23.136.105.0,22,reserved,*
*,ipv4,23.136.109.0,22,reserved,*
*,ipv4,23.136.113.0,22,reserved,*
*,ipv4,23.136.117.0,22,reserved,*
*,ipv4,23.136.121.0,22,reserved,*
*,ipv4,23.136.125.0,22,reserved,*
*,ipv4,23.136.129.0,22,reserved,*
*,ipv4,23.136.133.0,22,reserved,*
*,ipv4,23.136.137.0,22,reserved,*
*,ipv4,23.136.141.0,22,reserved,*
*,ipv4,23.136.145.0,22,reserved,*
*,ipv4,23.136.149.0,22,reserved,*
*,ipv4,23.136.153.0,22,reserved,*
*,ipv4,23.136.157.0,22,reserved,*
*,ipv4,23.136.161.0,22,reserved,*
*,ipv4,23.136.165.0,22,reserved,*
*,ipv4,23.136.169.0,22,reserved,*
*,ipv4,23.136.173.0,21,reserved,*
*,ipv4,23.136.181.0,22,reserved,*
*,ipv4,23.136.185.0,22,reserved,*
*,ipv4,23.136.189.0,22,reserved,*
*,ipv4,23.136.193.0,22,reserved,*
*,ipv4,23.136.197.0,21,reserved,*
*,ipv4,23.136.205.0,22,reserved,*
*,ipv4,23.136.209.0,22,reserved,*
*,ipv4,23.136.213.0,22,reserved,*
*,ipv4,23.136.217.0,21,reserved,*
*,ipv4,23.136.229.0,22,reserved,*
*,ipv4,23.136.234.0,23,reserved,*
*,ipv4,23.136.237.0,22,reserved,*
*,ipv4,23.136.241.0,22,reserved,*
*,ipv4,23.136.245.0,22,reserved,*
*,ipv4,23.136.249.0,22,reserved,*
*,ipv4,23.136.253.0,22,reserved,*
*,ipv4,23.137.1.0,22,reserved,*
*,ipv4,23.137.5.0,22,reserved,*
*,ipv4,23.137.9.0,22,reserved,*
*,ipv4,23.137.13.0,22,reserved,*
*,ipv4,23.137.17.0,22,reserved,*
*,ipv4,23.137.21.0,22,reserved,*
*,ipv4,23.137.25.0,22,reserved,*
*,ipv4,23.137.29.0,22,reserved,*
*,ipv4,23.137.33.0,22,reserved,*
*,ipv4,23.137.37.0,22,reserved,*
*,ipv4,23.137.41.0,22,reserved,*
*,ipv4,23.137.45.0,22,reserved,*
*,ipv4,23.137.49.0,22,reserved,*
*,ipv4,23.137.53.0,22,reserved,*
*,ipv4,23.137.59.0,24,reserved,*
*,ipv4,23.137.61.0,22,reserved,*
*,ipv4,23.137.65.0,22,reserved,*
*,ipv4,23.137.69.0,21,reserved,*
*,ipv4,23.137.77.0,22,reserved,*
*,ipv4,23.137.81.0,24,reserved,*
*,ipv4,23.137.83.0,24,reserved,*
*,ipv4,23.137.85.0,22,reserved,*
*,ipv4,23.137.89.0,22,reserved,*
*,ipv4,23.137.93.0,22,reserved,*
*,ipv4,23.137.97.0,22,reserved,*
*,ipv4,23.137.101.0,22,reserved,*
*,ipv4,23.137.106.0,23,reserved,*
*,ipv4,23.137.109.0,22,reserved,*
*,ipv4,23.137.113.0,22,reserved,*
*,ipv4,23.137.117.0,22,reserved,*
*,ipv4,23.137.126.0,23,reserved,*
*,ipv4,23.137.130.0,23,reserved,*
*,ipv4,23.137.133.0,22,reserved,*
*,ipv4,23.137.141.0,22,reserved,*
*,ipv4,23.137.145.0,22,reserved,*
*,ipv4,23.137.149.0,21,reserved,*
*,ipv4,23.137.157.0,22,reserved,*
*,ipv4,23.137.161.0,22,reserved,*
*,ipv4,23.137.165.0,22,reserved,*
*,ipv4,23.137.169.0,22,reserved,*
*,ipv4,23.137.173.0,22,reserved,*
*,ipv4,23.137.177.0,22,reserved,*
*,ipv4,23.137.181.0,22,reserved,*
*,ipv4,23.137.185.0,22,reserved,*
*,ipv4,23.137.189.0,21,reserved,*
*,ipv4,23.137.197.0,22,reserved,*
*,ipv4,23.137.201.0,22,reserved,*
*,ipv4,23.137.205.0,22,reserved,*
*,ipv4,23.137.209.0,22,reserved,*
*,ipv4,23.137.213.0,22,reserved,*
*,ipv4,23.137.217.0,22,reserved,*
*,ipv4,23.137.221.0,22,reserved,*
*,ipv4,23.137.226.0,23,reserved,*
*,ipv4,23.137.229.0,22,reserved,*
*,ipv4,23.137.233.0,22,reserved,*
*,ipv4,23.137.237.0,22,reserved,*
*,ipv4,23.137.241.0,22,reserved,*
*,ipv4,23.137.245.0,22,reserved,*
*,ipv4,23.138.1.0,22,reserved,*
*,ipv4,23.138.5.0,22,reserved,*
*,ipv4,23.138.9.0,22,reserved,*
*,ipv4,23.138.13.0,22,reserved,*
*,ipv4,23.138.17.0,22,reserved,*
*,ipv4,23.138.21.0,22,reserved,*
*,ipv4,23.138.25.0,22,reserved,*
*,ipv4,23.138.30.0,23,reserved,*
*,ipv4,23.138.33.0,22,reserved,*
*,ipv4,23.138.37.0,22,reserved,*
*,ipv4,23.138.45.0,22,reserved,*
*,ipv4,23.138.49.0,22,reserved,*
*,ipv4,23.138.53.0,22,reserved,*
*,ipv4,23.138.57.0,22,reserved,*
*,ipv4,23.138.61.0,22,reserved,*
*,ipv4,23.138.66.0,23,reserved,*
*,ipv4,23.138.69.0,21,reserved,*
*,ipv4,23.138.77.0,22,reserved,*
*,ipv4,23.138.81.0,24,reserved,*
*,ipv4,23.138.85.0,22,reserved,*
*,ipv4,23.138.89.0,22,reserved,*
*,ipv4,23.138.93.0,22,reserved,*
*,ipv4,23.138.97.0,22,reserved,*
*,ipv4,23.138.101.0,22,reserved,*
*,ipv4,23.138.105.0,22,reserved,*
*,ipv4,23.138.109.0,22,reserved,*
