country,version,ip,prefixlength,state,orgsflat
AU,ipv4,43.240.96.0,22,allocated,[134083;AU;INTERSECT-AS-AP Intersect Australia Limited]
AU,ipv4,43.240.120.0,22,allocated,[58975;AU;UBINDAPT-AS-AP uBind]
AU,ipv4,43.241.52.0,22,allocated,[135296;AU;SYNERGYWHOLESALE-AP SYNERGY WHOLESALE PTY LTD][133781;AU;SYNERGYWHOLESALE-AP SYNERGY WHOLESALE PTY LTD][132864;AU;WEBACCESSPTYLTD-AS-AP Web Access Pty Ltd][132680;AU;SYNERGYWHOLESALE-AP SYNERGY WHOLESALE PTY LTD][45638;AU;SYNERGYWHOLESALE-AP SYNERGY WHOLESALE PTY LTD]
AU,ipv4,43.241.188.0,22,allocated,[131298;AU;NXG32B-AS-AP Nextgen Networks][131109;AU;VOCUS-LAB-AP VOCUS PTY LTD][131105;AU;PRIMUS-AS-AP Primus Telecommunications Australia Pty Ltd][55934;AU;PACIFICIX-AS-AP PACIFICIX][55539;AU;AMCDC-AS-AP AMC Data Centre][45922;AU;VOCUS-AU Vocus Communications][45772;AU;INTERACTIVELABS-AS-AP Interactive Labs][45741;AU;ENTDATA-AS-AP Enterprise Data Corporation][45653;AU;ACURE-AS-AP aCure Technology  Data Centres  Perth][45611;AU;GOTALK-DSL-NSW GoTalk DSL Network - NSW][45584;AU;ASN-SURRENDERONLINE-AP Web Hosting Provider][45483;AU;E3NETWORKS-AS-AP E3 Networks][45453;AU;PLATFORM-BNE-AS-AP Primary AS  Sydney  Network Provider  Sydney][45186;AU;IAMAGEEKNZ-AP IamaGeekNZ][45167;AU;WESTNETRAIL-AS-AP WestNet Rail Pty Ltd][38809;AU;VOCUS-VAS-AU Vocus Advanced Services][38480;AU;CSA-AS-AP Computer Systems Australia ASN][38285;AU;VOCUS-RETAIL-AU Vocus Retail][38263;AU;AUSTEREO-AU Austereo Internet Network][38257;AU;INCITECPIVOT-AS-AP Incitec Pivot Pty Ltd][38075;AU;LERN-NZ-AP Learning Educational Resource Network][37929;AU;NXGVPRN-AS-AP Nextgen Networks][24498;AU;NXGNET3-AS-AP Nextgen Networks][24346;AU;CROSSCITY-MOTORWAY-AS-AP CrossCity Motorway][24223;AU;PBBA-AS-AU Personal Broadband Australia  iBusrt Wireless Network provider.][24215;AU;AS24215-AMCOM-AP Amcom Telecommunications Ltd.][23877;AU;DIGITALRIVER-AS-AP Digital River AS][23742;AU;NXGNET2-AS-AP Nextgen Networks][23681;AU;ITU-TRANSIT-AS-AP Paradox Digital ASN on behalf of IT Universe.][18376;AU;AMNET-AU-AP Amnet IT Services Pty Ltd][18232;AU;ALIAS-AS-AP Alias Internet][18192;AU;MIBROADBAND-AS-AP Engin Pty Ltd  Voice over IP][18107;AU;ASN-IPSYSTEMS-AP IP SYSTEMS][18104;AU;WCG-AS-AP Wholesale Communications Group][18037;AU;IPERA-AU-AP Ipera Communications Pty Ltd][17805;AU;CONCEPT-SYD-AU-AP Conceptual Internet Australia  ISP  Sydney][17731;AU;PANASEER-AP The Panaseer ISP network.][17640;AU;AMNET-AU-AP Amnet IT Services Pty Ltd][17628;AU;PERTHIX-AS-AP Perth iX][17486;AU;SWIFTEL1-AP People Telecom Pty. Ltd. Previously Swiftel][17459;AU;VOCUS-MANAGEMENT VOCUS PTY LTD][17409;AU;EFTEL-AS-AP EFTel Pty Ltd][10144;AU;ECLIPSE-AP Eclipse Telecomunications Australia][10113;AU;EFTEL-AS-AP Eftel Limited.][9912;AU;VOCUS-AU Vocus Australia][9822;AU;AMNET-AU-AP Amnet IT Services Pty Ltd][9820;AU;PERTHIX3-AS-AP Perth iX][9787;AU;CONCEPT-AU-AP Concept Networks][9714;AU;VOCUS-CLOUD-SERVICES-AS Vocus Cloud Services Australia][9669;AU;VOCUS-AU Vocus Domestic Backbone][9659;AU;VOCUS-DSL-AS Vocus National DSL Network][9565;AU;WCG-AP Wholesale Communications Group][9482;AU;ASN-PLATFORM-AP Platform Networks Pty Ltd][9443;AU;VOCUS-RETAIL-AU Vocus Retail][9398;AU;AS9398-AMCOM-AP Amcom Telecommunications Ltd.][9324;AU;CYNET-AS-AP Cynet & Total Network Support][9239;AU;SPACENET-AS-AP Perth based ISP][7694;AU;EFTEL-AU IT Solutions][7652;AU;EFTEL-AU Vianet Communications Pty Ltd][7644;AU;EFTEL-AS-AP IT Solutions][4853;AU;COMMANDER-AS-AP Commander Communications][4826;AU;VOCUS-BACKBONE-AS Vocus Connect International Backbone][4824;AU;GLOWWAVE-AS-AP glowwave.com]
AU,ipv4,43.241.200.0,22,allocated,[1851;AU;ADELAIDE-UNIVERSITY-AS-AP Adelaide University]
AU,ipv4,43.241.245.0,24,allocated,[146994;AU;RAINES-AS-AP Raines Internet Solutions]
AU,ipv4,43.242.40.0,22,allocated,[133215;AU;DEDAUS-AS-AP Dedicated Servers Australia][133100;AU;DEDAUS-AS-AP Dedicated Servers Australia][63934;AU;DEDAUS-AS-AP Dedicated Servers Australia][58940;AU;DEDAUS-AS-AP Dedicated Servers Australia][55359;AU;FLUCCS-AS-AP Fluccs Australia Australian Cloud Provider]
AU,ipv4,43.242.68.0,22,allocated,[132324;AU;SAU-NET-AU Servers Australia Pty Ltd][131229;AU;CHEAPDEDICATEDSERVERS-AU Provider of cheap  reliable dedicated hosting in Australia][56225;AU;WOOSAW-AU Servers Australia Pty Ltd][45671;AU;AS45671-NET-AU Wholesale Services Provider][45425;AU;DEDICATED-SERVERS-SYD-AS-AP Dedicated Servers - Sydney][45261;AU;OZ-SERV Oz Servers][24238;AU;DEDICATED-SERVERS-BNE-AS-AP Dedicated Servers - Brisbane][24113;AU;OZGAMERS-AU Oz Gamers][23670;AU;HOSTDC-AU Host DC][18345;AU;SERVERS-AUS-CUST Servers Australia Customers][17462;AU;INDIGO-AS-AP Indigo NSW AS Number][9280;AU;SAU-NET-AU Servers Australia Pty Ltd]
AU,ipv4,43.242.248.0,22,allocated,[132828;AU;UNPL-AS-AP Unified Networks Pty Ltd]
AU,ipv4,43.243.0.0,22,allocated,[56294;AU;VMVAULT-AS-AP VMvault Pty Ltd]
AU,ipv4,43.243.116.0,22,allocated,*
AU,ipv4,43.243.236.0,23,allocated,[152656;AU;FLUIDLABSPTYLTD-AS-AU Fluid Labs Pty Ltd][141687;AU;DISTRIBUTEDSTORAGESOLUTIONSLTD-AS-AP Distributed Storage Solutions Ltd][134085;AU;ASEIT-AS-AP-ASEC1106 ASE - Buff Dubs][133739;AU;ASEIT-AS-AU ASE IT Networks][132907;AU;ASEIT-AS-AP-AU Intabank][132612;AU;MOBSOURCE-AS-AP Mobsource][55954;AU;ASEIT-AS-AU ASE IT Networks][38583;AU;ASEIT-AS-AP Andrew Sjoquist Enterprises Pty Ltd]
AU,ipv4,43.243.238.0,23,allocated,[133379;AU;ORROPTYLTD-AS-AP Orro Pty Ltd][55766;AU;ORROPTYLTD-AS-AP Orro Pty Ltd][45418;AU;ORROPTYLTD-AS-AP Orro Pty Ltd][18000;AU;ORROPTYLTD-AS-AU-AP Orro Pty Ltd]
AU,ipv4,43.245.28.0,22,allocated,[55859;AU;TOTALWEB-US Total Web Solutions Australia][55555;AU;DELION-AP Delion Pty Ltd]
AU,ipv4,43.245.36.0,22,allocated,[135156;AU;VIAIP-COS-AS-AP Buroserv Australia Pty Ltd][133786;AU;BUROSERV-AS-AP Buroserv Australia Pty Ltd][58882;AU;BUROSERV-AS-AP Buroserv Australia Pty Ltd][58719;AU;MCPL-AU 70-76 Alexander Street][38835;AU;VIAIP-AS-AP Buroserv Australia Pty Ltd][38225;AU;ISPHONE-AS-AP ISPhone Australasia AS number]
AU,ipv4,43.245.52.0,22,allocated,[38719;AU;DREAMSCAPE-AS-AP Dreamscape Networks Limited]
AU,ipv4,43.245.68.0,22,allocated,[132002;AU;M21-AS-AP Micron21 Datacentre Pty Ltd][38880;AU;M21-AS-AP Micron21 Datacentre Pty Ltd]
AU,ipv4,43.245.72.0,21,allocated,[136466;AU;SUMMITINTERNET-AS-AP The Summit Group Australia Pty Ltd][135611;AU;SUMMITINTERNET-AS-AP The Summit Group Australia Pty Ltd][132405;AU;SUMMITINTERNET-AS-AP Summit Internet Australia]
AU,ipv4,43.245.112.0,22,allocated,[133130;AU;TELLO-AS-AP Tello Services Pty Ltd]
AU,ipv4,43.245.132.0,22,allocated,[135888;AU;SYNTELPTYLTD-AU TASMANET][134720;AU;SYNTELPTYLTD-AU TASMANET][133736;AU;SYNTELPTYLTD-AU TASMANET][133407;AU;SYNTELPTYLTD-AU TASMANET][133029;AU;SYNTELPTYLTD-AU TASMANET][132836;AU;SYNTELPTYLTD-AU TASMANET][64098;AU;SYNTELPTYLTD-AU TASMANET][63926;AU;SYNTELPTYLTD-AU TASMANET][56133;AU;SYNTELPTYLTD-AU TASMANET][45158;AU;SYNTELPTYLTD-AU TASMANET]
AU,ipv4,43.245.152.0,22,allocated,[133784;AU;HPN-AS-AP Hi-Powered Networking Pty Ltd][133389;AU;SUPERLOOP-AS-AP SUPERLOOP AUSTRALIA PTY LTD][133123;AU;CINENET-AS2-AP Cinenet Systems Pty Ltd][132109;AU;CINENET-AS2-AP Cinenet Systems Pty Ltd][131185;AU;SUPERLOOP-AS-AP SUPERLOOP AUSTRALIA PTY LTD][55411;AU;SUPERLOOP-AS-AP SUPERLOOP AUSTRALIA PTY LTD][38570;AU;SUPERLOOP-AS-AP SUPERLOOP AUSTRALIA PTY LTD][38195;AU;SUPERLOOP-AS-AP Superloop][38167;AU;SUPERLOOP-AS-AP SUPERLOOP AUSTRALIA PTY LTD][24240;AU;SUPERLOOP-AS-AP SUPERLOOP AUSTRALIA PTY LTD][24233;AU;SUPERLOOP-AS-AP SUPERLOOP BigAir][24129;AU;SUPERLOOP-AS-AP SUPERLOOP AUSTRALIA PTY LTD][24093;AU;SUPERLOOP-AS-AP SUPERLOOP BIGAIR. Multihoming ASN][24001;AU;SUPERLOOP-AS-AP SUPERLOOP AUSTRALIA PTY LTD][23935;AU;SUPERLOOP-AS-AP SUPERLOOP AUSTRALIA PTY LTD][23677;AU;SUPERLOOP-AS-AP SUPERLOOP AUSTRALIA PTY LTD][18201;AU;SUPERLOOP-AS-AP SUPERLOOP AUSTRALIA PTY LTD][17907;AU;CINENET-AS2-AP Cinenet Systems Pty Ltd][17829;AU;SUPERLOOP-AS-AP SUPERLOOP AUSTRALIA PTY LTD][17498;AU;CINENET-AS-AP Superloop Cinenet][17438;AU;SUPERLOOP-AS-AP SUPERLOOP AUSTRALIA PTY LTD][10223;AU;SUPERLOOP-AS-AP Superloop Australia Pty Ltd][10143;AU;EXETEL-AS-AP Exetel Pty Ltd][9549;AU;SUPERLOOP-AS-AP SUPERLOOP AUSTRALIA PTY LTD][9499;AU;SUPERLOOP-AS-AP SUPERLOOP AUSTRALIA PTY LTD][7631;AU;SUPERLOOP-AS-AP SUPERLOOP AUSTRALIA PTY LTD][7585;AU;SUPERLOOP-AS-AP SUPERLOOP AUSTRALIA PTY LTD PEX]
AU,ipv4,43.245.160.0,22,allocated,[136811;AU;INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD][134441;AU;INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD][133480;AU;INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD][133332;AU;INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD][132393;AU;INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD][63956;AU;INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD][56163;AU;INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD][45214;AU;INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD][38877;AU;INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD][38318;AU;AFL-TRANSIT-AS-AP Transit AS for delivery of content][24557;AU;INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD][24446;AU;INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD][24330;AU;INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD][23705;AU;EDUCATION-QUEENSLAND-AS-AP Queensland State Government Department responsible][18099;AU;HIS-AS-AP 5G NETWORK OPERATIONS PTY LTD][17467;AU;HWC-AS-AP 5G NETWORK OPERATIONS PTY LTD][9736;AU;INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD][9667;AU;HOSTWORKS-AS-AP 5G NETWORK OPERATIONS PTY LTD][9412;AU;HCDS-AS-AP 5G NETWORK OPERATIONS PTY LTD]
AU,ipv4,43.245.164.0,22,allocated,[133215;AU;DEDAUS-AS-AP Dedicated Servers Australia][133100;AU;DEDAUS-AS-AP Dedicated Servers Australia][63934;AU;DEDAUS-AS-AP Dedicated Servers Australia][58940;AU;DEDAUS-AS-AP Dedicated Servers Australia][55359;AU;FLUCCS-AS-AP Fluccs Australia Australian Cloud Provider]
AU,ipv4,43.245.168.0,22,allocated,[131476;AU;FUSIONBB-AU 1050 Market St]
AU,ipv4,43.246.232.0,22,allocated,[138451;AU;MONASHUNI-AS-AP PT. Monash Indonesia Services][56132;AU;MONASHUNI-AU-AS-AP Monash University][38280;AU;MONASHUNI-MY-AS-AP Monash University Sunway Campus Malaysia]
AU,ipv4,43.247.64.0,22,allocated,*
AU,ipv4,43.247.80.0,22,allocated,[134555;AU;ENCOO-AS-AP Encoo Pty Ltd]
AU,ipv4,43.247.116.0,22,allocated,[56037;AU;ESCAPENET-AU Escapenet Pty Ltd]
AU,ipv4,43.247.124.0,22,allocated,[24516;AU;VIRTUTEL-AS-AP Virtutel Pty Ltd]
AU,ipv4,43.247.128.0,22,allocated,[24516;AU;VIRTUTEL-AS-AP Virtutel Pty Ltd]
AU,ipv4,43.248.44.0,22,allocated,[9297;AU;COLOCITY-AS-AP Colocity Pty Ltd]
AU,ipv4,43.248.52.0,22,allocated,[132529;AU;W3NETWORKS-AU W3 Networks Pty Ltd]
AU,ipv4,43.248.252.0,23,allocated,[132258;AU;AMAZE-AS-AP Amaze Intelligence][58605;AU;AMAZE-AS-AP Amaze Intelligence][38220;AU;AMAZE-AS-AP Amaze Intelligence]
AU,ipv4,43.249.116.0,22,allocated,[58927;AU;MDGIT-AS-AP M.D.G. IT Pty Ltd]
AU,ipv4,43.249.128.0,22,allocated,*
AU,ipv4,43.250.24.0,22,allocated,[63842;AU;FANTEL-AS-AP Fantel Pty Ltd]
AU,ipv4,43.250.52.0,22,allocated,[153368;AU;RSL-AS-AP RedSwitches Pty LTD.][50049;NL;RSL-AS-AP RedSwitches][18381;AU;RSL-AS-AP RedSwitches]
AU,ipv4,43.250.68.0,22,allocated,[135662;AU;DELOITTESERVICES-AS-AP DELOITTE SERVICES PTY LTD][133452;AU;DELOITTESERVICES-AS-AP DELOITTE SERVICES PTY LTD][56135;AU;DELOITTESERVICES-AS-AP DELOITTE SERVICES PTY LTD]
AU,ipv4,43.250.92.0,22,allocated,[136466;AU;SUMMITINTERNET-AS-AP The Summit Group Australia Pty Ltd][135611;AU;SUMMITINTERNET-AS-AP The Summit Group Australia Pty Ltd][132405;AU;SUMMITINTERNET-AS-AP Summit Internet Australia]
AU,ipv4,43.250.140.0,22,allocated,[135296;AU;SYNERGYWHOLESALE-AP SYNERGY WHOLESALE PTY LTD][133781;AU;SYNERGYWHOLESALE-AP SYNERGY WHOLESALE PTY LTD][132864;AU;WEBACCESSPTYLTD-AS-AP Web Access Pty Ltd][132680;AU;SYNERGYWHOLESALE-AP SYNERGY WHOLESALE PTY LTD][45638;AU;SYNERGYWHOLESALE-AP SYNERGY WHOLESALE PTY LTD]
AU,ipv4,43.250.204.0,22,allocated,[132324;AU;SAU-NET-AU Servers Australia Pty Ltd][131229;AU;CHEAPDEDICATEDSERVERS-AU Provider of cheap  reliable dedicated hosting in Australia][56225;AU;WOOSAW-AU Servers Australia Pty Ltd][45671;AU;AS45671-NET-AU Wholesale Services Provider][45425;AU;DEDICATED-SERVERS-SYD-AS-AP Dedicated Servers - Sydney][45261;AU;OZ-SERV Oz Servers][24238;AU;DEDICATED-SERVERS-BNE-AS-AP Dedicated Servers - Brisbane][24113;AU;OZGAMERS-AU Oz Gamers][23670;AU;HOSTDC-AU Host DC][18345;AU;SERVERS-AUS-CUST Servers Australia Customers][17462;AU;INDIGO-AS-AP Indigo NSW AS Number][9280;AU;SAU-NET-AU Servers Australia Pty Ltd]
AU,ipv4,43.250.248.0,22,allocated,[38719;AU;DREAMSCAPE-AS-AP Dreamscape Networks Limited]
AU,ipv4,43.251.52.0,22,allocated,[135156;AU;VIAIP-COS-AS-AP Buroserv Australia Pty Ltd][133786;AU;BUROSERV-AS-AP Buroserv Australia Pty Ltd][58882;AU;BUROSERV-AS-AP Buroserv Australia Pty Ltd][58719;AU;MCPL-AU 70-76 Alexander Street][38835;AU;VIAIP-AS-AP Buroserv Australia Pty Ltd][38225;AU;ISPHONE-AS-AP ISPhone Australasia AS number]
AU,ipv4,43.251.108.0,22,allocated,[137232;AU;NEXON-AS-AP Nexon Asia Pacific Pty Ltd][45201;AU;NEXON-AS-AP Nexon Asia Pacific Pty Ltd][38014;AU;GENERAL-PANTS-AU-AP General Pants Co  Sell Cloth][23609;AU;NEXON-AS-AP Nexon Asia Pacific Pty Ltd][17766;AU;NEXON-AS-AP Nexon Asia Pacific Pty Ltd][9797;AU;NEXONASIAPACIFIC-AS-AP Nexon Asia Pacific PL][7567;AU;ASIANONLINEAUS2-AS-AP Nexon Asia Pacific][4786;AU;NEXON-AS-AP Nexon Asia Pacific Pty Ltd]
AU,ipv4,43.251.112.0,22,allocated,[149656;AU;MYTEK-AS-AP MYTEK TRADING PTY LTD][142591;AU;MYTEK-AS-AP MYTEK TRADING PTY LTD][132825;AU;MYTEK-AS-AP MYTEK TRADING PTY LTD]
AU,ipv4,43.251.152.0,22,allocated,*
AU,ipv4,43.251.164.0,22,allocated,*
AU,ipv4,43.251.200.0,22,allocated,[24243;AU;TELARUS-AS-AP Telarus Pty Ltd. xDSL Provider  Australia]
AU,ipv4,43.252.0.0,22,allocated,[45270;AU;OSSINI-AS-AP Ossini Pty Ltd]
AU,ipv4,43.252.20.0,22,allocated,[4829;AU;GPATECH-PL-AS-AU-AP G.P.A. Technology Pty. Ltd.]
AU,ipv4,43.252.76.0,22,allocated,*
AU,ipv4,43.252.96.0,22,allocated,[133379;AU;ORROPTYLTD-AS-AP Orro Pty Ltd][55766;AU;ORROPTYLTD-AS-AP Orro Pty Ltd][45418;AU;ORROPTYLTD-AS-AP Orro Pty Ltd][18000;AU;ORROPTYLTD-AS-AU-AP Orro Pty Ltd]
AU,ipv4,43.252.108.0,22,allocated,[139001;AU;GTELECOM-AS-AP Gtelecom Pty Ltd][58950;AU;GTELECOM-AS-AP Gtelecom Pty Ltd][56220;AU;GTELECOM-AS-AP Gtelecom Pty Ltd][56203;AU;GTELECOM-AS-AP Gtelecom Pty Ltd][38803;AU;GTELECOM-AS-AP Gtelecom Pty Ltd][38659;AU;GTELECOM-AS-AP Gtelecom Pty Ltd]
AU,ipv4,43.252.112.0,22,allocated,[135126;AU;OCCOMPTYLTD-AS-AP Occom Pty Ltd]
AU,ipv4,43.252.124.0,22,allocated,[137558;AU;XYZTELECOM-AS-AP XYZ Telecom Pty Ltd][135513;AU;XYZTELECOM-AS-AP XYZ Telecom Pty Ltd][55573;AU;XYZTELECOM-AS-AP XYZ Telecom Pty Ltd][38790;AU;XYZTELECOM-AS-AP XYZ Telecom Pty Ltd][9336;AU;XYZTELECOM-AS-AP XYZ Telecom Pty Ltd]
AU,ipv4,43.252.128.0,22,allocated,[136549;AU;NET-AS-AP NetStrategy Pty Ltd][58528;AU;NET-AS-AP NetStrategy Pty Ltd][56074;AU;NET-AS01-AP NetStrategy Pty Ltd]
AU,ipv4,43.252.252.0,22,allocated,[131298;AU;NXG32B-AS-AP Nextgen Networks][131109;AU;VOCUS-LAB-AP VOCUS PTY LTD][131105;AU;PRIMUS-AS-AP Primus Telecommunications Australia Pty Ltd][55934;AU;PACIFICIX-AS-AP PACIFICIX][55539;AU;AMCDC-AS-AP AMC Data Centre][45922;AU;VOCUS-AU Vocus Communications][45772;AU;INTERACTIVELABS-AS-AP Interactive Labs][45741;AU;ENTDATA-AS-AP Enterprise Data Corporation][45653;AU;ACURE-AS-AP aCure Technology  Data Centres  Perth][45611;AU;GOTALK-DSL-NSW GoTalk DSL Network - NSW][45584;AU;ASN-SURRENDERONLINE-AP Web Hosting Provider][45483;AU;E3NETWORKS-AS-AP E3 Networks][45453;AU;PLATFORM-BNE-AS-AP Primary AS  Sydney  Network Provider  Sydney][45186;AU;IAMAGEEKNZ-AP IamaGeekNZ][45167;AU;WESTNETRAIL-AS-AP WestNet Rail Pty Ltd][38809;AU;VOCUS-VAS-AU Vocus Advanced Services][38480;AU;CSA-AS-AP Computer Systems Australia ASN][38285;AU;VOCUS-RETAIL-AU Vocus Retail][38263;AU;AUSTEREO-AU Austereo Internet Network][38257;AU;INCITECPIVOT-AS-AP Incitec Pivot Pty Ltd][38075;AU;LERN-NZ-AP Learning Educational Resource Network][37929;AU;NXGVPRN-AS-AP Nextgen Networks][24498;AU;NXGNET3-AS-AP Nextgen Networks][24346;AU;CROSSCITY-MOTORWAY-AS-AP CrossCity Motorway][24223;AU;PBBA-AS-AU Personal Broadband Australia  iBusrt Wireless Network provider.][24215;AU;AS24215-AMCOM-AP Amcom Telecommunications Ltd.][23877;AU;DIGITALRIVER-AS-AP Digital River AS][23742;AU;NXGNET2-AS-AP Nextgen Networks][23681;AU;ITU-TRANSIT-AS-AP Paradox Digital ASN on behalf of IT Universe.][18376;AU;AMNET-AU-AP Amnet IT Services Pty Ltd][18232;AU;ALIAS-AS-AP Alias Internet][18192;AU;MIBROADBAND-AS-AP Engin Pty Ltd  Voice over IP][18107;AU;ASN-IPSYSTEMS-AP IP SYSTEMS][18104;AU;WCG-AS-AP Wholesale Communications Group][18037;AU;IPERA-AU-AP Ipera Communications Pty Ltd][17805;AU;CONCEPT-SYD-AU-AP Conceptual Internet Australia  ISP  Sydney][17731;AU;PANASEER-AP The Panaseer ISP network.][17640;AU;AMNET-AU-AP Amnet IT Services Pty Ltd][17628;AU;PERTHIX-AS-AP Perth iX][17486;AU;SWIFTEL1-AP People Telecom Pty. Ltd. Previously Swiftel][17459;AU;VOCUS-MANAGEMENT VOCUS PTY LTD][17409;AU;EFTEL-AS-AP EFTel Pty Ltd][10144;AU;ECLIPSE-AP Eclipse Telecomunications Australia][10113;AU;EFTEL-AS-AP Eftel Limited.][9912;AU;VOCUS-AU Vocus Australia][9822;AU;AMNET-AU-AP Amnet IT Services Pty Ltd][9820;AU;PERTHIX3-AS-AP Perth iX][9787;AU;CONCEPT-AU-AP Concept Networks][9714;AU;VOCUS-CLOUD-SERVICES-AS Vocus Cloud Services Australia][9669;AU;VOCUS-AU Vocus Domestic Backbone][9659;AU;VOCUS-DSL-AS Vocus National DSL Network][9565;AU;WCG-AP Wholesale Communications Group][9482;AU;ASN-PLATFORM-AP Platform Networks Pty Ltd][9443;AU;VOCUS-RETAIL-AU Vocus Retail][9398;AU;AS9398-AMCOM-AP Amcom Telecommunications Ltd.][9324;AU;CYNET-AS-AP Cynet & Total Network Support][9239;AU;SPACENET-AS-AP Perth based ISP][7694;AU;EFTEL-AU IT Solutions][7652;AU;EFTEL-AU Vianet Communications Pty Ltd][7644;AU;EFTEL-AS-AP IT Solutions][4853;AU;COMMANDER-AS-AP Commander Communications][4826;AU;VOCUS-BACKBONE-AS Vocus Connect International Backbone][4824;AU;GLOWWAVE-AS-AP glowwave.com]
AU,ipv4,43.255.32.0,22,allocated,*
AU,ipv4,43.255.44.0,22,allocated,[59346;AU;AIS-AS-AP Australian IT Solutions Group]
AU,ipv4,43.255.128.0,22,allocated,[18361;AU;ASX-AS-AP ASX Operations Pty Ltd][17751;AU;ASX-AS-AP ASX Operations Pty Ltd]
AU,ipv4,43.255.136.0,22,allocated,[132007;AU;DWI-AS-AP DataWave Internet Pty Ltd]
AU,ipv4,45.64.36.0,22,allocated,[58408;AU;FOCUSNET-AS-AP FOCUSNET MANAGEMENT PTY LTD]
AU,ipv4,45.64.56.0,22,allocated,[137558;AU;XYZTELECOM-AS-AP XYZ Telecom Pty Ltd][135513;AU;XYZTELECOM-AS-AP XYZ Telecom Pty Ltd][55573;AU;XYZTELECOM-AS-AP XYZ Telecom Pty Ltd][38790;AU;XYZTELECOM-AS-AP XYZ Telecom Pty Ltd][9336;AU;XYZTELECOM-AS-AP XYZ Telecom Pty Ltd]
AU,ipv4,45.64.68.0,22,allocated,[153308;AU;CITEC-BNE1-AS-AP CITEC  Queensland Government Business][45837;AU;CITECGOV-AU-AP CITEC  Queensland Government Business][9650;AU;CITEC-AU-AP QLD Government Business IT][9258;AU;CITEC-NSW-AP CITEC]
AU,ipv4,45.64.148.0,22,allocated,[134844;AU;ACCESS4-AS-AP ACCESS 4 PTY LTD]
AU,ipv4,45.65.12.0,24,allocated,[132324;AU;SAU-NET-AU Servers Australia Pty Ltd][131229;AU;CHEAPDEDICATEDSERVERS-AU Provider of cheap  reliable dedicated hosting in Australia][56225;AU;WOOSAW-AU Servers Australia Pty Ltd][45671;AU;AS45671-NET-AU Wholesale Services Provider][45425;AU;DEDICATED-SERVERS-SYD-AS-AP Dedicated Servers - Sydney][45261;AU;OZ-SERV Oz Servers][24238;AU;DEDICATED-SERVERS-BNE-AS-AP Dedicated Servers - Brisbane][24113;AU;OZGAMERS-AU Oz Gamers][23670;AU;HOSTDC-AU Host DC][18345;AU;SERVERS-AUS-CUST Servers Australia Customers][17462;AU;INDIGO-AS-AP Indigo NSW AS Number][9280;AU;SAU-NET-AU Servers Australia Pty Ltd]
AU,ipv4,45.65.13.0,24,allocated,[134673;NZ;GISBORNE-AS-AP GisborneEastcoast Internet Services][133474;NZ;MYNX-AS-AP MYNX INTERNET LIMITED][133401;NZ;FREEDOM-INTERNET-AU Devoli-FREEDOMAU][132391;NZ;RACK-CENTRAL-AS-AP FourG Telecom][132048;NZ;RACKCENTRAL-DNS-AS-AP PowerDNS Anycast][58443;NZ;RACK-CENTRAL-AS-AP RackCentral][56171;NZ;VIBECOM-AS-AP Dorys Plaything][45177;NZ;DEVOLI-AS-AP Devoli][9727;NZ;VIBEHEAVY-AS-AP Vibe Heavy Industries]
AU,ipv4,45.65.14.0,23,allocated,[134673;NZ;GISBORNE-AS-AP GisborneEastcoast Internet Services][133474;NZ;MYNX-AS-AP MYNX INTERNET LIMITED][133401;NZ;FREEDOM-INTERNET-AU Devoli-FREEDOMAU][132391;NZ;RACK-CENTRAL-AS-AP FourG Telecom][132048;NZ;RACKCENTRAL-DNS-AS-AP PowerDNS Anycast][58443;NZ;RACK-CENTRAL-AS-AP RackCentral][56171;NZ;VIBECOM-AS-AP Dorys Plaything][45177;NZ;DEVOLI-AS-AP Devoli][9727;NZ;VIBEHEAVY-AS-AP Vibe Heavy Industries]
AU,ipv4,45.65.60.0,22,allocated,[135543;AU;NETWORKDYNAMICS-PTY-LTD-AS-AP Network Dynamics Pty Ltd]
