region,version,ip,prefixlength,state
apnic,ipv4,103.202.148.0,22,allocated
apnic,ipv4,117.103.88.0,21,allocated
apnic,ipv4,203.78.152.0,22,allocated
apnic,ipv6,2405:400::,32,allocated
ripencc,ipv6,2a13:2380::,29,allocated
ripencc,ipv6,2a13:77c0::,29,allocated
