region,ip,prefixlength,state
arin,23.170.80.0,24,allocated
arin,45.42.232.0,22,allocated
arin,104.255.232.0,22,allocated
arin,104.219.24.0,22,allocated
arin,162.212.210.0,23,allocated
arin,192.58.140.0,23,allocated
arin,199.192.224.0,23,allocated
arin,204.13.240.0,22,allocated
arin,206.83.47.0,24,allocated
arin,207.191.240.0,21,allocated
arin,208.84.200.0,21,allocated
ripencc,178.255.200.0,21,allocated
