region,version,ip,prefixlength,state
lacnic,ipv4,45.6.248.0,22,assigned
lacnic,ipv4,45.6.252.0,22,assigned
lacnic,ipv4,45.228.64.0,23,allocated
lacnic,ipv4,45.228.66.0,24,allocated
lacnic,ipv4,131.0.212.0,22,allocated
lacnic,ipv4,138.99.44.0,22,allocated
lacnic,ipv4,138.59.12.0,22,assigned
lacnic,ipv4,152.156.0.0,16,allocated
lacnic,ipv4,161.0.120.0,21,allocated
lacnic,ipv4,164.73.0.0,16,assigned
lacnic,ipv4,167.56.0.0,13,allocated
lacnic,ipv4,167.108.0.0,16,allocated
lacnic,ipv4,167.116.0.0,16,allocated
lacnic,ipv4,168.121.184.0,22,assigned
lacnic,ipv4,170.247.168.0,22,assigned
lacnic,ipv4,179.24.0.0,13,allocated
lacnic,ipv4,179.0.156.0,22,assigned
lacnic,ipv4,186.52.0.0,14,allocated
lacnic,ipv4,186.48.0.0,14,allocated
lacnic,ipv4,186.8.128.0,17,allocated
lacnic,ipv4,186.8.64.0,18,allocated
lacnic,ipv4,186.8.0.0,18,allocated
lacnic,ipv4,190.134.0.0,15,allocated
lacnic,ipv4,190.132.0.0,16,allocated
lacnic,ipv4,190.133.0.0,16,allocated
lacnic,ipv4,190.64.0.0,17,allocated
lacnic,ipv4,190.64.128.0,17,allocated
lacnic,ipv4,190.0.128.0,19,allocated
lacnic,ipv4,190.108.0.0,19,allocated
lacnic,ipv4,190.99.96.0,20,allocated
lacnic,ipv4,190.112.192.0,22,allocated
lacnic,ipv4,190.112.200.0,22,allocated
lacnic,ipv4,190.112.52.0,22,assigned
lacnic,ipv4,192.146.237.0,24,assigned
lacnic,ipv4,200.40.0.0,17,allocated
lacnic,ipv4,200.40.128.0,18,allocated
lacnic,ipv4,200.2.32.0,19,allocated
lacnic,ipv4,200.40.192.0,19,allocated
lacnic,ipv4,200.108.192.0,19,allocated
lacnic,ipv4,200.108.240.0,20,allocated
lacnic,ipv4,200.71.0.0,20,allocated
lacnic,ipv4,200.58.144.0,20,allocated
lacnic,ipv4,200.58.128.0,20,allocated
lacnic,ipv4,200.40.240.0,20,allocated
lacnic,ipv4,200.40.224.0,20,allocated
lacnic,ipv4,200.108.224.0,20,allocated
lacnic,ipv4,200.71.16.0,20,allocated
lacnic,ipv4,200.124.192.0,20,allocated
lacnic,ipv4,200.124.208.0,20,allocated
lacnic,ipv4,200.125.0.0,20,allocated
lacnic,ipv4,200.125.16.0,20,allocated
lacnic,ipv4,200.125.32.0,20,allocated
lacnic,ipv4,200.125.48.0,20,allocated
lacnic,ipv4,200.115.72.0,21,allocated
lacnic,ipv4,200.35.152.0,22,allocated
lacnic,ipv4,200.3.12.0,22,assigned
lacnic,ipv4,200.0.204.0,22,assigned
lacnic,ipv4,200.7.84.0,23,assigned
lacnic,ipv4,200.10.62.0,23,assigned
lacnic,ipv4,200.10.60.0,23,assigned
lacnic,ipv4,200.7.86.0,23,assigned
lacnic,ipv4,200.0.68.0,23,assigned
lacnic,ipv4,200.0.86.0,23,assigned
lacnic,ipv4,200.12.155.0,24,assigned
lacnic,ipv4,200.0.88.0,24,assigned
lacnic,ipv4,200.12.156.0,24,assigned
lacnic,ipv4,200.93.240.0,24,assigned
lacnic,ipv4,200.93.242.0,24,assigned
lacnic,ipv4,200.93.243.0,24,assigned
lacnic,ipv4,200.93.244.0,24,assigned
lacnic,ipv4,200.93.245.0,24,assigned
lacnic,ipv4,200.93.246.0,24,assigned
lacnic,ipv4,200.93.247.0,24,assigned
lacnic,ipv4,200.93.241.0,24,assigned
lacnic,ipv4,201.217.128.0,19,allocated
lacnic,ipv4,201.217.160.0,19,allocated
lacnic,ipv4,201.221.0.0,20,allocated
lacnic,ipv4,201.221.16.0,20,allocated
lacnic,ipv4,201.221.32.0,20,allocated
lacnic,ipv4,201.221.48.0,20,allocated
lacnic,ipv4,201.219.224.0,21,assigned
lacnic,ipv4,201.219.252.0,22,allocated
lacnic,ipv6,2801::,48,assigned
lacnic,ipv6,2800:a0::,28,allocated
lacnic,ipv6,2800:250::,32,allocated
lacnic,ipv6,2800:700::,32,allocated
lacnic,ipv6,2800:840::,32,allocated
lacnic,ipv6,2801:128::,36,assigned
lacnic,ipv6,2801:1b8::,44,assigned
lacnic,ipv6,2001:1328::,32,assigned
lacnic,ipv6,2001:1348::,32,assigned
lacnic,ipv6,2803:2680::,32,allocated
lacnic,ipv6,2803:4e00::,32,allocated
lacnic,ipv6,2803:8d80::,32,allocated
lacnic,ipv6,2803:9910::,32,assigned
lacnic,ipv6,2803:b200::,32,allocated
lacnic,ipv6,2803:cfc0::,32,allocated
lacnic,ipv6,2803:d600::,32,allocated
lacnic,ipv6,2803:f120::,32,allocated
lacnic,ipv6,2801:0:2000::,36,assigned
lacnic,ipv6,2801:14:a000::,47,assigned
lacnic,ipv6,2801:1b:2000::,48,assigned
lacnic,ipv6,2001:13c7:7001::,48,assigned
lacnic,ipv6,2001:13c7:7002::,48,assigned
lacnic,ipv6,2001:13c7:7003::,48,assigned
lacnic,ipv6,2001:13c7:7005::,48,assigned
lacnic,ipv6,2001:13c7:7006::,48,assigned
lacnic,ipv6,2001:13c7:7007::,48,assigned
lacnic,ipv6,2001:13c7:7008::,48,assigned
lacnic,ipv6,2001:13c7:7009::,48,assigned
lacnic,ipv6,2001:13c7:7010::,46,assigned
lacnic,ipv6,2001:13c7:7020::,44,assigned
