region,ip,prefixlength,state
apnic,43.241.164.0,22,allocated
apnic,103.9.228.0,22,allocated
apnic,103.154.200.0,23,allocated
apnic,103.154.194.0,23,allocated
apnic,103.131.62.0,23,assigned
apnic,103.143.149.0,24,assigned
apnic,103.63.27.0,24,assigned
apnic,103.55.178.0,24,assigned
apnic,110.5.112.0,22,allocated
apnic,123.176.72.0,21,allocated
apnic,182.50.168.0,22,allocated
apnic,182.50.72.0,22,allocated
apnic,202.4.32.0,19,allocated
apnic,202.87.208.0,22,assigned
apnic,203.99.156.0,22,assigned
apnic,203.99.255.0,24,assigned
