region,version,ip,prefixlength,state
apnic,ipv4,103.30.248.0,22,allocated
apnic,ipv4,103.159.28.0,23,allocated
apnic,ipv4,103.251.132.0,23,allocated
apnic,ipv4,202.124.224.0,20,allocated
apnic,ipv6,2404:7800::,32,allocated
