region,version,ip,prefixlength,state
afrinic,ipv4,41.66.192.0,18,allocated
afrinic,ipv4,41.74.80.0,20,allocated
afrinic,ipv4,41.75.48.0,20,allocated
afrinic,ipv4,41.78.124.0,22,allocated
afrinic,ipv4,41.79.96.0,22,allocated
afrinic,ipv4,41.155.0.0,17,allocated
afrinic,ipv4,41.189.160.0,19,allocated
afrinic,ipv4,41.190.68.0,22,allocated
afrinic,ipv4,41.190.88.0,22,allocated
afrinic,ipv4,41.191.96.0,22,allocated
afrinic,ipv4,41.204.32.0,19,allocated
afrinic,ipv4,41.207.252.0,22,allocated
afrinic,ipv4,41.210.0.0,18,allocated
afrinic,ipv4,41.215.160.0,20,allocated
afrinic,ipv4,41.218.192.0,18,allocated
afrinic,ipv4,41.222.232.0,22,allocated
afrinic,ipv4,41.242.112.0,22,allocated
afrinic,ipv4,41.242.136.0,22,allocated
afrinic,ipv4,45.208.0.0,14,allocated
afrinic,ipv4,45.221.24.0,24,assigned
afrinic,ipv4,45.222.48.0,20,assigned
afrinic,ipv4,45.222.128.0,18,assigned
afrinic,ipv4,45.222.192.0,18,allocated
afrinic,ipv4,80.87.64.0,19,allocated
afrinic,ipv4,102.22.0.0,19,allocated
afrinic,ipv4,102.23.112.0,22,allocated
afrinic,ipv4,102.36.183.0,24,assigned
afrinic,ipv4,102.38.160.0,19,assigned
afrinic,ipv4,102.64.8.0,21,assigned
afrinic,ipv4,102.69.220.0,22,allocated
afrinic,ipv4,102.69.246.0,23,assigned
afrinic,ipv4,102.131.16.0,24,assigned
afrinic,ipv4,102.134.130.0,23,assigned
afrinic,ipv4,102.135.188.0,24,assigned
afrinic,ipv4,102.164.123.0,24,assigned
afrinic,ipv4,102.176.0.0,17,allocated
afrinic,ipv4,102.177.100.0,22,allocated
afrinic,ipv4,102.213.214.0,23,allocated
afrinic,ipv4,102.214.24.0,22,assigned
afrinic,ipv4,102.214.52.0,22,assigned
afrinic,ipv4,102.214.88.0,24,allocated
afrinic,ipv4,102.216.39.0,24,allocated
afrinic,ipv4,102.216.212.0,23,allocated
afrinic,ipv4,102.217.148.0,22,allocated
afrinic,ipv4,102.218.4.0,22,allocated
afrinic,ipv4,102.218.224.0,22,assigned
afrinic,ipv4,102.219.32.0,22,allocated
afrinic,ipv4,102.219.36.0,22,allocated
afrinic,ipv4,102.219.81.0,24,assigned
afrinic,ipv4,102.219.94.0,23,assigned
afrinic,ipv4,102.219.104.0,22,allocated
afrinic,ipv4,102.220.108.0,22,assigned
afrinic,ipv4,102.220.223.0,24,allocated
afrinic,ipv4,102.221.28.0,22,allocated
afrinic,ipv4,102.221.228.0,22,allocated
afrinic,ipv4,102.222.172.0,24,allocated
afrinic,ipv4,102.222.174.0,24,allocated
afrinic,ipv4,102.222.175.0,24,assigned
afrinic,ipv4,102.222.200.0,22,allocated
afrinic,ipv4,102.223.20.0,22,allocated
afrinic,ipv4,102.223.92.0,23,assigned
afrinic,ipv4,102.223.100.0,24,assigned
afrinic,ipv4,102.223.111.0,24,assigned
afrinic,ipv4,102.223.173.0,24,assigned
afrinic,ipv4,102.223.254.0,24,assigned
afrinic,ipv4,129.122.0.0,18,assigned
afrinic,ipv4,154.65.16.0,21,allocated
afrinic,ipv4,154.114.128.0,17,allocated
afrinic,ipv4,154.120.0.0,18,allocated
afrinic,ipv4,154.160.0.0,12,allocated
afrinic,ipv4,155.12.224.0,19,assigned
afrinic,ipv4,156.0.80.0,22,allocated
afrinic,ipv4,156.0.128.0,19,assigned
afrinic,ipv4,156.0.234.0,23,assigned
afrinic,ipv4,156.38.96.0,19,assigned
afrinic,ipv4,160.119.108.0,22,allocated
afrinic,ipv4,160.119.204.0,22,allocated
afrinic,ipv4,160.226.179.0,24,assigned
afrinic,ipv4,164.160.132.0,22,assigned
afrinic,ipv4,164.160.240.0,20,assigned
afrinic,ipv4,169.239.248.0,22,allocated
afrinic,ipv4,192.251.202.0,24,assigned
afrinic,ipv4,193.108.23.0,24,assigned
afrinic,ipv4,193.108.28.0,24,assigned
afrinic,ipv4,193.194.128.0,24,assigned
afrinic,ipv4,193.194.160.0,19,allocated
afrinic,ipv4,196.1.118.0,24,assigned
afrinic,ipv4,196.3.64.0,24,assigned
afrinic,ipv4,196.10.215.0,24,assigned
afrinic,ipv4,196.11.90.0,24,assigned
afrinic,ipv4,196.11.206.0,23,assigned
afrinic,ipv4,196.13.123.0,24,assigned
afrinic,ipv4,196.13.174.0,23,assigned
afrinic,ipv4,196.13.192.0,21,allocated
afrinic,ipv4,196.13.252.0,24,assigned
afrinic,ipv4,196.29.224.0,20,assigned
afrinic,ipv4,196.40.144.0,20,assigned
afrinic,ipv4,196.43.194.0,24,assigned
afrinic,ipv4,196.43.196.0,24,assigned
afrinic,ipv4,196.43.206.0,23,assigned
afrinic,ipv4,196.43.225.0,24,assigned
afrinic,ipv4,196.43.242.0,24,assigned
afrinic,ipv4,196.44.96.0,19,allocated
afrinic,ipv4,196.46.80.0,20,assigned
afrinic,ipv4,196.49.14.0,24,assigned
afrinic,ipv4,196.50.24.0,22,allocated
afrinic,ipv4,196.50.28.0,22,allocated
afrinic,ipv4,196.61.32.0,20,allocated
afrinic,ipv4,196.172.0.0,14,allocated
afrinic,ipv4,196.201.2.0,24,assigned
afrinic,ipv4,196.201.4.0,23,assigned
afrinic,ipv4,196.201.32.0,19,allocated
afrinic,ipv4,196.216.180.0,22,assigned
afrinic,ipv4,196.216.188.0,22,assigned
afrinic,ipv4,196.216.228.0,23,assigned
afrinic,ipv4,197.159.128.0,20,allocated
afrinic,ipv4,197.190.0.0,15,allocated
afrinic,ipv4,197.220.160.0,19,allocated
afrinic,ipv4,197.221.64.0,19,allocated
afrinic,ipv4,197.251.128.0,17,allocated
afrinic,ipv4,197.253.64.0,18,allocated
afrinic,ipv4,197.255.64.0,18,allocated
afrinic,ipv4,212.85.192.0,19,allocated
afrinic,ipv4,212.96.0.0,20,allocated
afrinic,ipv6,2001:43c0::,32,allocated
afrinic,ipv6,2001:43e0::,32,allocated
afrinic,ipv6,2c0f:1380::,32,allocated
afrinic,ipv6,2c0f:1d80::,32,allocated
afrinic,ipv6,2c0f:2500::,32,allocated
afrinic,ipv6,2c0f:2b00::,32,allocated
afrinic,ipv6,2c0f:7700::,32,allocated
afrinic,ipv6,2c0f:e890::,32,allocated
afrinic,ipv6,2c0f:eea0::,32,allocated
