region,version,ip,prefixlength,state
afrinic,ipv4,41.140.0.0,14,allocated
afrinic,ipv4,41.248.0.0,14,allocated
afrinic,ipv4,41.137.0.0,16,allocated
afrinic,ipv4,41.92.0.0,17,allocated
afrinic,ipv4,41.214.128.0,17,allocated
afrinic,ipv4,41.205.192.0,19,allocated
afrinic,ipv4,41.87.128.0,19,allocated
afrinic,ipv4,41.77.112.0,21,allocated
afrinic,ipv4,41.216.224.0,22,allocated
afrinic,ipv4,45.216.0.0,14,allocated
afrinic,ipv4,62.251.128.0,17,allocated
afrinic,ipv4,80.250.32.0,20,allocated
afrinic,ipv4,81.192.0.0,16,allocated
afrinic,ipv4,102.48.0.0,13,allocated
afrinic,ipv4,102.96.0.0,13,allocated
afrinic,ipv4,102.72.0.0,13,allocated
afrinic,ipv4,102.222.212.0,22,allocated
afrinic,ipv4,102.222.176.0,22,allocated
afrinic,ipv4,102.67.148.0,22,allocated
afrinic,ipv4,102.135.248.0,22,allocated
afrinic,ipv4,102.68.8.0,22,allocated
afrinic,ipv4,102.216.12.0,22,allocated
afrinic,ipv4,102.64.4.0,23,assigned
afrinic,ipv4,102.220.124.0,24,allocated
afrinic,ipv4,102.216.118.0,24,assigned
afrinic,ipv4,102.165.189.0,24,assigned
afrinic,ipv4,102.218.131.0,24,assigned
afrinic,ipv4,105.128.0.0,11,allocated
afrinic,ipv4,105.64.0.0,12,allocated
afrinic,ipv4,105.188.0.0,14,allocated
afrinic,ipv4,154.144.0.0,13,allocated
afrinic,ipv4,154.70.200.0,21,allocated
afrinic,ipv4,160.160.0.0,12,allocated
afrinic,ipv4,160.176.0.0,14,allocated
afrinic,ipv4,160.77.0.0,16,allocated
afrinic,ipv4,160.89.0.0,16,allocated
afrinic,ipv4,160.90.0.0,16,allocated
afrinic,ipv4,160.105.0.0,16,allocated
afrinic,ipv4,169.255.176.0,22,allocated
afrinic,ipv4,192.12.117.0,24,assigned
afrinic,ipv4,193.194.32.0,19,assigned
afrinic,ipv4,194.204.192.0,18,allocated
afrinic,ipv4,196.64.0.0,11,allocated
afrinic,ipv4,196.112.0.0,12,allocated
afrinic,ipv4,196.217.0.0,16,allocated
afrinic,ipv4,196.206.0.0,16,allocated
afrinic,ipv4,196.12.192.0,18,allocated
afrinic,ipv4,196.200.128.0,18,allocated
afrinic,ipv4,196.2.80.0,20,allocated
afrinic,ipv4,196.200.240.0,20,allocated
afrinic,ipv4,196.223.176.0,20,allocated
afrinic,ipv4,196.61.232.0,21,allocated
afrinic,ipv4,196.32.216.0,21,allocated
afrinic,ipv4,196.43.236.0,24,assigned
afrinic,ipv4,196.13.108.0,24,assigned
afrinic,ipv4,196.11.103.0,24,assigned
afrinic,ipv4,196.60.74.0,24,assigned
afrinic,ipv4,197.128.0.0,14,allocated
afrinic,ipv4,197.144.0.0,14,allocated
afrinic,ipv4,197.247.0.0,16,allocated
afrinic,ipv4,197.230.0.0,16,allocated
afrinic,ipv4,197.153.0.0,16,allocated
afrinic,ipv4,197.253.128.0,17,allocated
afrinic,ipv4,212.217.0.0,17,allocated
afrinic,ipv6,2c0f:900::,32,allocated
afrinic,ipv6,2001:4288::,32,allocated
afrinic,ipv6,2001:4310::,32,allocated
afrinic,ipv6,2c0e:6000::,24,allocated
afrinic,ipv6,2c0f:4100::,32,allocated
afrinic,ipv6,2c0f:5400::,32,allocated
afrinic,ipv6,2c0f:e918::,32,allocated
afrinic,ipv6,2c0f:eda8::,32,allocated
afrinic,ipv6,2c0f:ee40::,32,allocated
afrinic,ipv6,2c0f:eef0::,32,allocated
afrinic,ipv6,2c0f:f2e0::,32,allocated
afrinic,ipv6,2c0f:f378::,32,allocated
afrinic,ipv6,2c0f:fa18::,32,allocated
afrinic,ipv6,2c0f:fb20::,32,allocated
afrinic,ipv6,2001:43f8:650::,48,assigned
afrinic,ipv6,2001:43f8:b30::,48,assigned
afrinic,ipv6,2001:43f8:10a0::,48,assigned
afrinic,ipv6,2001:43f8:10c0::,48,assigned
afrinic,ipv6,2001:43f8:10f0::,48,assigned
afrinic,ipv6,2001:43f8:13f0::,48,assigned
afrinic,ipv6,2001:43f8:1670::,48,assigned
