region,version,ip,prefixlength,state
arin,ipv4,23.188.0.0,24,allocated
arin,ipv4,63.136.112.0,21,allocated
arin,ipv4,74.117.216.0,21,allocated
arin,ipv4,74.222.64.0,19,allocated
arin,ipv4,76.76.15.0,24,allocated
arin,ipv4,138.43.115.0,24,allocated
arin,ipv4,138.43.248.0,22,allocated
arin,ipv4,149.112.19.0,24,allocated
arin,ipv4,161.199.132.0,22,allocated
arin,ipv4,162.211.136.0,22,allocated
arin,ipv4,162.247.220.0,22,allocated
arin,ipv4,162.249.128.0,21,allocated
arin,ipv4,173.225.208.0,20,allocated
arin,ipv4,192.0.4.0,22,allocated
arin,ipv4,192.160.250.0,24,allocated
arin,ipv4,199.201.84.0,22,allocated
arin,ipv4,208.82.216.0,22,allocated
arin,ipv4,208.157.144.0,21,allocated
arin,ipv4,208.168.224.0,19,allocated
arin,ipv4,209.27.52.0,22,allocated
arin,ipv4,209.27.60.0,22,allocated
arin,ipv4,216.144.80.0,20,allocated
arin,ipv6,2606:600::,32,allocated
arin,ipv6,2602:fb4d::,36,allocated
arin,ipv6,2604:1780::,32,allocated
arin,ipv6,2606:b200::,32,allocated
arin,ipv6,2606:f580::,32,allocated
ripencc,ipv4,45.145.36.0,22,allocated
ripencc,ipv4,157.207.32.0,22,assigned
