region,country,version,ip,prefixlength
apnic,AU,ipv4,203.14.22.0,24
apnic,AU,ipv4,203.14.23.0,24
apnic,AU,ipv4,203.14.28.0,24
apnic,AU,ipv4,203.14.29.0,24
apnic,AU,ipv4,203.14.30.0,23
apnic,AU,ipv4,203.14.34.0,24
apnic,AU,ipv4,203.14.35.0,24
apnic,AU,ipv4,203.14.36.0,23
apnic,AU,ipv4,203.14.48.0,23
apnic,AU,ipv4,203.14.50.0,24
apnic,AU,ipv4,203.14.52.0,23
apnic,AU,ipv4,203.14.54.0,24
apnic,AU,ipv4,203.14.59.0,24
apnic,AU,ipv4,203.14.60.0,24
apnic,AU,ipv4,203.14.69.0,24
apnic,AU,ipv4,203.14.96.0,22
apnic,AU,ipv4,203.14.100.0,24
apnic,AU,ipv4,203.14.101.0,24
apnic,AU,ipv4,203.14.102.0,24
apnic,AU,ipv4,203.14.103.0,24
apnic,AU,ipv4,203.14.105.0,24
apnic,AU,ipv4,203.14.106.0,24
apnic,AU,ipv4,203.14.107.0,24
apnic,AU,ipv4,203.14.108.0,24
apnic,AU,ipv4,203.14.109.0,24
apnic,AU,ipv4,203.14.111.0,24
apnic,AU,ipv4,203.14.112.0,23
apnic,AU,ipv4,203.14.116.0,23
apnic,AU,ipv4,203.14.120.0,22
apnic,AU,ipv4,203.14.124.0,23
apnic,AU,ipv4,203.14.126.0,24
apnic,AU,ipv4,203.14.127.0,24
apnic,AU,ipv4,203.14.160.0,23
apnic,AU,ipv4,203.14.163.0,24
apnic,AU,ipv4,203.14.164.0,24
apnic,AU,ipv4,203.14.165.0,24
apnic,AU,ipv4,203.14.177.0,24
apnic,AU,ipv4,203.14.178.0,24
apnic,AU,ipv4,203.14.179.0,24
apnic,AU,ipv4,203.14.180.0,24
apnic,AU,ipv4,203.14.181.0,24
apnic,AU,ipv4,203.14.182.0,24
apnic,AU,ipv4,203.14.193.0,24
apnic,AU,ipv4,203.14.197.0,24
apnic,AU,ipv4,203.14.199.0,24
apnic,AU,ipv4,203.14.203.0,24
apnic,AU,ipv4,203.14.204.0,22
apnic,AU,ipv4,203.14.208.0,24
apnic,AU,ipv4,203.14.210.0,23
apnic,AU,ipv4,203.14.213.0,24
apnic,AU,ipv4,203.14.215.0,24
apnic,AU,ipv4,203.14.224.0,22
apnic,AU,ipv4,203.14.228.0,23
apnic,AU,ipv4,203.14.230.0,24
apnic,AU,ipv4,203.14.240.0,22
apnic,AU,ipv4,203.14.245.0,24
apnic,AU,ipv4,203.14.247.0,24
apnic,AU,ipv4,203.15.23.0,24
apnic,AU,ipv4,203.15.64.0,24
apnic,AU,ipv4,203.15.65.0,24
apnic,AU,ipv4,203.15.67.0,24
apnic,AU,ipv4,203.15.68.0,24
apnic,AU,ipv4,203.15.69.0,24
apnic,AU,ipv4,203.15.70.0,24
apnic,AU,ipv4,203.15.71.0,24
apnic,AU,ipv4,203.15.72.0,22
apnic,AU,ipv4,203.15.76.0,23
apnic,AU,ipv4,203.15.78.0,23
apnic,AU,ipv4,203.15.80.0,22
apnic,AU,ipv4,203.15.84.0,23
apnic,AU,ipv4,203.15.86.0,24
apnic,AU,ipv4,203.15.90.0,23
apnic,AU,ipv4,203.15.92.0,24
apnic,AU,ipv4,203.15.93.0,24
apnic,AU,ipv4,203.15.94.0,24
apnic,AU,ipv4,203.15.95.0,24
apnic,AU,ipv4,203.15.104.0,24
apnic,AU,ipv4,203.15.106.0,24
apnic,AU,ipv4,203.15.107.0,24
apnic,AU,ipv4,203.15.109.0,24
apnic,AU,ipv4,203.15.111.0,24
apnic,AU,ipv4,203.15.122.0,24
apnic,AU,ipv4,203.15.123.0,24
apnic,AU,ipv4,203.15.124.0,22
apnic,AU,ipv4,203.15.129.0,24
apnic,AU,ipv4,203.15.132.0,24
apnic,AU,ipv4,203.15.134.0,23
apnic,AU,ipv4,203.15.136.0,23
apnic,AU,ipv4,203.15.139.0,24
apnic,AU,ipv4,203.15.141.0,24
apnic,AU,ipv4,203.15.143.0,24
apnic,AU,ipv4,203.15.144.0,22
apnic,AU,ipv4,203.15.154.0,24
apnic,AU,ipv4,203.15.168.0,22
apnic,AU,ipv4,203.15.172.0,23
apnic,AU,ipv4,203.15.225.0,24
apnic,AU,ipv4,203.15.226.0,24
apnic,AU,ipv4,203.15.228.0,22
apnic,AU,ipv4,203.15.242.0,23
apnic,AU,ipv4,203.15.244.0,24
apnic,AU,ipv4,203.15.247.0,24
apnic,AU,ipv4,203.15.248.0,24
apnic,AU,ipv4,203.15.249.0,24
apnic,AU,ipv4,203.15.250.0,24
apnic,AU,ipv4,203.15.253.0,24
apnic,AU,ipv4,203.15.254.0,24
apnic,AU,ipv4,203.15.255.0,24
apnic,AU,ipv4,203.16.8.0,24
apnic,AU,ipv4,203.16.9.0,24
apnic,AU,ipv4,203.16.14.0,24
apnic,AU,ipv4,203.16.15.0,24
apnic,AU,ipv4,203.16.24.0,24
apnic,AU,ipv4,203.16.25.0,24
apnic,AU,ipv4,203.16.26.0,24
apnic,AU,ipv4,203.16.28.0,22
apnic,AU,ipv4,203.16.32.0,23
apnic,AU,ipv4,203.16.36.0,24
apnic,AU,ipv4,203.16.39.0,24
apnic,AU,ipv4,203.16.52.0,23
apnic,AU,ipv4,203.16.54.0,24
apnic,AU,ipv4,203.16.55.0,24
apnic,AU,ipv4,203.16.56.0,23
apnic,AU,ipv4,203.16.59.0,24
apnic,AU,ipv4,203.16.60.0,23
apnic,AU,ipv4,203.16.128.0,22
apnic,AU,ipv4,203.16.132.0,24
apnic,AU,ipv4,203.16.135.0,24
apnic,AU,ipv4,203.16.160.0,24
apnic,AU,ipv4,203.16.163.0,24
apnic,AU,ipv4,203.16.164.0,24
apnic,AU,ipv4,203.16.166.0,24
apnic,AU,ipv4,203.16.167.0,24
apnic,AU,ipv4,203.16.168.0,24
apnic,AU,ipv4,203.16.170.0,24
apnic,AU,ipv4,203.16.172.0,24
apnic,AU,ipv4,203.16.173.0,24
apnic,AU,ipv4,203.16.175.0,24
apnic,AU,ipv4,203.16.176.0,24
apnic,AU,ipv4,203.16.177.0,24
apnic,AU,ipv4,203.16.178.0,23
apnic,AU,ipv4,203.16.184.0,24
apnic,AU,ipv4,203.16.192.0,23
apnic,AU,ipv4,203.16.196.0,24
apnic,AU,ipv4,203.16.197.0,24
apnic,AU,ipv4,203.16.198.0,24
apnic,AU,ipv4,203.16.199.0,24
apnic,AU,ipv4,203.16.200.0,22
apnic,AU,ipv4,203.16.204.0,24
apnic,AU,ipv4,203.16.205.0,24
apnic,AU,ipv4,203.16.206.0,24
apnic,AU,ipv4,203.16.207.0,24
apnic,AU,ipv4,203.16.224.0,24
apnic,AU,ipv4,203.16.225.0,24
apnic,AU,ipv4,203.16.226.0,24
apnic,AU,ipv4,203.16.227.0,24
apnic,AU,ipv4,203.16.229.0,24
apnic,AU,ipv4,203.16.230.0,23
apnic,AU,ipv4,203.16.232.0,23
apnic,AU,ipv4,203.16.234.0,24
apnic,AU,ipv4,203.16.235.0,24
apnic,AU,ipv4,203.16.236.0,24
apnic,AU,ipv4,203.16.241.0,24
apnic,AU,ipv4,203.16.242.0,24
apnic,AU,ipv4,203.16.243.0,24
apnic,AU,ipv4,203.16.246.0,23
apnic,AU,ipv4,203.17.0.0,24
apnic,AU,ipv4,203.17.1.0,24
apnic,AU,ipv4,203.17.3.0,24
apnic,AU,ipv4,203.17.4.0,24
apnic,AU,ipv4,203.17.5.0,24
apnic,AU,ipv4,203.17.7.0,24
apnic,AU,ipv4,203.17.8.0,24
apnic,AU,ipv4,203.17.10.0,24
apnic,AU,ipv4,203.17.11.0,24
apnic,AU,ipv4,203.17.12.0,24
apnic,AU,ipv4,203.17.13.0,24
apnic,AU,ipv4,203.17.14.0,23
apnic,AU,ipv4,203.17.16.0,23
apnic,AU,ipv4,203.17.20.0,24
apnic,AU,ipv4,203.17.22.0,24
apnic,AU,ipv4,203.17.24.0,23
apnic,AU,ipv4,203.17.26.0,23
apnic,AU,ipv4,203.17.29.0,24
apnic,AU,ipv4,203.17.30.0,24
apnic,AU,ipv4,203.17.32.0,22
apnic,AU,ipv4,203.17.36.0,24
apnic,AU,ipv4,203.17.37.0,24
apnic,AU,ipv4,203.17.48.0,24
apnic,AU,ipv4,203.17.49.0,24
apnic,AU,ipv4,203.17.50.0,24
apnic,AU,ipv4,203.17.51.0,24
apnic,AU,ipv4,203.17.54.0,23
apnic,AU,ipv4,203.17.58.0,23
apnic,AU,ipv4,203.17.60.0,22
apnic,AU,ipv4,203.17.64.0,24
apnic,AU,ipv4,203.17.66.0,24
apnic,AU,ipv4,203.17.67.0,24
apnic,AU,ipv4,203.17.68.0,24
apnic,AU,ipv4,203.17.69.0,24
apnic,AU,ipv4,203.17.70.0,24
apnic,AU,ipv4,203.17.71.0,24
apnic,AU,ipv4,203.17.72.0,24
apnic,AU,ipv4,203.17.73.0,24
apnic,AU,ipv4,203.17.76.0,22
apnic,AU,ipv4,203.17.90.0,24
apnic,AU,ipv4,203.17.91.0,24
apnic,AU,ipv4,203.17.92.0,24
apnic,AU,ipv4,203.17.93.0,24
apnic,AU,ipv4,203.17.95.0,24
apnic,AU,ipv4,203.17.112.0,23
apnic,AU,ipv4,203.17.116.0,23
apnic,AU,ipv4,203.17.118.0,24
apnic,AU,ipv4,203.17.119.0,24
apnic,AU,ipv4,203.17.120.0,24
apnic,AU,ipv4,203.17.121.0,24
apnic,AU,ipv4,203.17.122.0,24
apnic,AU,ipv4,203.17.124.0,24
apnic,AU,ipv4,203.17.125.0,24
apnic,AU,ipv4,203.17.127.0,24
apnic,AU,ipv4,203.17.138.0,24
apnic,AU,ipv4,203.17.139.0,24
apnic,AU,ipv4,203.17.140.0,24
apnic,AU,ipv4,203.17.141.0,24
apnic,AU,ipv4,203.17.142.0,23
apnic,AU,ipv4,203.17.144.0,22
apnic,AU,ipv4,203.17.148.0,22
apnic,AU,ipv4,203.17.152.0,24
apnic,AU,ipv4,203.17.153.0,24
apnic,AU,ipv4,203.17.154.0,24
apnic,AU,ipv4,203.17.156.0,22
apnic,AU,ipv4,203.17.162.0,24
apnic,AU,ipv4,203.17.163.0,24
apnic,AU,ipv4,203.17.165.0,24
apnic,AU,ipv4,203.17.166.0,24
apnic,AU,ipv4,203.17.167.0,24
apnic,AU,ipv4,203.17.176.0,24
apnic,AU,ipv4,203.17.178.0,24
apnic,AU,ipv4,203.17.179.0,24
apnic,AU,ipv4,203.17.184.0,24
apnic,AU,ipv4,203.17.185.0,24
apnic,AU,ipv4,203.17.186.0,24
apnic,AU,ipv4,203.17.192.0,24
apnic,AU,ipv4,203.17.193.0,24
apnic,AU,ipv4,203.17.195.0,24
apnic,AU,ipv4,203.17.196.0,22
apnic,AU,ipv4,203.17.200.0,22
apnic,AU,ipv4,203.17.204.0,22
apnic,AU,ipv4,203.17.208.0,22
apnic,AU,ipv4,203.17.212.0,23
apnic,AU,ipv4,203.17.214.0,24
apnic,AU,ipv4,203.17.215.0,24
apnic,AU,ipv4,203.17.225.0,24
apnic,AU,ipv4,203.17.228.0,23
apnic,AU,ipv4,203.17.230.0,24
apnic,AU,ipv4,203.17.232.0,24
apnic,AU,ipv4,203.17.234.0,23
apnic,AU,ipv4,203.17.236.0,24
apnic,AU,ipv4,203.17.238.0,24
apnic,AU,ipv4,203.17.239.0,24
apnic,AU,ipv4,203.17.246.0,24
apnic,AU,ipv4,203.17.250.0,24
apnic,AU,ipv4,203.17.251.0,24
apnic,AU,ipv4,203.17.252.0,24
apnic,AU,ipv4,203.17.253.0,24
apnic,AU,ipv4,203.17.254.0,24
apnic,AU,ipv4,203.18.0.0,24
apnic,AU,ipv4,203.18.1.0,24
apnic,AU,ipv4,203.18.5.0,24
apnic,AU,ipv4,203.18.10.0,24
apnic,AU,ipv4,203.18.11.0,24
apnic,AU,ipv4,203.18.12.0,23
apnic,AU,ipv4,203.18.14.0,23
apnic,AU,ipv4,203.18.16.0,23
apnic,AU,ipv4,203.18.18.0,24
apnic,AU,ipv4,203.18.20.0,23
apnic,AU,ipv4,203.18.22.0,24
apnic,AU,ipv4,203.18.27.0,24
apnic,AU,ipv4,203.18.28.0,24
apnic,AU,ipv4,203.18.29.0,24
apnic,AU,ipv4,203.18.32.0,24
apnic,AU,ipv4,203.18.33.0,24
apnic,AU,ipv4,203.18.34.0,23
apnic,AU,ipv4,203.18.36.0,24
apnic,AU,ipv4,203.18.38.0,24
apnic,AU,ipv4,203.18.53.0,24
apnic,AU,ipv4,203.18.54.0,24
apnic,AU,ipv4,203.18.55.0,24
apnic,AU,ipv4,203.18.56.0,24
apnic,AU,ipv4,203.18.58.0,24
apnic,AU,ipv4,203.18.60.0,23
apnic,AU,ipv4,203.18.62.0,24
apnic,AU,ipv4,203.18.63.0,24
apnic,AU,ipv4,203.18.76.0,23
apnic,AU,ipv4,203.18.78.0,24
apnic,AU,ipv4,203.18.79.0,24
apnic,AU,ipv4,203.18.88.0,22
apnic,AU,ipv4,203.18.92.0,23
apnic,AU,ipv4,203.18.94.0,24
apnic,AU,ipv4,203.18.96.0,23
apnic,AU,ipv4,203.18.98.0,24
apnic,AU,ipv4,203.18.99.0,24
apnic,AU,ipv4,203.18.102.0,23
apnic,AU,ipv4,203.18.106.0,24
apnic,AU,ipv4,203.18.108.0,23
apnic,AU,ipv4,203.18.130.0,24
apnic,AU,ipv4,203.18.134.0,23
apnic,AU,ipv4,203.18.136.0,24
apnic,AU,ipv4,203.18.138.0,24
apnic,AU,ipv4,203.18.139.0,24
apnic,AU,ipv4,203.18.140.0,24
apnic,AU,ipv4,203.18.146.0,23
apnic,AU,ipv4,203.18.148.0,24
apnic,AU,ipv4,203.18.151.0,24
apnic,AU,ipv4,203.18.152.0,24
apnic,AU,ipv4,203.18.154.0,24
apnic,AU,ipv4,203.18.155.0,24
apnic,AU,ipv4,203.18.160.0,24
apnic,AU,ipv4,203.18.164.0,22
apnic,AU,ipv4,203.18.168.0,22
apnic,AU,ipv4,203.18.172.0,23
apnic,AU,ipv4,203.18.174.0,24
apnic,AU,ipv4,203.18.175.0,24
apnic,AU,ipv4,203.18.184.0,23
apnic,AU,ipv4,203.18.186.0,23
apnic,AU,ipv4,203.18.188.0,22
apnic,AU,ipv4,203.18.196.0,24
apnic,AU,ipv4,203.18.198.0,24
apnic,AU,ipv4,203.18.200.0,22
apnic,AU,ipv4,203.18.204.0,22
apnic,AU,ipv4,203.18.209.0,24
apnic,AU,ipv4,203.18.210.0,24
apnic,AU,ipv4,203.18.212.0,23
apnic,AU,ipv4,203.18.232.0,22
apnic,AU,ipv4,203.18.240.0,24
apnic,AU,ipv4,203.18.241.0,24
apnic,AU,ipv4,203.18.242.0,23
apnic,AU,ipv4,203.18.244.0,24
apnic,AU,ipv4,203.18.245.0,24
apnic,AU,ipv4,203.18.247.0,24
apnic,AU,ipv4,203.19.0.0,24
apnic,AU,ipv4,203.19.2.0,24
apnic,AU,ipv4,203.19.6.0,24
apnic,AU,ipv4,203.19.7.0,24
apnic,AU,ipv4,203.19.8.0,22
apnic,AU,ipv4,203.19.12.0,24
apnic,AU,ipv4,203.19.13.0,24
apnic,AU,ipv4,203.19.15.0,24
apnic,AU,ipv4,203.19.16.0,23
apnic,AU,ipv4,203.19.19.0,24
apnic,AU,ipv4,203.19.20.0,24
apnic,AU,ipv4,203.19.21.0,24
apnic,AU,ipv4,203.19.22.0,23
apnic,AU,ipv4,203.19.25.0,24
apnic,AU,ipv4,203.19.26.0,24
apnic,AU,ipv4,203.19.27.0,24
apnic,AU,ipv4,203.19.28.0,23
apnic,AU,ipv4,203.19.31.0,24
apnic,AU,ipv4,203.19.40.0,24
apnic,AU,ipv4,203.19.42.0,24
apnic,AU,ipv4,203.19.43.0,24
apnic,AU,ipv4,203.19.47.0,24
apnic,AU,ipv4,203.19.48.0,24
apnic,AU,ipv4,203.19.49.0,24
apnic,AU,ipv4,203.19.50.0,23
apnic,AU,ipv4,203.19.52.0,24
apnic,AU,ipv4,203.19.53.0,24
apnic,AU,ipv4,203.19.54.0,24
apnic,AU,ipv4,203.19.55.0,24
apnic,AU,ipv4,203.19.56.0,24
apnic,AU,ipv4,203.19.63.0,24
apnic,AU,ipv4,203.19.65.0,24
apnic,AU,ipv4,203.19.66.0,24
apnic,AU,ipv4,203.19.67.0,24
apnic,AU,ipv4,203.19.70.0,24
apnic,AU,ipv4,203.19.73.0,24
apnic,AU,ipv4,203.19.75.0,24
apnic,AU,ipv4,203.19.77.0,24
apnic,AU,ipv4,203.19.78.0,24
apnic,AU,ipv4,203.19.79.0,24
apnic,AU,ipv4,203.19.96.0,22
apnic,AU,ipv4,203.19.102.0,24
apnic,AU,ipv4,203.19.103.0,24
apnic,AU,ipv4,203.19.104.0,24
apnic,AU,ipv4,203.19.105.0,24
apnic,AU,ipv4,203.19.106.0,24
apnic,AU,ipv4,203.19.107.0,24
apnic,AU,ipv4,203.19.110.0,24
apnic,AU,ipv4,203.19.128.0,24
apnic,AU,ipv4,203.19.129.0,24
apnic,AU,ipv4,203.19.130.0,24
apnic,AU,ipv4,203.19.134.0,23
apnic,AU,ipv4,203.19.136.0,24
apnic,AU,ipv4,203.19.137.0,24
apnic,AU,ipv4,203.19.138.0,24
apnic,AU,ipv4,203.19.140.0,24
apnic,AU,ipv4,203.19.142.0,23
apnic,AU,ipv4,203.19.145.0,24
apnic,AU,ipv4,203.19.146.0,24
apnic,AU,ipv4,203.19.150.0,24
apnic,AU,ipv4,203.19.152.0,22
apnic,AU,ipv4,203.19.157.0,24
apnic,AU,ipv4,203.19.158.0,24
apnic,AU,ipv4,203.19.159.0,24
apnic,AU,ipv4,203.19.160.0,22
apnic,AU,ipv4,203.19.166.0,24
apnic,AU,ipv4,203.19.177.0,24
apnic,AU,ipv4,203.19.188.0,23
apnic,AU,ipv4,203.19.190.0,23
apnic,AU,ipv4,203.19.209.0,24
apnic,AU,ipv4,203.19.210.0,24
apnic,AU,ipv4,203.19.211.0,24
apnic,AU,ipv4,203.19.214.0,23
apnic,AU,ipv4,203.19.216.0,22
apnic,AU,ipv4,203.19.220.0,24
apnic,AU,ipv4,203.19.221.0,24
apnic,AU,ipv4,203.19.222.0,24
apnic,AU,ipv4,203.19.223.0,24
apnic,AU,ipv4,203.19.224.0,23
apnic,AU,ipv4,203.19.226.0,23
apnic,AU,ipv4,203.19.232.0,24
apnic,AU,ipv4,203.19.234.0,24
apnic,AU,ipv4,203.19.236.0,24
apnic,AU,ipv4,203.19.238.0,24
apnic,AU,ipv4,203.19.239.0,24
apnic,AU,ipv4,203.19.241.0,24
apnic,AU,ipv4,203.19.243.0,24
apnic,AU,ipv4,203.19.244.0,22
apnic,AU,ipv4,203.19.251.0,24
apnic,AU,ipv4,203.19.252.0,24
apnic,AU,ipv4,203.19.253.0,24
apnic,AU,ipv4,203.19.254.0,24
apnic,AU,ipv4,203.20.16.0,24
apnic,AU,ipv4,203.20.18.0,23
apnic,AU,ipv4,203.20.20.0,22
apnic,AU,ipv4,203.20.26.0,23
apnic,AU,ipv4,203.20.28.0,22
apnic,AU,ipv4,203.20.43.0,24
apnic,AU,ipv4,203.20.45.0,24
apnic,AU,ipv4,203.20.46.0,23
apnic,AU,ipv4,203.20.49.0,24
apnic,AU,ipv4,203.20.50.0,24
apnic,AU,ipv4,203.20.51.0,24
apnic,AU,ipv4,203.20.52.0,23
apnic,AU,ipv4,203.20.54.0,23
apnic,AU,ipv4,203.20.56.0,24
apnic,AU,ipv4,203.20.57.0,24
apnic,AU,ipv4,203.20.59.0,24
apnic,AU,ipv4,203.20.60.0,24
apnic,AU,ipv4,203.20.62.0,24
apnic,AU,ipv4,203.20.64.0,24
apnic,AU,ipv4,203.20.66.0,23
apnic,AU,ipv4,203.20.68.0,23
apnic,AU,ipv4,203.20.70.0,24
apnic,AU,ipv4,203.20.72.0,24
apnic,AU,ipv4,203.20.74.0,23
apnic,AU,ipv4,203.20.76.0,24
apnic,AU,ipv4,203.20.78.0,23
apnic,AU,ipv4,203.20.81.0,24
apnic,AU,ipv4,203.20.82.0,23
apnic,AU,ipv4,203.20.86.0,24
apnic,AU,ipv4,203.20.87.0,24
apnic,AU,ipv4,203.20.88.0,24
apnic,AU,ipv4,203.20.90.0,23
apnic,AU,ipv4,203.20.92.0,23
apnic,AU,ipv4,203.20.94.0,24
apnic,AU,ipv4,203.20.95.0,24
apnic,AU,ipv4,203.20.96.0,24
apnic,AU,ipv4,203.20.97.0,24
apnic,AU,ipv4,203.20.98.0,24
apnic,AU,ipv4,203.20.99.0,24
apnic,AU,ipv4,203.20.100.0,23
apnic,AU,ipv4,203.20.102.0,23
apnic,AU,ipv4,203.20.104.0,24
apnic,AU,ipv4,203.20.110.0,23
apnic,AU,ipv4,203.20.112.0,24
apnic,AU,ipv4,203.20.114.0,24
apnic,AU,ipv4,203.20.116.0,24
apnic,AU,ipv4,203.20.120.0,24
apnic,AU,ipv4,203.20.121.0,24
apnic,AU,ipv4,203.20.125.0,24
apnic,AU,ipv4,203.20.128.0,22
apnic,AU,ipv4,203.20.132.0,23
apnic,AU,ipv4,203.20.134.0,24
apnic,AU,ipv4,203.20.144.0,22
apnic,AU,ipv4,203.20.148.0,24
apnic,AU,ipv4,203.20.149.0,24
apnic,AU,ipv4,203.20.224.0,23
apnic,AU,ipv4,203.20.226.0,23
apnic,AU,ipv4,203.20.228.0,23
apnic,AU,ipv4,203.20.231.0,24
apnic,AU,ipv4,203.20.234.0,24
apnic,AU,ipv4,203.20.235.0,24
apnic,AU,ipv4,203.20.237.0,24
apnic,AU,ipv4,203.20.238.0,23
apnic,AU,ipv4,203.20.240.0,24
apnic,AU,ipv4,203.20.244.0,23
apnic,AU,ipv4,203.20.246.0,24
apnic,AU,ipv4,203.20.247.0,24
apnic,AU,ipv4,203.20.248.0,22
apnic,AU,ipv4,203.20.252.0,22
apnic,AU,ipv4,203.21.4.0,24
apnic,AU,ipv4,203.21.5.0,24
apnic,AU,ipv4,203.21.6.0,24
apnic,AU,ipv4,203.21.9.0,24
apnic,AU,ipv4,203.21.12.0,24
apnic,AU,ipv4,203.21.14.0,24
apnic,AU,ipv4,203.21.15.0,24
apnic,AU,ipv4,203.21.16.0,24
apnic,AU,ipv4,203.21.17.0,24
apnic,AU,ipv4,203.21.20.0,24
apnic,AU,ipv4,203.21.21.0,24
apnic,AU,ipv4,203.21.22.0,24
apnic,AU,ipv4,203.21.23.0,24
apnic,AU,ipv4,203.21.40.0,24
apnic,AU,ipv4,203.21.45.0,24
apnic,AU,ipv4,203.21.46.0,24
apnic,AU,ipv4,203.21.47.0,24
apnic,AU,ipv4,203.21.64.0,24
apnic,AU,ipv4,203.21.65.0,24
apnic,AU,ipv4,203.21.66.0,24
apnic,AU,ipv4,203.21.67.0,24
apnic,AU,ipv4,203.21.69.0,24
apnic,AU,ipv4,203.21.70.0,23
apnic,AU,ipv4,203.21.72.0,24
apnic,AU,ipv4,203.21.76.0,23
apnic,AU,ipv4,203.21.78.0,24
apnic,AU,ipv4,203.21.79.0,24
apnic,AU,ipv4,203.21.80.0,24
apnic,AU,ipv4,203.21.81.0,24
apnic,AU,ipv4,203.21.83.0,24
apnic,AU,ipv4,203.21.84.0,23
apnic,AU,ipv4,203.21.87.0,24
apnic,AU,ipv4,203.21.88.0,22
apnic,AU,ipv4,203.21.94.0,24
apnic,AU,ipv4,203.21.95.0,24
apnic,AU,ipv4,203.21.100.0,22
apnic,AU,ipv4,203.21.104.0,24
apnic,AU,ipv4,203.21.105.0,24
apnic,AU,ipv4,203.21.106.0,24
apnic,AU,ipv4,203.21.108.0,22
apnic,AU,ipv4,203.21.121.0,24
apnic,AU,ipv4,203.21.125.0,24
apnic,AU,ipv4,203.21.126.0,24
apnic,AU,ipv4,203.21.127.0,24
apnic,AU,ipv4,203.21.128.0,23
apnic,AU,ipv4,203.21.130.0,23
apnic,AU,ipv4,203.21.133.0,24
apnic,AU,ipv4,203.21.134.0,24
apnic,AU,ipv4,203.21.135.0,24
apnic,AU,ipv4,203.21.138.0,24
apnic,AU,ipv4,203.21.150.0,23
apnic,AU,ipv4,203.21.152.0,22
apnic,AU,ipv4,203.21.156.0,22
apnic,AU,ipv4,203.21.200.0,22
apnic,AU,ipv4,203.21.204.0,23
apnic,AU,ipv4,203.21.207.0,24
apnic,AU,ipv4,203.22.16.0,23
apnic,AU,ipv4,203.22.18.0,24
apnic,AU,ipv4,203.22.19.0,24
apnic,AU,ipv4,203.22.20.0,24
apnic,AU,ipv4,203.22.21.0,24
apnic,AU,ipv4,203.22.22.0,24
apnic,AU,ipv4,203.22.23.0,24
apnic,AU,ipv4,203.22.25.0,24
apnic,AU,ipv4,203.22.26.0,24
apnic,AU,ipv4,203.22.27.0,24
apnic,AU,ipv4,203.22.30.0,24
apnic,AU,ipv4,203.22.64.0,24
apnic,AU,ipv4,203.22.65.0,24
apnic,AU,ipv4,203.22.67.0,24
apnic,AU,ipv4,203.22.70.0,23
apnic,AU,ipv4,203.22.72.0,23
apnic,AU,ipv4,203.22.74.0,24
apnic,AU,ipv4,203.22.77.0,24
apnic,AU,ipv4,203.22.79.0,24
apnic,AU,ipv4,203.22.80.0,23
apnic,AU,ipv4,203.22.82.0,24
apnic,AU,ipv4,203.22.83.0,24
apnic,AU,ipv4,203.22.85.0,24
apnic,AU,ipv4,203.22.86.0,24
apnic,AU,ipv4,203.22.88.0,22
apnic,AU,ipv4,203.22.96.0,24
apnic,AU,ipv4,203.22.97.0,24
apnic,AU,ipv4,203.22.98.0,24
apnic,AU,ipv4,203.22.100.0,22
apnic,AU,ipv4,203.22.104.0,23
apnic,AU,ipv4,203.22.110.0,23
apnic,AU,ipv4,203.22.112.0,22
apnic,AU,ipv4,203.22.116.0,23
apnic,AU,ipv4,203.22.118.0,23
apnic,AU,ipv4,203.22.120.0,23
apnic,AU,ipv4,203.22.124.0,22
apnic,AU,ipv4,203.22.128.0,24
apnic,AU,ipv4,203.22.129.0,24
apnic,AU,ipv4,203.22.130.0,24
apnic,AU,ipv4,203.22.132.0,24
apnic,AU,ipv4,203.22.133.0,24
apnic,AU,ipv4,203.22.134.0,23
apnic,AU,ipv4,203.22.152.0,23
apnic,AU,ipv4,203.22.154.0,24
apnic,AU,ipv4,203.22.155.0,24
apnic,AU,ipv4,203.22.156.0,22
apnic,AU,ipv4,203.22.161.0,24
apnic,AU,ipv4,203.22.164.0,23
apnic,AU,ipv4,203.22.168.0,24
apnic,AU,ipv4,203.22.169.0,24
apnic,AU,ipv4,203.22.171.0,24
apnic,AU,ipv4,203.22.184.0,23
apnic,AU,ipv4,203.22.186.0,24
apnic,AU,ipv4,203.22.188.0,24
apnic,AU,ipv4,203.22.189.0,24
apnic,AU,ipv4,203.22.190.0,23
apnic,AU,ipv4,203.22.193.0,24
apnic,AU,ipv4,203.22.195.0,24
apnic,AU,ipv4,203.22.196.0,24
apnic,AU,ipv4,203.22.202.0,24
apnic,AU,ipv4,203.22.203.0,24
apnic,AU,ipv4,203.22.204.0,24
apnic,AU,ipv4,203.22.205.0,24
apnic,AU,ipv4,203.22.206.0,24
apnic,AU,ipv4,203.22.207.0,24
apnic,AU,ipv4,203.22.208.0,22
apnic,AU,ipv4,203.22.212.0,24
apnic,AU,ipv4,203.22.214.0,24
apnic,AU,ipv4,203.22.215.0,24
apnic,AU,ipv4,203.22.216.0,24
apnic,AU,ipv4,203.22.218.0,23
apnic,AU,ipv4,203.22.222.0,24
apnic,AU,ipv4,203.22.224.0,22
apnic,AU,ipv4,203.22.228.0,24
apnic,AU,ipv4,203.22.229.0,24
apnic,AU,ipv4,203.22.230.0,23
apnic,AU,ipv4,203.22.232.0,24
apnic,AU,ipv4,203.22.233.0,24
apnic,AU,ipv4,203.22.234.0,23
