region,ip,prefixlength
ripencc,91.194.102.0,23
ripencc,91.194.130.0,23
ripencc,91.198.134.0,24
ripencc,91.208.203.0,24
ripencc,91.209.172.0,24
ripencc,91.212.8.0,24
ripencc,91.214.152.0,22
ripencc,91.216.188.0,24
ripencc,91.221.128.0,23
ripencc,91.221.220.0,23
ripencc,91.230.213.0,24
ripencc,91.246.14.0,24
ripencc,139.141.0.0,16
ripencc,161.252.0.0,16
ripencc,168.187.0.0,16
ripencc,171.25.224.0,24
ripencc,176.110.119.0,24
ripencc,185.1.129.0,24
ripencc,193.22.172.0,24
ripencc,193.33.224.0,23
ripencc,193.42.223.0,24
ripencc,193.105.56.0,24
ripencc,193.108.30.0,24
ripencc,193.108.142.0,23
ripencc,193.109.215.0,24
ripencc,193.169.130.0,23
ripencc,193.188.48.0,20
ripencc,193.188.142.0,20
ripencc,193.188.160.0,19
ripencc,193.200.40.0,23
ripencc,194.31.57.0,24
ripencc,194.176.108.0,24
ripencc,195.14.110.0,23
ripencc,195.78.74.0,23
ripencc,195.80.227.0,24
ripencc,195.88.222.0,23
ripencc,195.137.174.0,24
ripencc,195.137.190.0,24
ripencc,195.254.170.0,23
ripencc,196.1.69.0,24
ripencc,196.1.70.0,24
