region,version,ip,prefixlength,org
apnic,ipv4,43.255.148.0,22,n/a
apnic,ipv4,103.54.78.0,23,n/a
apnic,ipv4,103.124.187.0,24,n/a
apnic,ipv4,103.134.118.0,23,n/a
apnic,ipv4,103.239.160.0,22,n/a
apnic,ipv4,103.242.126.0,23,n/a
apnic,ipv4,103.245.160.0,22,n/a
apnic,ipv4,175.176.144.0,21,n/a
apnic,ipv4,202.43.8.0,21,n/a
apnic,ipv4,202.134.24.0,21,n/a
apnic,ipv6,2400:6400::,32,n/a
apnic,ipv6,2400:80e0::,32,n/a
apnic,ipv6,2402:1940::,32,n/a
apnic,ipv6,2406:1500::,32,n/a
