region,ip,prefixlength
afrinic,41.79.48.0,22
afrinic,41.222.112.0,21
afrinic,102.164.248.0,21
afrinic,102.213.52.0,23
afrinic,102.215.232.0,22
afrinic,102.223.24.0,22
afrinic,105.235.224.0,20
afrinic,164.160.84.0,22
afrinic,169.239.112.0,22
afrinic,196.251.240.0,22
afrinic,197.214.64.0,20
