region,ip,prefixlength
apnic,43.249.176.0,22
apnic,50.21.80.0,20
apnic,64.140.144.0,20
apnic,103.4.72.0,22
apnic,103.46.216.0,22
apnic,103.129.120.0,22
apnic,103.254.224.0,22
apnic,103.254.232.0,22
apnic,113.197.68.0,22
apnic,114.141.112.0,21
apnic,123.50.64.0,18
apnic,148.66.64.0,18
apnic,192.171.104.0,21
apnic,202.3.224.0,19
apnic,202.90.64.0,19
apnic,203.185.160.0,20
apnic,203.185.176.0,21
