region,ip,prefixlength
apnic,43.224.124.0,22
apnic,43.228.108.0,22
apnic,43.250.240.0,22
apnic,43.252.12.0,22
apnic,45.121.88.0,22
apnic,61.245.160.0,20
apnic,101.2.176.0,20
apnic,103.1.176.0,22
apnic,103.2.148.0,22
apnic,103.2.152.0,22
apnic,103.11.32.0,22
apnic,103.21.164.0,22
apnic,103.77.64.0,22
apnic,103.84.160.0,22
apnic,103.87.12.0,22
apnic,103.87.124.0,22
apnic,103.96.226.0,23
apnic,103.227.244.0,22
apnic,103.247.48.0,22
apnic,111.223.128.0,18
apnic,112.134.0.0,15
apnic,113.59.192.0,19
apnic,116.12.64.0,18
apnic,116.204.212.0,22
apnic,116.206.20.0,22
apnic,116.206.180.0,22
apnic,116.206.244.0,22
apnic,119.235.0.0,20
apnic,122.255.0.0,18
apnic,123.231.0.0,17
apnic,124.6.240.0,20
apnic,124.43.0.0,16
apnic,125.214.160.0,19
apnic,175.157.0.0,16
apnic,182.161.0.0,19
apnic,192.248.0.0,17
apnic,194.140.200.0,21
apnic,202.69.192.0,20
apnic,202.124.160.0,20
apnic,202.124.176.0,20
apnic,202.129.232.0,22
apnic,203.81.96.0,20
apnic,203.94.64.0,19
apnic,203.94.96.0,19
apnic,203.96.160.0,22
apnic,203.115.0.0,19
apnic,203.115.32.0,19
apnic,203.143.0.0,22
apnic,203.143.4.0,22
apnic,203.143.8.0,21
apnic,203.143.16.0,20
apnic,203.143.32.0,19
apnic,203.153.220.0,22
apnic,203.189.64.0,20
apnic,203.189.184.0,21
apnic,212.104.224.0,20
apnic,220.247.192.0,18
apnic,222.165.128.0,18
apnic,223.224.0.0,19
arin,192.197.189.0,24
