region,version,ip,prefixlength
ripencc,ipv4,91.192.227.0,24
ripencc,ipv4,91.198.59.0,24
ripencc,ipv4,91.199.231.0,24
ripencc,ipv4,91.220.95.0,24
ripencc,ipv4,91.226.20.0,23
ripencc,ipv4,91.230.219.0,24
ripencc,ipv4,185.1.121.0,24
ripencc,ipv4,193.104.33.0,24
ripencc,ipv4,194.61.58.0,24
ripencc,ipv4,195.88.122.0,23
ripencc,ipv4,195.189.206.0,23
ripencc,ipv4,195.200.246.0,23
ripencc,ipv6,2001:7f8:cb::,48
ripencc,ipv6,2001:67c:a60::,48
