region,version,ip,prefixlength,org
apnic,ipv4,43.243.120.0,22,n/a
apnic,ipv4,43.243.176.0,22,n/a
apnic,ipv4,43.254.56.0,22,n/a
apnic,ipv4,45.115.72.0,22,n/a
apnic,ipv4,103.26.95.0,24,n/a
apnic,ipv4,103.30.112.0,22,n/a
apnic,ipv4,103.55.48.0,22,n/a
apnic,ipv4,103.94.180.0,22,n/a
apnic,ipv4,103.112.36.0,22,n/a
apnic,ipv4,103.143.164.0,23,n/a
apnic,ipv4,103.148.184.0,23,n/a
apnic,ipv4,103.176.12.0,23,n/a
apnic,ipv4,103.176.215.0,24,n/a
apnic,ipv4,103.231.123.0,24,n/a
apnic,ipv4,103.238.116.0,22,n/a
apnic,ipv4,150.242.108.0,22,n/a
apnic,ipv4,180.189.160.0,20,n/a
apnic,ipv4,185.126.46.0,23,n/a
apnic,ipv4,185.242.38.0,23,n/a
apnic,ipv6,2401:4b80::,32,n/a
apnic,ipv6,2402:d080::,32,n/a
apnic,ipv6,2405:1f00::,32,n/a
apnic,ipv6,2405:d540::,32,n/a
apnic,ipv6,2407:f2c0::,32,n/a
