region,ip,prefixlength
afrinic,2001:43f8:140::,48
afrinic,2001:43f8:aa0::,48
afrinic,2001:43f8:da0::,48
afrinic,2001:43f8:1680::,48
afrinic,2001:43f8:1681::,48
