region,ip,prefixlength
apnic,103.59.52.0,22
apnic,103.112.191.0,24
apnic,103.121.206.0,24
apnic,103.138.142.0,24
apnic,103.164.89.0,24
apnic,103.232.80.0,22
apnic,202.9.76.0,23
