region,version,ip,prefixlength,org
afrinic,ipv4,41.242.152.0,21,n/a
afrinic,ipv4,102.23.84.0,22,n/a
afrinic,ipv4,102.131.56.0,22,n/a
afrinic,ipv4,102.164.244.0,22,n/a
afrinic,ipv4,102.212.248.0,22,n/a
afrinic,ipv4,102.220.101.0,24,n/a
afrinic,ipv4,102.220.196.0,22,n/a
afrinic,ipv4,102.223.48.0,22,n/a
afrinic,ipv4,102.223.192.0,22,n/a
afrinic,ipv4,154.68.128.0,19,n/a
afrinic,ipv4,154.73.112.0,22,n/a
afrinic,ipv4,154.73.160.0,21,n/a
afrinic,ipv4,169.239.120.0,22,n/a
afrinic,ipv4,169.255.152.0,22,n/a
afrinic,ipv4,197.149.128.0,22,n/a
afrinic,ipv6,2c0f:5a80::,32,n/a
afrinic,ipv6,2c0f:eb98::,32,n/a
afrinic,ipv6,2c0f:f5c8::,32,n/a
