region,version,ip,prefixlength,org
afrinic,ipv4,41.78.240.0,22,n/a
afrinic,ipv4,41.158.0.0,15,n/a
afrinic,ipv4,41.211.128.0,18,n/a
afrinic,ipv4,41.223.168.0,22,n/a
afrinic,ipv4,102.129.32.0,22,n/a
afrinic,ipv4,102.134.28.0,22,n/a
afrinic,ipv4,102.135.164.0,22,n/a
afrinic,ipv4,102.142.0.0,16,n/a
afrinic,ipv4,102.164.124.0,22,n/a
afrinic,ipv4,154.0.32.0,19,n/a
afrinic,ipv4,154.0.176.0,20,n/a
afrinic,ipv4,154.66.232.0,21,n/a
afrinic,ipv4,154.112.0.0,16,n/a
afrinic,ipv4,154.116.0.0,17,n/a
afrinic,ipv4,154.119.192.0,19,n/a
afrinic,ipv4,160.119.160.0,19,n/a
afrinic,ipv4,169.159.0.0,18,n/a
afrinic,ipv4,169.239.148.0,22,n/a
afrinic,ipv4,169.255.148.0,22,n/a
afrinic,ipv4,196.50.32.0,19,n/a
afrinic,ipv4,197.231.64.0,18,n/a
afrinic,ipv4,197.242.0.0,19,n/a
afrinic,ipv4,217.77.64.0,20,n/a
afrinic,ipv6,2c0f:3800::,32,n/a
afrinic,ipv6,2c0f:5c80::,32,n/a
afrinic,ipv6,2c0f:efc8::,32,n/a
afrinic,ipv6,2c0f:f038::,32,n/a
afrinic,ipv6,2c0f:f3e0::,32,n/a
afrinic,ipv6,2c0f:f640::,32,n/a
afrinic,ipv6,2c0f:f948::,32,n/a
afrinic,ipv6,2c0f:f9b0::,32,n/a
