region,ip,prefixlength
apnic,103.152.182.0,23
apnic,103.224.22.0,23
ripencc,45.183.4.0,22
ripencc,91.198.19.0,24
ripencc,91.212.53.0,24
ripencc,91.223.82.0,24
ripencc,91.224.22.0,23
ripencc,91.229.64.0,23
ripencc,91.230.41.0,24
ripencc,91.231.11.0,24
ripencc,91.235.159.0,24
ripencc,91.236.162.0,24
ripencc,91.240.73.0,24
ripencc,185.1.15.0,24
ripencc,192.58.29.0,24
ripencc,192.103.14.0,24
ripencc,193.33.102.0,23
ripencc,193.33.172.0,23
ripencc,193.223.100.0,24
ripencc,194.50.183.0,24
ripencc,194.69.1.0,24
ripencc,194.110.155.0,24
ripencc,194.117.51.0,24
ripencc,194.146.236.0,22
ripencc,194.153.153.128,25
ripencc,194.165.2.0,23
ripencc,195.95.219.0,24
ripencc,196.3.67.0,22
