region,ip,prefixlength
lacnic,45.4.98.0,23
lacnic,45.5.13.0,24
lacnic,45.68.0.0,22
lacnic,45.229.195.0,24
lacnic,45.229.244.0,23
lacnic,45.232.46.0,23
lacnic,45.236.192.0,22
lacnic,131.0.0.0,22
lacnic,143.0.101.0,24
lacnic,166.114.0.0,16
lacnic,167.157.0.0,16
lacnic,170.82.244.0,23
lacnic,170.245.35.0,24
lacnic,179.0.30.0,24
lacnic,179.42.80.0,22
lacnic,181.191.68.0,22
lacnic,190.111.178.0,24
lacnic,192.245.121.0,24
lacnic,200.7.160.0,20
lacnic,200.9.165.0,24
lacnic,200.9.166.0,23
lacnic,200.9.168.0,24
lacnic,200.10.156.0,23
lacnic,200.33.113.0,24
lacnic,200.106.244.0,23
lacnic,201.131.41.0,24
lacnic,201.131.45.0,24
