region,ip,prefixlength
afrinic,41.59.0.0,16
afrinic,41.73.160.0,19
afrinic,41.73.192.0,19
afrinic,41.74.112.0,20
afrinic,41.75.208.0,20
afrinic,41.78.64.0,22
afrinic,41.78.168.0,22
afrinic,41.79.68.0,22
afrinic,41.79.184.0,22
afrinic,41.79.248.0,22
afrinic,41.86.160.0,19
afrinic,41.93.0.0,17
afrinic,41.188.128.0,18
afrinic,41.204.128.0,19
afrinic,41.207.240.0,21
afrinic,41.216.216.0,21
afrinic,41.217.200.0,22
afrinic,41.220.128.0,20
afrinic,41.220.176.0,20
afrinic,41.221.32.0,20
afrinic,41.221.48.0,20
afrinic,41.222.56.0,21
afrinic,41.222.88.0,21
afrinic,41.222.176.0,21
afrinic,41.223.4.0,22
afrinic,41.223.180.0,22
afrinic,41.223.228.0,22
afrinic,45.221.192.0,21
afrinic,102.64.64.0,21
afrinic,102.69.164.0,22
afrinic,102.177.80.0,21
afrinic,102.213.36.0,22
afrinic,102.214.28.0,22
afrinic,102.214.32.0,22
afrinic,102.214.46.0,23
afrinic,102.214.48.0,22
afrinic,102.215.28.0,22
afrinic,102.215.148.0,22
afrinic,102.215.160.0,22
afrinic,102.216.60.0,22
afrinic,102.216.130.0,24
afrinic,102.216.172.0,22
afrinic,102.216.244.0,22
afrinic,102.217.72.0,22
afrinic,102.217.80.0,22
afrinic,102.218.28.0,22
afrinic,102.218.72.0,22
afrinic,102.218.244.0,22
afrinic,102.219.120.0,22
afrinic,102.219.204.0,23
afrinic,102.219.216.0,22
afrinic,102.220.72.0,22
afrinic,102.220.184.0,22
afrinic,102.221.20.0,22
afrinic,102.222.84.0,22
afrinic,102.223.8.0,22
afrinic,102.223.16.0,22
afrinic,154.0.152.0,21
afrinic,154.66.224.0,22
afrinic,154.72.20.0,22
afrinic,154.72.64.0,19
afrinic,154.73.64.0,22
afrinic,154.73.168.0,22
afrinic,154.74.0.0,15
afrinic,154.118.224.0,21
afrinic,154.126.224.0,19
afrinic,154.127.0.0,20
afrinic,154.127.16.0,20
afrinic,155.12.0.0,17
afrinic,156.156.0.0,14
afrinic,165.16.192.0,21
afrinic,169.239.0.0,22
afrinic,169.255.48.0,22
afrinic,169.255.112.0,22
afrinic,169.255.184.0,22
afrinic,196.29.48.0,21
afrinic,196.41.32.0,19
afrinic,196.43.64.0,19
afrinic,196.44.160.0,20
afrinic,196.45.32.0,20
afrinic,196.45.128.0,19
afrinic,196.45.184.0,22
afrinic,196.46.96.0,20
afrinic,196.46.120.0,22
afrinic,196.46.128.0,21
afrinic,196.61.8.0,21
afrinic,196.192.72.0,21
afrinic,196.200.224.0,20
afrinic,196.249.64.0,18
afrinic,197.149.176.0,22
afrinic,197.152.0.0,16
afrinic,197.186.0.0,15
afrinic,197.215.240.0,20
afrinic,197.221.192.0,19
afrinic,197.234.224.0,22
afrinic,197.242.192.0,21
afrinic,197.250.0.0,16
afrinic,217.29.128.0,20
