region,ip,prefixlength
apnic,43.243.120.0,22
apnic,43.243.176.0,22
apnic,43.254.56.0,22
apnic,45.115.72.0,22
apnic,103.26.95.0,24
apnic,103.30.112.0,22
apnic,103.55.48.0,22
apnic,103.94.180.0,22
apnic,103.112.36.0,22
apnic,103.143.164.0,23
apnic,103.148.184.0,23
apnic,103.176.12.0,23
apnic,103.176.215.0,24
apnic,103.231.123.0,24
apnic,103.238.116.0,22
apnic,150.242.108.0,22
apnic,180.189.160.0,20
apnic,185.126.46.0,23
apnic,185.242.38.0,23
