region,ip,prefixlength,org
afrinic,41.67.0.0,18,n/a
afrinic,41.78.108.0,22,n/a
afrinic,41.95.0.0,16,n/a
afrinic,41.202.160.0,19,n/a
afrinic,41.209.64.0,18,n/a
afrinic,41.218.0.0,18,n/a
afrinic,41.223.160.0,22,n/a
afrinic,41.223.200.0,22,n/a
afrinic,41.240.0.0,15,n/a
afrinic,62.12.96.0,20,n/a
afrinic,102.120.0.0,13,n/a
afrinic,102.143.128.0,17,n/a
afrinic,102.181.0.0,17,n/a
afrinic,102.181.128.0,18,n/a
afrinic,102.181.192.0,19,n/a
afrinic,102.216.88.0,22,n/a
afrinic,102.218.68.0,22,n/a
afrinic,102.220.152.0,22,n/a
afrinic,105.238.0.0,15,n/a
afrinic,154.96.0.0,13,n/a
afrinic,155.196.0.0,16,n/a
afrinic,196.1.192.0,18,n/a
afrinic,196.29.160.0,19,n/a
afrinic,196.202.128.0,19,n/a
afrinic,196.223.152.0,21,n/a
afrinic,197.208.0.0,15,n/a
afrinic,197.251.0.0,17,n/a
afrinic,197.252.0.0,16,n/a
afrinic,197.254.192.0,19,n/a
afrinic,197.254.224.0,19,n/a
afrinic,212.0.128.0,19,n/a
