region,ip,prefixlength,org
apnic,2407:6640::,32,n/a
arin,2605:2e00::,36,n/a
ripencc,2a06::,29,n/a
ripencc,2a0a::,29,n/a
ripencc,2a02:20::,32,it.uli;Utility Line Italia S.r.l.
ripencc,2a02:f8::,32,it.asdasd-mnt;ASDASD srl a socio unico
ripencc,2a05:40::,29,n/a
ripencc,2a0f:80::,32,it.namex;NAMEX CONSORZIO
ripencc,2001:6b8::,32,n/a
ripencc,2001:750::,29,n/a
ripencc,2001:760::,32,n/a
ripencc,2001:848::,32,n/a
ripencc,2001:8d0::,29,it.aonet;WIIT S.p.A.
ripencc,2001:a30::,29,n/a
ripencc,2001:a80::,32,n/a
ripencc,2001:b00::,29,n/a
ripencc,2001:b40::,32,it.radiokrishna;Associazione Vedica
ripencc,2001:b60::,29,n/a
ripencc,2a00:c18::,32,it.iperv;Infotech S.r.l
ripencc,2a00:c50::,29,n/a
ripencc,2a00:ca0::,32,it.skylogic;SKYLOGIC S.P.A.
ripencc,2a00:d40::,32,n/a
ripencc,2a00:f20::,32,it.logostech;Logos Technologies S.r.l.
ripencc,2a01:2d8::,29,n/a
ripencc,2a01:3e8::,32,n/a
ripencc,2a01:4c0::,32,it.wis;WIS TELECOM S.R.L.
ripencc,2a01:6a0::,32,n/a
ripencc,2a01:7d0::,32,it.tiscali;Tiscali Italia S.P.A.
ripencc,2a02:100::,32,it.briantelsrl;Opiquad SRL
ripencc,2a02:260::,32,n/a
ripencc,2a02:2e8::,32,n/a
ripencc,2a02:490::,29,n/a
ripencc,2a02:4d0::,32,it.metrolink;Metrolink S.R.L.
ripencc,2a02:518::,32,n/a
ripencc,2a02:600::,29,n/a
ripencc,2a02:670::,32,n/a
ripencc,2a02:688::,32,it.ecity;UNIDATA S.p.A.
ripencc,2a02:7d8::,32,n/a
ripencc,2a02:838::,32,it.forinicom;Forinicom S.r.l.
ripencc,2a02:9a8::,29,it.retelitds;Retelit Digital Services S.p.A.
ripencc,2a02:b88::,32,it.wifiweb;WIFIWEB s.r.l.
ripencc,2a02:e50::,32,it.dts;Digital Telecommunication Services S.r.l.
ripencc,2a02:ec8::,32,it.optima;Optima Italia S.p.A.
ripencc,2a02:ed8::,32,n/a
ripencc,2a02:f60::,32,n/a
ripencc,2a03:640::,32,n/a
ripencc,2a03:820::,32,it.britelcom;BRITELCOM DI ALESSANDRO BRIZZI & C. S.A.S.
ripencc,2a03:960::,32,it.comeser;Comeser S.r.l.
ripencc,2a03:9c0::,32,it.bitservice;Bit Service srl
ripencc,2a03:a20::,32,it.we01;Webcom TLC srl
ripencc,2a03:a60::,32,it.plink-net;Professional Link S.r.l.
ripencc,2a03:d40::,32,it.sir2001srl;ARIANNA 2001 S.P.A.
ripencc,2a04:740::,29,it.realcomm;Real Comm srl
ripencc,2a04:d00::,29,it.gate-t1;GATE T1 SRL
ripencc,2a04:d40::,29,it.bhost;BENIGNO ALESSANDRO
ripencc,2a06:100::,29,n/a
ripencc,2a06:5c0::,29,n/a
ripencc,2a06:7c0::,29,it.qboxmail;Qboxmail S.r.l.
ripencc,2a06:840::,29,it.hes-spa;H&S Qualita nel Software S.p.A.
ripencc,2a06:880::,29,n/a
ripencc,2a06:d00::,29,n/a
ripencc,2a06:dc0::,29,it.fidoka;FIDOKA SRL
ripencc,2a07:2c0::,29,it.sailweb;SAILWEB SRL
ripencc,2a07:580::,29,n/a
ripencc,2a07:700::,29,n/a
ripencc,2a07:780::,29,it.iptechnology;IP Technology srl
ripencc,2a07:940::,29,n/a
ripencc,2a09:7c0::,29,n/a
ripencc,2a09:840::,32,it.explorer;Explorer Servizi S.R.L
ripencc,2a0a:d40::,32,it.compsys;COMP.SYS SRL
ripencc,2a0b:400::,29,n/a
ripencc,2a0b:7c0::,29,n/a
ripencc,2a0b:9c0::,29,it.evacom2;Evacom S.R.L.S.
ripencc,2a0c:900::,29,it.dolomitesnetwork;DOLOMITES NETWORK S.R.L.
ripencc,2a0c:a00::,29,n/a
ripencc,2a0c:ec0::,29,it.nabiri;NABIRI S.R.L.
ripencc,2a0c:f80::,29,n/a
ripencc,2a0d:540::,29,it.bluwifi;NEWMEDIAWEB S.R.L.
ripencc,2a0d:600::,29,it.r4wisp;Riccardo Gori
ripencc,2a0d:840::,29,it.samtel;SAMTEL NETWORK SRL
ripencc,2a0d:980::,29,it.itelcoischia;ISCHIA TELECOMUNICAZIONI S.R.L.
ripencc,2a0d:cc0::,29,n/a
ripencc,2a0e:400::,25,n/a
ripencc,2a0e:d40::,29,it.linkspace;Link Space SRL
ripencc,2a0f:d80::,32,it.medianetsrl;Medi@net S.r.l.
ripencc,2a10:280::,29,it.valbruna;ACCIAIERIE VALBRUNA S.P.A.
ripencc,2a10:c00::,29,it.springosrl;Springo Srl
ripencc,2a10:c80::,29,it.bluefinancial;Blue Financial Communication S.p.A.
ripencc,2a11:280::,29,n/a
ripencc,2a11:7c0::,29,n/a
ripencc,2a11:f00::,29,n/a
ripencc,2a12:5c0::,29,n/a
ripencc,2a12:c40::,29,it.wanservice;Societa Cooperativa Sociale Wan Service
ripencc,2a12:c80::,29,n/a
ripencc,2a13:940::,29,it.ninux;Antonino Ciurleo
ripencc,2a13:f00::,29,n/a
ripencc,2001:1418::,29,it.itgate;IT.Gate S.p.A.
ripencc,2001:1450::,32,n/a
ripencc,2001:15a8::,32,n/a
ripencc,2001:1678::,32,n/a
ripencc,2001:16a8::,32,it.rmnet;RMnet S.R.L.
ripencc,2001:16d0::,32,it.clio;Clio S.R.L
ripencc,2001:1a38::,32,it.incubatec-com;INCUBATEC GmbH - Srl
ripencc,2001:1a60::,32,n/a
ripencc,2001:1ac0::,32,n/a
ripencc,2001:1bd0::,29,it.retelitds;Retelit Digital Services S.p.A.
ripencc,2001:40d0::,32,n/a
ripencc,2001:41a0::,32,it.rtrt;Regione Toscana
ripencc,2001:41a8::,32,it.seabone;TELECOM ITALIA SPARKLE S.p.A.
ripencc,2001:4b18::,32,it.fullcompany;Telecom Italia S.p.A.
ripencc,2001:4b70::,29,n/a
ripencc,2001:4b78::,29,n/a
ripencc,2001:4bb0::,32,it.intred;INTRED S.P.A.
ripencc,2001:4c90::,29,it.ngi;EOLO S.p.A.
ripencc,2001:4d38::,32,n/a
ripencc,2a00:1088::,32,it.psa;PSA S.r.l.
ripencc,2a00:10c8::,32,it.infotn;Trentino Digitale SPA
ripencc,2a00:1360::,29,it.retelitds;Retelit Digital Services S.p.A.
ripencc,2a00:14f8::,29,n/a
ripencc,2a00:1620::,32,it.cnr;Consiglio Nazionale delle Ricerche
ripencc,2a00:1988::,32,it.telnet;TELNET S.r.l.
ripencc,2a00:19a8::,32,it.spe;S.P.E.Sistemi e Progetti Elett
ripencc,2a00:1be0::,29,n/a
ripencc,2a00:1cb0::,29,n/a
ripencc,2a00:1cc8::,29,it.connesi;Connesi s.p.a.
ripencc,2a00:1d68::,32,it.hypergrid-srl;HyperGrid s.r.l.
ripencc,2a00:1f48::,29,n/a
ripencc,2a00:4060::,29,it.xstream;XSTREAM SRL
ripencc,2a00:40e0::,32,n/a
ripencc,2a00:4220::,32,n/a
ripencc,2a00:43e0::,32,it.parvati;PARVATI SRL
ripencc,2a00:46c0::,32,it.irpinianetcom;Irpinia Net-Com SRL
ripencc,2a00:4760::,29,it.elmec;ELMEC INFORMATICA S.P.A.
ripencc,2a00:4a40::,32,it.brunetz;Azienda Pubbliservizi Brunico
ripencc,2a00:5340::,32,it.neen-it;NEEN S.p.A
ripencc,2a00:54e0::,32,n/a
ripencc,2a00:5680::,32,n/a
ripencc,2a00:57a0::,32,it.infoaziende;INFOAZIENDE S.R.L.
ripencc,2a00:5b00::,29,it.redder;Redder Telco s.r.l.
ripencc,2a00:5b40::,32,it.logostech;Logos Technologies S.r.l.
ripencc,2a00:5b80::,29,it.postecom;Poste Italiane S.p.A.
ripencc,2a00:65c0::,32,n/a
ripencc,2a00:69a0::,32,n/a
ripencc,2a00:6a60::,32,it.engineering;ENGINEERING INGEGNERIA INFORMATICA SPA
ripencc,2a00:6d40::,29,it.technorail;Aruba S.p.A.
ripencc,2a00:6d80::,32,it.eos;Eos sistemi s.r.l.
ripencc,2a00:72a0::,32,n/a
ripencc,2a00:7ca0::,32,it.twt;TWT S.p.A.
ripencc,2a00:8020::,32,it.jcomnet;Jcom Net s.r.l.
ripencc,2a00:80e0::,32,it.protezionecivile;Dipartimento della Protezione Civile
ripencc,2a00:8260::,32,it.clio;Clio S.R.L
ripencc,2a00:82e0::,32,it.servereasy;Servereasy Srl
ripencc,2a00:83a0::,32,n/a
