region,ip,prefixlength,org
ripencc,5.35.160.0,21,n/a
ripencc,5.42.128.0,21,n/a
ripencc,31.186.112.0,21,n/a
ripencc,37.156.38.0,23,n/a
ripencc,46.254.248.0,21,n/a
ripencc,81.20.176.0,20,n/a
ripencc,82.112.128.0,19,n/a
ripencc,83.137.248.0,21,n/a
ripencc,87.237.128.0,21,n/a
ripencc,87.244.64.0,18,n/a
ripencc,93.191.200.0,22,n/a
ripencc,93.191.204.0,23,n/a
ripencc,93.191.206.0,23,n/a
ripencc,109.68.192.0,22,n/a
ripencc,146.19.127.0,24,je.lmaxdigital;LMAX Digital Group Limited
ripencc,173.255.144.0,21,n/a
ripencc,185.3.52.0,22,n/a
ripencc,185.16.68.0,22,je.jersey-airtel;Jersey Airtel Limited
ripencc,185.48.60.0,22,n/a
ripencc,185.57.212.0,22,n/a
ripencc,185.87.8.0,22,n/a
ripencc,185.113.12.0,22,n/a
ripencc,185.122.244.0,22,je.lmaxdigital;LMAX Digital Group Limited
ripencc,185.158.120.0,22,n/a
ripencc,185.179.89.0,24,je.scip;SC IP Limited
ripencc,185.179.101.0,24,n/a
ripencc,185.206.12.0,22,n/a
ripencc,185.235.244.0,24,je.clear;Clear Mobitel (Jersey) Limited
ripencc,188.116.44.0,24,je.gov;Government of Jersey
ripencc,193.3.239.0,24,je.gov;Government of Jersey
ripencc,193.17.36.0,22,n/a
ripencc,199.34.116.0,22,n/a
ripencc,199.66.128.0,22,n/a
ripencc,209.251.252.0,23,n/a
ripencc,212.9.0.0,19,n/a
ripencc,213.133.192.0,19,n/a
ripencc,217.198.188.0,24,n/a
