region,ip,prefixlength,org
ripencc,5.8.128.0,19,lb.sodetel;SODETEL S.A.L.
ripencc,5.45.188.0,22,lb.jl;Computel SAL
ripencc,5.57.0.0,24,lb.mic2;Mobile Interim Company no.2 sal
ripencc,5.57.1.0,24,n/a
ripencc,5.57.2.0,23,n/a
ripencc,5.57.4.0,22,n/a
ripencc,5.100.240.0,22,lb.energy;Energy Bridge Sarl
ripencc,31.170.96.0,22,lb.acs;American Community School
ripencc,37.209.248.0,21,n/a
ripencc,45.84.36.0,24,lb.prevision;Prevision S.A.R.L
ripencc,45.84.37.0,24,lb.beta-teleco;Beta Teleco S.A.R.L
ripencc,45.88.224.0,22,n/a
ripencc,45.94.52.0,22,n/a
ripencc,45.129.136.0,22,n/a
ripencc,45.131.20.0,22,lb.tedinet;TediNet S.A.R.L
ripencc,45.142.84.0,22,lb.ss-solutions;Smart Secure Solutions S.A.R.L.
ripencc,45.142.136.0,22,lb.energy;Energy Bridge Sarl
ripencc,45.145.60.0,22,lb.wimax;Wimax Company SARL
ripencc,45.155.132.0,22,n/a
ripencc,45.159.184.0,22,lb.iconnect;iconnect sarl
ripencc,46.19.192.0,21,n/a
ripencc,46.20.96.0,20,lb.smartnetworks;Smart Networks S.a.r.l
ripencc,46.227.248.0,21,lb.wise;Moscanet SAL
ripencc,62.84.64.0,19,n/a
ripencc,77.42.128.0,17,lb.libantelecom;LIBANTELECOM
ripencc,77.75.88.0,21,lb.farahnet;farahnet
ripencc,77.110.64.0,18,lb.pgroup;P-Group S.A.L. (OffShore)
ripencc,77.235.128.0,19,lb.broadbandplus;Broadband Plus S.a.l.
ripencc,77.246.64.0,20,lb.intrasky;Intrasky Offshore S.A.L.
ripencc,78.40.176.0,21,lb.masco;Masco Group LLC
ripencc,78.41.56.0,21,n/a
ripencc,78.108.160.0,20,n/a
ripencc,80.77.176.0,20,lb.zarkanet;Zarka Net SAL
ripencc,80.79.144.0,20,n/a
ripencc,80.81.144.0,20,lb.cyberia;Transmog Inc S.A.L
ripencc,80.83.16.0,20,n/a
ripencc,82.112.160.0,21,n/a
ripencc,82.146.160.0,19,lb.lunasat;LUNASAT OFF SHORE SAL
ripencc,83.171.192.0,22,n/a
ripencc,85.112.64.0,19,n/a
ripencc,85.202.92.0,22,n/a
ripencc,85.208.204.0,22,n/a
ripencc,88.218.140.0,22,lb.indevco;INDEVCO SAL
ripencc,89.108.128.0,18,lb.sodetel;SODETEL S.A.L.
ripencc,89.187.216.0,21,lb.pros-services;Pros-Services S.A.R.L.
ripencc,89.249.208.0,20,lb.wise;Moscanet SAL
ripencc,91.151.224.0,20,lb.bcd-bbn;Societe Libanaise pour le developpement et la reconstruction du centre ville de de Beyrouth (Solidere)
ripencc,91.188.208.0,22,lb.earthlinks;EarthLinks S.A.R.L
ripencc,91.192.176.0,22,lb.azadea;Azadea Group Holding SAL
ripencc,91.197.46.0,23,lb.mic1-alfa;Mobile interim company 1 S.A.L.
ripencc,91.232.100.0,23,lb.mic1-alfa;Mobile interim company 1 S.A.L.
ripencc,91.245.248.0,22,lb.lunasat;LUNASAT OFF SHORE SAL
ripencc,92.62.160.0,20,lb.cyberia;Transmog Inc S.A.L
ripencc,92.118.20.0,22,n/a
ripencc,92.242.168.0,22,lb.intrasky;Intrasky Offshore S.A.L.
ripencc,93.126.128.0,17,lb.sodetel;SODETEL S.A.L.
ripencc,93.185.80.0,20,lb.lb-actel;ACTEL S.A.L.
ripencc,93.185.224.0,20,lb.wise;Moscanet SAL
ripencc,94.187.0.0,17,lb.libantelecom;LIBANTELECOM
ripencc,94.231.193.0,24,n/a
ripencc,95.141.48.0,20,lb.wise;Moscanet SAL
ripencc,95.214.212.0,22,n/a
ripencc,109.75.64.0,20,n/a
ripencc,109.110.96.0,19,n/a
ripencc,109.233.16.0,21,n/a
ripencc,141.105.80.0,20,lb.cyberia;Transmog Inc S.A.L
ripencc,141.138.176.0,20,lb.wise;Moscanet SAL
ripencc,146.185.32.0,21,n/a
ripencc,147.78.44.0,22,n/a
ripencc,149.3.152.0,21,lb.bcd-bbn;Societe Libanaise pour le developpement et la reconstruction du centre ville de de Beyrouth (Solidere)
ripencc,160.238.120.0,22,lb.dataplus;Data Plus SARL
ripencc,176.119.208.0,24,lb.cinco;CINCO. NET s.a.r.l
ripencc,178.135.0.0,16,lb.libantelecom;LIBANTELECOM
ripencc,185.3.20.0,22,lb.cyberia;Transmog Inc S.A.L
ripencc,185.4.252.0,22,n/a
ripencc,185.6.148.0,22,n/a
ripencc,185.7.128.0,22,n/a
ripencc,185.9.136.0,22,n/a
ripencc,185.12.220.0,22,n/a
ripencc,185.16.249.0,24,n/a
ripencc,185.22.32.0,22,lb.thglobalvision;T.H. Global Vision SARL
ripencc,185.30.36.0,22,lb.bcd-bbn;Societe Libanaise pour le developpement et la reconstruction du centre ville de de Beyrouth (Solidere)
ripencc,185.37.232.0,22,lb.capitaloutsouring;CAPITAL OUTSOURCING SAL
ripencc,185.38.28.0,22,n/a
ripencc,185.40.208.0,22,lb.mirsat;MIRSAT SAL
ripencc,185.44.152.0,22,lb.gds;Globalcom Data services SAL
ripencc,185.54.60.0,22,n/a
ripencc,185.54.96.0,22,lb.gm-group;GlobeMed Solutions SAL
ripencc,185.58.200.0,22,lb.wise;Moscanet SAL
ripencc,185.61.48.0,22,n/a
ripencc,185.70.224.0,22,n/a
ripencc,185.72.216.0,22,n/a
ripencc,185.76.176.0,22,lb.mic2;Mobile Interim Company no.2 sal
ripencc,185.81.140.0,22,lb.mic1-alfa;Mobile interim company 1 S.A.L.
ripencc,185.82.32.0,22,n/a
ripencc,185.82.96.0,22,lb.net360;NET 360 S.A.R.L
ripencc,185.84.104.0,22,n/a
ripencc,185.86.160.0,22,n/a
