region,version,ip,prefixlength,org
arin,ipv4,23.186.240.0,24,n/a
arin,ipv4,66.118.36.0,22,n/a
arin,ipv4,69.12.108.0,22,n/a
arin,ipv4,104.153.248.0,22,n/a
arin,ipv4,104.245.204.0,22,n/a
arin,ipv4,162.213.168.0,22,n/a
arin,ipv4,162.253.100.0,22,n/a
arin,ipv4,192.243.48.0,20,n/a
arin,ipv4,198.101.28.0,22,n/a
arin,ipv4,199.127.196.0,22,n/a
arin,ipv4,206.53.141.0,24,n/a
arin,ipv6,2602:fc3a::,36,n/a
arin,ipv6,2604:8c80::,32,n/a
arin,ipv6,2605:d880::,32,n/a
arin,ipv6,2001:504:63::,48,n/a
ripencc,ipv4,45.9.148.0,22,dm.niceit1;Nice IT Services Group Inc.
ripencc,ipv6,2a0e:fa00::,29,dm.niceit1;Nice IT Services Group Inc.
