region,ip,prefixlength,org
ripencc,2a00:f38::,29,am.armentel;Telecom Armenia CJSC
ripencc,2a03:5e0::,32,n/a
ripencc,2a0a:9c0::,29,n/a
ripencc,2001:4d00::,32,n/a
ripencc,2a00:1500::,29,n/a
ripencc,2a00:1f28::,32,am.k-telecom;MTS Armenia CJSC
ripencc,2a00:cc40::,29,n/a
ripencc,2a01:4000::,32,am.k-telecom;MTS Armenia CJSC
ripencc,2a01:4a00::,32,n/a
ripencc,2a01:bbc0::,32,"am.abc-domain;""ABC Domain"" LLC"
ripencc,2a02:29f8::,32,n/a
ripencc,2a02:2a50::,29,am.gnc;GNC-Alfa CJSC
ripencc,2a02:5960::,32,n/a
ripencc,2a03:1080::,32,n/a
ripencc,2a03:1900::,29,n/a
ripencc,2a03:2300::,29,n/a
ripencc,2a03:27c0::,32,n/a
ripencc,2a03:3d00::,29,am.netsys;Netsys JV LLC
ripencc,2a03:5620::,32,n/a
ripencc,2a05:f140::,29,n/a
ripencc,2a06:33c0::,29,am.ispsupport;ISP SUPPORT LLC
ripencc,2a07:66c0::,29,"am.eif;""Enterprise Incubator"" Foundation"
ripencc,2a07:ce00::,29,"am.digitain;""DIGITAIN"" LLC"
ripencc,2a09:6c80::,32,n/a
ripencc,2a09:f840::,29,n/a
ripencc,2a0a:3440::,29,n/a
ripencc,2a0a:3880::,29,n/a
ripencc,2a0b:7000::,29,n/a
ripencc,2a0b:a3c0::,29,am.nornorq;Fnet LLC
ripencc,2a0b:ff80::,29,am.tinsllc;TINS LLC
ripencc,2a0c:2080::,29,n/a
ripencc,2a0c:6440::,29,am.regika;Sajad Charipour
ripencc,2a0c:6dc0::,29,n/a
ripencc,2a0d:b800::,29,am.interlink;Interlink LLC
ripencc,2a0d:cd00::,29,am.vnet;Virus Net LLC
ripencc,2a0e:2d80::,29,am.deltatelecom;Deltatelecom LLC
ripencc,2a0e:6040::,29,n/a
ripencc,2a0e:7100::,29,n/a
ripencc,2a11:6fc0::,29,am.ispsupport;ISP SUPPORT LLC
ripencc,2a12:5d40::,29,n/a
ripencc,2a12:65c0::,29,am.lirllc;LIR LLC
ripencc,2a13:1ec0::,32,n/a
ripencc,2a13:3a00::,29,am.agium;Agium LLC
