region,ip,prefixlength
ripencc,31.217.249.0,24
ripencc,37.131.0.0,17
ripencc,45.11.72.0,22
ripencc,46.42.64.0,18
ripencc,46.184.128.0,17
ripencc,46.235.208.0,21
ripencc,62.209.0.0,19
ripencc,77.69.128.0,17
ripencc,77.83.88.0,22
ripencc,77.92.160.0,19
ripencc,78.110.64.0,20
ripencc,79.171.240.0,21
ripencc,80.88.240.0,20
ripencc,80.95.208.0,20
ripencc,80.241.144.0,20
ripencc,81.22.16.0,20
ripencc,82.194.32.0,19
ripencc,83.136.56.0,21
ripencc,84.255.128.0,18
ripencc,85.158.128.0,21
ripencc,87.236.48.0,21
ripencc,87.236.136.0,21
ripencc,87.237.192.0,21
ripencc,87.252.96.0,21
ripencc,87.252.104.0,23
ripencc,87.252.126.0,23
ripencc,88.201.0.0,17
ripencc,89.31.192.0,21
ripencc,89.148.0.0,18
ripencc,91.189.188.0,22
ripencc,93.188.192.0,21
ripencc,94.76.0.0,18
ripencc,94.79.192.0,18
ripencc,95.84.64.0,18
ripencc,109.63.0.0,17
ripencc,109.161.128.0,17
ripencc,151.248.96.0,20
ripencc,176.118.176.0,22
ripencc,178.132.32.0,20
ripencc,185.3.120.0,22
ripencc,185.7.8.0,22
ripencc,185.33.176.0,22
ripencc,185.34.228.0,22
ripencc,185.36.88.0,22
ripencc,185.49.160.0,22
ripencc,185.143.124.0,22
ripencc,185.156.236.0,22
ripencc,185.165.176.0,22
ripencc,185.201.192.0,22
ripencc,185.236.132.0,22
ripencc,188.116.192.0,18
ripencc,188.137.128.0,17
ripencc,193.25.204.0,24
ripencc,193.188.96.0,19
ripencc,213.5.134.0,24
ripencc,217.17.224.0,20
ripencc,217.17.240.0,20
