region,ip,prefixlength
apnic,2001:df0:40c::,48
apnic,2001:df1:c200::,48
apnic,2001:df6:8d00::,48
ripencc,2001:678:c::,48
ripencc,2001:7f8:9::,48
ripencc,2001:678:4c::,48
ripencc,2001:67c:ec::,48
ripencc,2001:7f8:2d::,48
ripencc,2001:7f8:43::,48
ripencc,2001:7f8:47::,48
ripencc,2001:7f8:4e::,48
ripencc,2001:7f8:54::,48
ripencc,2001:7f8:59::,48
ripencc,2001:7f8:68::,48
ripencc,2001:7f8:6d::,48
ripencc,2001:7f8:81::,48
ripencc,2001:7f8:88::,48
ripencc,2001:7f8:89::,48
ripencc,2001:7f8:99::,48
ripencc,2001:7f8:b1::,48
ripencc,2001:7f8:e3::,48
ripencc,2001:7f8:ef::,48
ripencc,2001:7f8:f4::,48
ripencc,2001:7f8:fa::,48
ripencc,2001:678:158::,48
ripencc,2001:678:3bc::,48
ripencc,2001:678:3cc::,48
ripencc,2001:678:3fc::,48
ripencc,2001:678:430::,46
ripencc,2001:678:624::,48
ripencc,2001:678:794::,48
ripencc,2001:678:7b0::,48
ripencc,2001:678:7c8::,48
ripencc,2001:678:8cc::,48
ripencc,2001:678:8d0::,48
ripencc,2001:678:938::,48
ripencc,2001:678:984::,48
ripencc,2001:678:9f8::,48
ripencc,2001:678:a48::,48
ripencc,2001:678:a4c::,48
ripencc,2001:678:a64::,48
ripencc,2001:678:ac4::,48
ripencc,2001:678:b64::,48
ripencc,2001:678:bc0::,48
ripencc,2001:678:bf8::,48
ripencc,2001:678:d04::,48
ripencc,2001:678:d18::,48
ripencc,2001:678:d2c::,48
ripencc,2001:678:de8::,48
ripencc,2001:678:e0c::,48
ripencc,2001:678:e6c::,48
ripencc,2001:678:ea8::,48
ripencc,2001:678:eac::,48
ripencc,2001:678:eb0::,48
ripencc,2001:678:f24::,48
ripencc,2001:67c:200::,48
ripencc,2001:67c:214::,48
ripencc,2001:67c:288::,48
ripencc,2001:67c:2a4::,48
ripencc,2001:67c:354::,48
ripencc,2001:67c:3b0::,48
ripencc,2001:67c:408::,48
ripencc,2001:67c:414::,48
ripencc,2001:67c:494::,48
ripencc,2001:67c:4c0::,48
ripencc,2001:67c:54c::,48
ripencc,2001:67c:6a4::,48
ripencc,2001:67c:890::,48
ripencc,2001:67c:8a0::,48
ripencc,2001:67c:8c0::,48
ripencc,2001:67c:8d0::,48
ripencc,2001:67c:9cc::,48
ripencc,2001:67c:9ec::,48
ripencc,2001:67c:a38::,48
ripencc,2001:67c:a64::,48
ripencc,2001:67c:b28::,48
ripencc,2001:7f8:140::,48
ripencc,2001:67c:1030::,48
ripencc,2001:67c:10f0::,48
ripencc,2001:67c:10f8::,48
ripencc,2001:67c:1108::,47
ripencc,2001:67c:118c::,48
ripencc,2001:67c:11b0::,48
ripencc,2001:67c:11c8::,48
ripencc,2001:67c:1254::,48
ripencc,2001:67c:1278::,48
ripencc,2001:67c:128c::,48
ripencc,2001:67c:1298::,48
ripencc,2001:67c:1308::,48
ripencc,2001:67c:1348::,48
ripencc,2001:67c:1354::,48
ripencc,2001:67c:1424::,48
ripencc,2001:67c:157c::,48
ripencc,2001:67c:1680::,48
ripencc,2001:67c:1690::,48
ripencc,2001:67c:1718::,47
ripencc,2001:67c:1740::,48
ripencc,2001:67c:1788::,48
ripencc,2001:67c:17fc::,48
ripencc,2001:67c:1814::,48
ripencc,2001:67c:184c::,48
ripencc,2001:67c:19a8::,48
ripencc,2001:67c:1be4::,48
ripencc,2001:67c:2008::,48
ripencc,2001:67c:2024::,48
ripencc,2001:67c:20f0::,48
ripencc,2001:67c:2160::,48
ripencc,2001:67c:217c::,48
ripencc,2001:67c:2188::,48
ripencc,2001:67c:2200::,48
ripencc,2001:67c:2218::,47
ripencc,2001:67c:229c::,48
ripencc,2001:67c:22a4::,48
ripencc,2001:67c:239c::,48
ripencc,2001:67c:23e0::,48
ripencc,2001:67c:2480::,48
ripencc,2001:67c:25a8::,48
ripencc,2001:67c:25e4::,48
ripencc,2001:67c:25e8::,48
ripencc,2001:67c:2608::,48
ripencc,2001:67c:2698::,48
ripencc,2001:67c:26d8::,48
ripencc,2001:67c:280c::,48
ripencc,2001:67c:2844::,48
ripencc,2001:67c:2858::,48
ripencc,2001:67c:285c::,48
ripencc,2001:67c:2868::,48
ripencc,2001:67c:2888::,48
ripencc,2001:67c:288c::,48
ripencc,2001:67c:2914::,48
ripencc,2001:67c:291c::,48
ripencc,2001:67c:2944::,48
ripencc,2001:67c:2998::,48
ripencc,2001:67c:29c0::,47
ripencc,2001:67c:2a2c::,48
ripencc,2001:67c:2a50::,48
ripencc,2001:67c:2a74::,48
ripencc,2001:67c:2a80::,48
ripencc,2001:67c:2b18::,48
ripencc,2001:67c:2b38::,48
ripencc,2001:67c:2b3c::,48
ripencc,2001:67c:2d48::,48
ripencc,2001:67c:2eb4::,48
ripencc,2001:67c:2ebc::,48
ripencc,2001:67c:2fe4::,48
