region,ip,prefixlength
lacnic,2801:1::,32
lacnic,2801:1b::,48
lacnic,2801:151::,36
lacnic,2801:1d4::,36
lacnic,2801:0:4a0::,48
lacnic,2801:18:800::,48
lacnic,2801:1c:800::,48
lacnic,2801:11:3000::,48
lacnic,2801:13:1800::,48
lacnic,2801:13:c800::,48
lacnic,2801:13:f000::,48
lacnic,2801:15:2000::,48
lacnic,2801:15:8000::,48
lacnic,2801:15:8001::,48
lacnic,2801:15:8002::,47
lacnic,2801:15:8004::,46
lacnic,2801:15:8008::,45
lacnic,2801:16:a000::,48
lacnic,2801:17:8000::,48
lacnic,2801:1c:4800::,48
lacnic,2801:1d:a000::,44
lacnic,2801:1e:8000::,48
lacnic,2801:1f:2000::,48
lacnic,2801:1f:c000::,48
lacnic,2001:13c7:7004::,48
