region,ip,prefixlength,org
arin,45.42.144.0,22,n/a
arin,64.37.32.0,20,n/a
arin,64.147.80.0,20,n/a
arin,66.55.112.0,20,n/a
arin,66.97.172.0,23,n/a
arin,69.17.192.0,19,n/a
arin,74.114.240.0,22,n/a
arin,76.8.32.0,20,n/a
arin,104.218.168.0,21,n/a
arin,142.54.192.0,21,n/a
arin,162.219.233.0,24,n/a
arin,162.221.212.0,22,n/a
arin,162.255.216.0,21,n/a
arin,192.40.84.0,22,n/a
arin,192.156.199.0,24,n/a
arin,192.219.29.0,24,n/a
arin,196.1.107.0,24,n/a
arin,196.12.64.0,18,n/a
arin,198.182.170.0,24,n/a
arin,198.186.235.0,24,n/a
arin,198.187.171.0,24,n/a
arin,198.207.16.0,21,n/a
arin,199.15.228.0,22,n/a
arin,199.16.248.0,22,n/a
arin,199.27.70.0,23,n/a
arin,199.68.192.0,22,n/a
arin,199.87.170.0,23,n/a
arin,199.96.64.0,22,n/a
arin,199.193.228.0,22,n/a
arin,200.1.160.0,24,n/a
arin,200.10.165.0,24,n/a
arin,200.10.166.0,24,n/a
arin,204.13.24.0,21,n/a
arin,205.211.8.0,23,n/a
arin,206.53.176.0,20,n/a
arin,206.188.128.0,19,n/a
arin,207.2.96.0,21,n/a
arin,207.228.128.0,18,n/a
arin,208.75.200.0,22,n/a
arin,208.82.164.0,22,n/a
arin,208.89.228.0,22,n/a
arin,209.240.32.0,20,n/a
arin,216.249.32.0,20,n/a
ripencc,31.47.88.0,21,bm.absl-me;ABS Global Ltd
ripencc,78.138.9.0,24,n/a
ripencc,78.138.62.0,24,n/a
ripencc,83.229.17.0,24,n/a
ripencc,83.229.24.0,24,n/a
ripencc,83.229.26.0,24,n/a
ripencc,83.229.56.0,23,n/a
ripencc,83.229.61.0,24,n/a
ripencc,83.229.103.0,24,n/a
ripencc,83.229.108.0,24,n/a
ripencc,83.229.111.0,24,n/a
ripencc,185.198.104.0,22,bm.absl-me;ABS Global Ltd
ripencc,213.255.206.0,24,n/a
ripencc,213.255.226.0,24,n/a
ripencc,213.255.246.0,24,n/a
ripencc,217.194.128.0,23,n/a
ripencc,217.194.138.0,24,n/a
ripencc,217.194.148.0,24,n/a
ripencc,217.194.158.0,23,n/a
