region,ip,prefixlength,org
ripencc,45.11.144.0,22,n/a
ripencc,45.135.252.0,22,gg.specsavers;Specsavers Optical Group Limited
ripencc,46.31.240.0,21,gg.wavetelecom;JT (Guernsey) Limited
ripencc,46.235.128.0,21,n/a
ripencc,78.41.0.0,21,gg.wavetelecom;JT (Guernsey) Limited
ripencc,92.43.208.0,21,gg.wavetelecom;JT (Guernsey) Limited
ripencc,93.187.0.0,21,gg.wavetelecom;JT (Guernsey) Limited
ripencc,93.189.160.0,21,gg.wavetelecom;JT (Guernsey) Limited
ripencc,185.37.76.0,22,gg.wavetelecom;JT (Guernsey) Limited
ripencc,185.85.253.0,24,n/a
ripencc,185.94.31.0,24,n/a
ripencc,185.104.200.0,22,gg.alternative;Alternative Solutions Limited
ripencc,185.110.36.0,22,gg.nextgeneration;Next Generation IT Limited
ripencc,185.159.16.0,22,n/a
ripencc,185.201.0.0,22,gg.corvid;CORVID Protect Holdings Limited
ripencc,195.226.128.0,19,gg.wavetelecom;JT (Guernsey) Limited
ripencc,213.163.192.0,19,n/a
