region,ip,prefixlength
afrinic,102.130.32.0,21
afrinic,102.213.212.0,23
afrinic,102.214.220.0,23
afrinic,102.217.92.0,22
afrinic,102.218.176.0,22
afrinic,102.219.173.0,24
afrinic,156.38.8.0,21
afrinic,196.49.7.0,24
afrinic,196.223.12.0,24
