region,version,ip,prefixlength,state
*,ipv4,0.0.0.0,8,reserved
*,ipv4,10.0.0.0,8,reserved
*,ipv4,100.64.0.0,10,reserved
*,ipv4,127.0.0.0,8,reserved
*,ipv4,169.254.0.0,16,reserved
*,ipv4,172.16.0.0,12,reserved
*,ipv4,192.0.0.0,24,reserved
*,ipv4,192.0.2.0,24,reserved
*,ipv4,192.31.196.0,24,reserved
*,ipv4,192.52.193.0,24,reserved
*,ipv4,192.88.99.0,24,reserved
*,ipv4,192.168.0.0,16,reserved
*,ipv4,192.175.48.0,24,reserved
*,ipv4,198.18.0.0,15,reserved
*,ipv4,198.51.100.0,24,reserved
*,ipv4,203.0.113.0,24,reserved
*,ipv4,224.0.0.0,8,reserved
*,ipv4,225.0.0.0,8,reserved
*,ipv4,226.0.0.0,8,reserved
*,ipv4,227.0.0.0,8,reserved
*,ipv4,228.0.0.0,8,reserved
*,ipv4,229.0.0.0,8,reserved
*,ipv4,230.0.0.0,8,reserved
*,ipv4,231.0.0.0,8,reserved
*,ipv4,232.0.0.0,8,reserved
*,ipv4,233.0.0.0,8,reserved
*,ipv4,234.0.0.0,8,reserved
*,ipv4,235.0.0.0,8,reserved
*,ipv4,236.0.0.0,8,reserved
*,ipv4,237.0.0.0,8,reserved
*,ipv4,238.0.0.0,8,reserved
*,ipv4,239.0.0.0,8,reserved
*,ipv4,240.0.0.0,8,reserved
*,ipv4,241.0.0.0,8,reserved
*,ipv4,242.0.0.0,8,reserved
*,ipv4,243.0.0.0,8,reserved
*,ipv4,244.0.0.0,8,reserved
*,ipv4,245.0.0.0,8,reserved
*,ipv4,246.0.0.0,8,reserved
*,ipv4,247.0.0.0,8,reserved
*,ipv4,248.0.0.0,8,reserved
*,ipv4,249.0.0.0,8,reserved
*,ipv4,250.0.0.0,8,reserved
*,ipv4,251.0.0.0,8,reserved
*,ipv4,252.0.0.0,8,reserved
*,ipv4,253.0.0.0,8,reserved
*,ipv4,254.0.0.0,8,reserved
*,ipv4,255.0.0.0,8,reserved
*,ipv6,8000:0000::,3,reserved
*,ipv6,a000:0000::,3,reserved
*,ipv6,c000:0000::,3,reserved
*,ipv6,e000:0000::,4,reserved
*,ipv6,0000:0000::,8,reserved
*,ipv6,0100:0000::,8,reserved
*,ipv6,0200:0000::,7,reserved
*,ipv6,0400:0000::,6,reserved
*,ipv6,0800:0000::,5,reserved
*,ipv6,1000:0000::,4,reserved
*,ipv6,2000:0000::,16,reserved
*,ipv6,2001:0000::,23,reserved
*,ipv6,2001:0db8::,32,reserved
