region,version,ip,prefixlength,state
apnic,ipv4,202.62.118.0,23,allocated
apnic,ipv4,202.62.0.0,22,allocated
apnic,ipv4,183.81.128.0,20,allocated
apnic,ipv4,144.120.0.0,16,allocated
apnic,ipv4,124.108.24.0,21,allocated
apnic,ipv4,119.235.96.0,21,allocated
apnic,ipv4,119.235.64.0,19,allocated
apnic,ipv4,113.20.64.0,19,allocated
apnic,ipv4,110.35.88.0,21,allocated
apnic,ipv4,103.244.228.0,22,allocated
apnic,ipv4,103.178.195.0,24,assigned
apnic,ipv4,103.148.54.0,23,allocated
apnic,ipv4,202.62.4.0,23,allocated
apnic,ipv4,103.147.194.0,23,assigned
apnic,ipv4,103.116.156.0,24,assigned
apnic,ipv4,103.101.240.0,22,allocated
apnic,ipv4,103.99.43.0,24,assigned
apnic,ipv4,103.77.225.0,24,assigned
apnic,ipv4,103.76.157.0,24,assigned
apnic,ipv4,103.71.204.0,24,assigned
apnic,ipv4,103.58.20.0,22,allocated
apnic,ipv4,103.52.88.0,22,allocated
apnic,ipv4,103.1.180.0,22,allocated
apnic,ipv4,45.117.244.0,22,allocated
apnic,ipv4,45.117.240.0,22,allocated
apnic,ipv4,103.137.129.0,24,assigned
apnic,ipv4,202.62.6.0,23,allocated
apnic,ipv4,27.123.128.0,18,allocated
apnic,ipv4,202.62.120.0,22,allocated
apnic,ipv4,45.112.224.0,22,allocated
apnic,ipv4,210.7.0.0,19,allocated
apnic,ipv4,203.119.51.0,24,assigned
apnic,ipv4,203.83.251.0,24,assigned
apnic,ipv4,203.202.235.0,24,assigned
apnic,ipv4,202.151.16.0,20,allocated
apnic,ipv4,202.137.176.0,21,allocated
apnic,ipv4,202.129.228.0,22,allocated
apnic,ipv4,202.62.124.0,22,allocated
apnic,ipv4,202.170.32.0,20,allocated
apnic,ipv6,2401:e600::,32,allocated
apnic,ipv6,2407:800::,32,allocated
apnic,ipv6,2406:f800::,32,allocated
apnic,ipv6,2403:4600::,32,allocated
apnic,ipv6,2402:2940::,32,allocated
apnic,ipv6,2402:1840::,32,allocated
apnic,ipv6,2401:d7c0::,32,allocated
apnic,ipv6,2001:df2:4c80::,47,assigned
apnic,ipv6,2400:6d00::,32,allocated
apnic,ipv6,2001:df5:fa00::,48,assigned
apnic,ipv6,2001:df5:5700::,48,assigned
apnic,ipv6,2001:df2:a280::,47,assigned
apnic,ipv6,2001:df2:4b00::,48,assigned
apnic,ipv6,2001:df0:91::,48,assigned
apnic,ipv6,2001:dd8::,48,assigned
apnic,ipv6,2401:5100::,32,allocated
apnic,ipv6,2407:a000::,32,allocated
