region,version,ip,prefixlength,state
afrinic,ipv4,154.73.88.0,22,allocated
afrinic,ipv4,102.222.64.0,23,allocated
afrinic,ipv4,102.222.61.0,24,allocated
afrinic,ipv4,102.222.36.0,22,allocated
afrinic,ipv4,102.216.108.0,22,allocated
afrinic,ipv4,102.215.216.0,23,allocated
afrinic,ipv4,102.215.16.0,22,allocated
afrinic,ipv4,105.235.208.0,21,allocated
afrinic,ipv4,102.214.13.0,24,allocated
afrinic,ipv4,102.64.72.0,22,allocated
afrinic,ipv4,102.64.0.0,22,allocated
afrinic,ipv4,102.36.212.0,22,allocated
afrinic,ipv4,102.23.80.0,22,allocated
afrinic,ipv4,102.22.232.0,22,allocated
afrinic,ipv4,41.222.72.0,22,allocated
afrinic,ipv4,102.64.124.0,22,allocated
afrinic,ipv4,41.79.120.0,22,allocated
afrinic,ipv4,41.79.24.0,22,allocated
afrinic,ipv4,169.255.136.0,22,allocated
afrinic,ipv4,192.145.180.0,22,allocated
afrinic,ipv4,196.192.116.0,22,allocated
afrinic,ipv4,196.201.8.0,22,allocated
afrinic,ipv4,197.231.236.0,22,allocated
afrinic,ipv4,102.64.59.0,24,assigned
afrinic,ipv4,196.60.88.0,24,assigned
afrinic,ipv4,196.60.89.0,24,assigned
afrinic,ipv4,169.255.24.0,22,allocated
afrinic,ipv6,2c0f:f950::,32,allocated
afrinic,ipv6,2c0f:f690::,32,allocated
afrinic,ipv6,2c0f:2080::,32,allocated
afrinic,ipv6,2001:43f8:13b1::,48,assigned
afrinic,ipv6,2001:43f8:1661::,48,assigned
afrinic,ipv6,2001:43f8:1660::,48,assigned
afrinic,ipv6,2c0f:d80::,32,allocated
afrinic,ipv6,2c0f:fa20::,32,allocated
