region,ip,prefixlength,state
apnic,2401:df40::,32,allocated
ripencc,2001:67c:1728::,48,assigned
ripencc,2a10:cec0::,32,allocated
ripencc,2a0d:be80::,29,allocated
ripencc,2a0c:c040::,29,allocated
ripencc,2a0c:a600::,29,allocated
ripencc,2a0a:b880::,29,allocated
ripencc,2a0a:8680::,29,allocated
ripencc,2a09:82c0::,29,allocated
ripencc,2a07:3b80::,29,allocated
ripencc,2a07:3a40::,32,allocated
ripencc,2a05:b180::,29,allocated
ripencc,2a05:8c00::,29,allocated
ripencc,2a03:dc40::,32,allocated
ripencc,2a03:50c0::,32,allocated
ripencc,2a02:638::,32,allocated
ripencc,2a01:8c40::,32,allocated
ripencc,2a01:d0::,32,allocated
