region,version,ip,prefixlength,state
afrinic,ipv4,169.239.40.0,22,allocated
afrinic,ipv4,41.223.28.0,22,allocated
afrinic,ipv4,41.244.0.0,16,allocated
afrinic,ipv4,102.132.16.0,20,allocated
afrinic,ipv4,102.216.38.0,24,allocated
afrinic,ipv4,102.218.164.0,22,allocated
afrinic,ipv4,102.219.44.0,22,allocated
afrinic,ipv4,41.217.148.0,22,allocated
afrinic,ipv4,102.219.68.0,22,allocated
afrinic,ipv4,102.244.0.0,14,allocated
afrinic,ipv4,129.0.0.0,16,allocated
afrinic,ipv4,154.70.96.0,19,allocated
afrinic,ipv4,154.72.128.0,18,allocated
afrinic,ipv4,154.126.128.0,19,allocated
afrinic,ipv4,154.126.160.0,19,allocated
afrinic,ipv4,102.220.16.0,22,allocated
afrinic,ipv4,165.210.0.0,15,allocated
afrinic,ipv4,41.216.232.0,22,allocated
afrinic,ipv4,41.205.64.0,19,allocated
afrinic,ipv4,41.92.152.0,21,allocated
afrinic,ipv4,41.92.180.0,22,allocated
afrinic,ipv4,41.92.184.0,22,allocated
afrinic,ipv4,41.92.196.0,22,allocated
afrinic,ipv4,41.92.200.0,22,allocated
afrinic,ipv4,41.92.208.0,21,allocated
afrinic,ipv4,41.211.96.0,19,allocated
afrinic,ipv4,41.92.216.0,22,allocated
afrinic,ipv4,41.92.248.0,21,allocated
afrinic,ipv4,41.190.224.0,22,allocated
afrinic,ipv4,41.191.100.0,22,allocated
afrinic,ipv4,41.202.192.0,19,allocated
afrinic,ipv4,41.204.64.0,19,allocated
afrinic,ipv4,41.205.0.0,19,allocated
afrinic,ipv4,41.92.224.0,24,allocated
afrinic,ipv4,41.92.128.0,21,allocated
afrinic,ipv4,41.77.80.0,21,allocated
afrinic,ipv4,195.24.192.0,19,allocated
afrinic,ipv4,169.255.4.0,22,allocated
afrinic,ipv4,196.216.212.0,24,assigned
afrinic,ipv4,196.60.84.0,24,assigned
afrinic,ipv4,196.60.7.0,24,assigned
afrinic,ipv4,196.49.84.0,24,assigned
afrinic,ipv4,196.49.38.0,24,assigned
afrinic,ipv4,196.3.90.0,24,assigned
afrinic,ipv4,196.60.6.0,24,assigned
afrinic,ipv4,102.223.6.0,24,assigned
afrinic,ipv4,102.220.222.0,24,assigned
afrinic,ipv4,102.218.252.0,22,assigned
afrinic,ipv4,102.135.189.0,24,assigned
afrinic,ipv4,197.159.0.0,19,allocated
afrinic,ipv4,196.202.232.0,21,allocated
afrinic,ipv4,192.145.186.0,23,assigned
afrinic,ipv6,2c0f:f070::,32,allocated
afrinic,ipv6,2c0f:fad8::,32,allocated
afrinic,ipv6,2c0f:f7d0::,32,allocated
afrinic,ipv6,2c0f:f6c8::,32,allocated
afrinic,ipv6,2c0f:f660::,32,allocated
afrinic,ipv6,2c0f:f4d8::,32,allocated
afrinic,ipv6,2c0f:f3d8::,32,allocated
afrinic,ipv6,2c0f:5900::,32,allocated
afrinic,ipv6,2001:43f8:d71::,48,assigned
afrinic,ipv6,2c0f:3100::,32,allocated
afrinic,ipv6,2001:43ff:8000::,44,assigned
afrinic,ipv6,2001:43fe:c000::,48,assigned
afrinic,ipv6,2001:43fd:c000::,48,assigned
afrinic,ipv6,2001:43fc:a000::,48,assigned
afrinic,ipv6,2001:43f8:1470::,48,assigned
afrinic,ipv6,2001:43f8:d70::,48,assigned
afrinic,ipv6,2001:4268::,32,allocated
afrinic,ipv6,2c0f:4e00::,32,allocated
afrinic,ipv6,2c0f:fae0::,32,allocated
