region,version,ip,prefixlength,state
ripencc,ipv4,185.110.36.0,22,allocated
ripencc,ipv4,46.31.240.0,21,allocated
ripencc,ipv4,46.235.128.0,21,allocated
ripencc,ipv4,78.41.0.0,21,allocated
ripencc,ipv4,92.43.208.0,21,allocated
ripencc,ipv4,93.187.0.0,21,allocated
ripencc,ipv4,93.189.160.0,21,allocated
ripencc,ipv4,185.37.76.0,22,allocated
ripencc,ipv4,185.85.253.0,24,allocated
ripencc,ipv4,185.94.31.0,24,allocated
ripencc,ipv4,185.104.200.0,22,allocated
ripencc,ipv4,45.11.144.0,22,allocated
ripencc,ipv4,185.159.16.0,22,allocated
ripencc,ipv4,185.201.0.0,22,allocated
ripencc,ipv4,195.226.128.0,19,allocated
ripencc,ipv4,213.163.192.0,19,allocated
ripencc,ipv4,193.104.140.0,24,assigned
ripencc,ipv4,194.145.126.0,24,assigned
ripencc,ipv4,45.135.252.0,22,allocated
ripencc,ipv6,2a00:8300::,32,allocated
ripencc,ipv6,2a01:5480::,32,allocated
ripencc,ipv6,2a04:6b40::,29,allocated
ripencc,ipv6,2a07:b140::,29,allocated
ripencc,ipv6,2a09:5d40::,29,allocated
