region,version,ip,prefixlength,state
ripencc,ipv4,193.218.123.0,24,allocated
afrinic,ipv4,196.176.0.0,14,allocated
afrinic,ipv4,193.95.0.0,17,allocated
afrinic,ipv4,169.255.68.0,22,allocated
afrinic,ipv4,165.50.0.0,15,allocated
afrinic,ipv4,164.160.0.0,22,allocated
afrinic,ipv4,160.156.0.0,14,allocated
afrinic,ipv4,154.104.0.0,13,allocated
afrinic,ipv4,154.72.224.0,20,allocated
afrinic,ipv4,102.240.0.0,14,allocated
afrinic,ipv4,102.221.128.0,22,allocated
afrinic,ipv4,196.184.0.0,14,allocated
afrinic,ipv4,102.219.176.0,22,allocated
afrinic,ipv4,102.219.112.0,22,allocated
afrinic,ipv4,102.217.210.0,24,allocated
afrinic,ipv4,102.217.168.0,22,allocated
afrinic,ipv4,102.215.218.0,23,allocated
afrinic,ipv4,102.168.0.0,13,allocated
afrinic,ipv4,102.156.0.0,14,allocated
afrinic,ipv4,102.152.0.0,14,allocated
afrinic,ipv4,102.128.0.0,18,allocated
afrinic,ipv4,102.104.0.0,13,allocated
afrinic,ipv4,102.24.0.0,13,allocated
afrinic,ipv4,102.219.164.0,22,allocated
afrinic,ipv4,196.203.0.0,16,allocated
afrinic,ipv4,196.224.0.0,12,allocated
afrinic,ipv4,197.0.0.0,11,allocated
ripencc,ipv4,193.105.15.0,24,allocated
ripencc,ipv4,193.39.113.0,24,allocated
ripencc,ipv4,91.198.207.0,24,allocated
afrinic,ipv4,41.224.0.0,13,allocated
afrinic,ipv4,196.216.156.0,22,assigned
afrinic,ipv4,196.41.95.0,24,assigned
afrinic,ipv4,192.68.138.0,24,assigned
afrinic,ipv4,41.62.0.0,16,allocated
afrinic,ipv4,102.164.112.0,23,assigned
afrinic,ipv4,102.141.204.0,22,assigned
afrinic,ipv4,197.238.0.0,16,allocated
afrinic,ipv4,213.150.160.0,19,allocated
afrinic,ipv4,197.240.0.0,16,allocated
afrinic,ipv4,197.244.0.0,16,allocated
afrinic,ipv4,102.220.118.0,24,assigned
afrinic,ipv6,2c0f:fab0::,28,allocated
afrinic,ipv6,2c0f:f7c8::,32,allocated
afrinic,ipv6,2c0f:f5f8::,32,allocated
afrinic,ipv6,2c0f:f3a0::,32,allocated
afrinic,ipv6,2c0f:f290::,32,allocated
afrinic,ipv6,2c0f:ec90::,32,allocated
afrinic,ipv6,2c0f:4280::,32,allocated
afrinic,ipv6,2001:4350::,32,allocated
afrinic,ipv6,2c0f:f698::,32,allocated
afrinic,ipv6,2001:43f8:320::,48,assigned
