region,version,ip,prefixlength,state
apnic,ipv4,113.29.248.0,22,allocated
apnic,ipv4,103.136.176.0,22,allocated
apnic,ipv4,103.138.52.0,24,assigned
apnic,ipv4,103.138.84.0,23,allocated
apnic,ipv4,103.138.192.0,23,allocated
apnic,ipv4,103.138.225.0,24,assigned
apnic,ipv4,103.139.16.0,23,allocated
apnic,ipv4,103.139.20.0,23,allocated
apnic,ipv4,103.140.236.0,23,allocated
apnic,ipv4,103.141.30.0,23,allocated
apnic,ipv4,103.141.164.0,23,allocated
apnic,ipv4,103.142.5.0,24,assigned
apnic,ipv4,103.142.208.0,23,allocated
apnic,ipv4,103.145.136.0,23,allocated
apnic,ipv4,103.146.44.0,23,allocated
apnic,ipv4,103.148.228.0,23,allocated
apnic,ipv4,103.151.116.0,23,allocated
apnic,ipv4,103.154.20.0,23,allocated
apnic,ipv4,103.136.116.0,22,allocated
apnic,ipv4,103.136.20.0,22,allocated
apnic,ipv4,103.135.204.0,22,allocated
apnic,ipv4,103.135.112.0,22,allocated
apnic,ipv4,103.106.204.0,22,allocated
apnic,ipv4,103.108.218.0,23,assigned
apnic,ipv4,103.109.68.0,22,allocated
apnic,ipv4,103.110.228.0,22,allocated
apnic,ipv4,103.112.107.0,24,assigned
apnic,ipv4,103.112.240.0,22,allocated
apnic,ipv4,103.113.215.0,24,assigned
apnic,ipv4,103.114.88.0,22,allocated
apnic,ipv4,103.157.101.0,24,assigned
apnic,ipv4,103.115.172.0,22,allocated
apnic,ipv4,103.119.96.0,22,allocated
apnic,ipv4,103.119.152.0,22,allocated
apnic,ipv4,103.120.120.0,22,allocated
apnic,ipv4,103.120.132.0,22,allocated
apnic,ipv4,103.121.188.0,22,allocated
apnic,ipv4,103.130.140.0,22,allocated
apnic,ipv4,103.132.8.0,22,allocated
apnic,ipv4,103.134.176.0,22,allocated
apnic,ipv4,103.118.44.0,22,allocated
apnic,ipv4,103.157.173.0,24,allocated
apnic,ipv4,103.163.162.0,23,allocated
apnic,ipv4,103.164.52.0,23,allocated
apnic,ipv4,103.232.192.0,22,allocated
apnic,ipv4,103.237.52.0,23,allocated
apnic,ipv4,103.239.52.0,22,allocated
apnic,ipv4,103.240.112.0,22,allocated
apnic,ipv4,103.242.40.0,22,allocated
apnic,ipv4,103.242.56.0,22,assigned
apnic,ipv4,103.244.248.0,22,allocated
apnic,ipv4,103.245.76.0,22,allocated
apnic,ipv4,103.231.60.0,22,allocated
apnic,ipv4,103.246.228.0,22,allocated
apnic,ipv4,103.253.180.0,22,allocated
apnic,ipv4,103.253.252.0,22,allocated
apnic,ipv4,103.255.116.0,22,allocated
apnic,ipv4,110.74.192.0,19,allocated
apnic,ipv4,110.235.220.0,22,allocated
apnic,ipv4,110.235.240.0,20,allocated
apnic,ipv4,111.67.96.0,20,allocated
apnic,ipv4,111.90.176.0,20,allocated
apnic,ipv4,103.248.40.0,22,allocated
apnic,ipv4,103.104.228.0,24,assigned
apnic,ipv4,103.227.172.0,22,allocated
apnic,ipv4,103.224.28.0,22,allocated
apnic,ipv4,103.165.54.0,23,allocated
apnic,ipv4,103.166.94.0,24,assigned
apnic,ipv4,103.167.188.0,23,assigned
apnic,ipv4,103.172.250.0,23,assigned
apnic,ipv4,103.173.187.0,24,assigned
apnic,ipv4,103.177.210.0,23,allocated
apnic,ipv4,103.178.18.0,23,allocated
apnic,ipv4,103.183.64.0,23,allocated
apnic,ipv4,103.225.78.0,23,allocated
apnic,ipv4,103.185.230.0,24,assigned
apnic,ipv4,103.192.180.0,22,allocated
apnic,ipv4,103.193.180.0,22,allocated
apnic,ipv4,103.193.204.0,22,allocated
apnic,ipv4,103.194.84.0,22,allocated
apnic,ipv4,103.206.200.0,22,allocated
apnic,ipv4,103.207.112.0,22,allocated
apnic,ipv4,103.214.148.0,22,allocated
apnic,ipv4,103.216.48.0,22,allocated
apnic,ipv4,103.189.186.0,23,allocated
apnic,ipv4,103.101.208.0,22,allocated
apnic,ipv4,103.101.156.0,22,assigned
apnic,ipv4,103.101.152.0,24,assigned
apnic,ipv4,45.119.132.0,22,assigned
apnic,ipv4,45.121.236.0,22,allocated
apnic,ipv4,45.127.152.0,22,allocated
apnic,ipv4,45.250.236.0,22,allocated
apnic,ipv4,49.156.0.0,22,allocated
apnic,ipv4,49.156.32.0,20,allocated
apnic,ipv4,58.97.192.0,19,allocated
apnic,ipv4,58.97.224.0,21,allocated
apnic,ipv4,45.118.76.0,22,allocated
apnic,ipv4,87.247.160.0,21,allocated
apnic,ipv4,103.3.28.0,22,allocated
apnic,ipv4,103.5.124.0,22,allocated
apnic,ipv4,103.5.230.0,23,allocated
apnic,ipv4,103.6.8.0,22,allocated
apnic,ipv4,103.7.24.0,22,allocated
apnic,ipv4,103.7.144.0,24,assigned
apnic,ipv4,103.8.20.0,22,allocated
apnic,ipv4,103.8.240.0,22,allocated
apnic,ipv4,96.9.64.0,19,allocated
apnic,ipv4,103.9.188.0,22,allocated
apnic,ipv4,45.115.208.0,22,allocated
apnic,ipv4,45.115.80.0,22,allocated
apnic,ipv4,27.109.112.0,22,allocated
apnic,ipv4,27.111.8.0,22,allocated
apnic,ipv4,27.116.60.0,22,allocated
apnic,ipv4,36.37.128.0,17,allocated
apnic,ipv4,36.255.144.0,22,allocated
apnic,ipv4,43.226.12.0,22,allocated
apnic,ipv4,43.230.60.0,22,allocated
