region,ip,prefixlength,state
afrinic,2c0f:f940::,32,allocated
afrinic,2c0f:f858::,32,allocated
afrinic,2c0f:f000::,32,allocated
afrinic,2c0f:ea88::,32,allocated
afrinic,2c0f:e8b0::,32,allocated
afrinic,2001:4340::,32,allocated
