region,ip,prefixlength,state
ripencc,216.87.53.0,24,assigned
ripencc,213.5.72.0,24,assigned
ripencc,198.180.150.0,22,assigned
ripencc,198.133.206.0,24,assigned
ripencc,195.238.64.0,23,assigned
ripencc,195.190.141.0,24,assigned
ripencc,195.190.134.0,24,assigned
ripencc,195.66.106.0,24,assigned
ripencc,195.60.83.96,27,assigned
ripencc,195.43.86.0,23,assigned
ripencc,195.34.212.0,22,assigned
ripencc,195.20.151.0,24,assigned
ripencc,195.8.204.0,23,assigned
ripencc,194.180.226.152,29,assigned
ripencc,194.150.64.0,22,assigned
ripencc,194.125.236.0,22,assigned
ripencc,194.116.188.0,23,assigned
ripencc,194.36.162.0,24,assigned
ripencc,194.31.56.0,24,assigned
ripencc,194.1.209.0,24,assigned
ripencc,194.0.203.0,24,assigned
ripencc,194.0.51.0,24,assigned
ripencc,193.203.196.0,23,assigned
ripencc,193.188.134.96,28,assigned
ripencc,193.143.240.0,21,assigned
ripencc,193.143.8.0,21,assigned
ripencc,193.138.8.0,24,assigned
ripencc,193.28.254.0,24,assigned
ripencc,192.83.230.0,24,assigned
ripencc,188.0.48.0,20,assigned
ripencc,185.1.235.0,24,assigned
ripencc,176.124.247.0,24,assigned
ripencc,147.28.0.0,20,assigned
ripencc,145.14.16.0,19,assigned
ripencc,95.215.132.0,22,assigned
ripencc,91.236.222.0,24,assigned
ripencc,91.236.201.0,24,assigned
ripencc,91.236.44.0,24,assigned
ripencc,91.236.38.0,23,assigned
ripencc,91.224.188.0,23,assigned
ripencc,91.223.243.0,24,assigned
ripencc,91.221.186.0,23,assigned
ripencc,91.220.173.0,24,assigned
ripencc,91.216.86.0,24,assigned
ripencc,91.213.43.0,24,assigned
ripencc,91.212.244.0,24,assigned
ripencc,91.208.26.0,24,assigned
ripencc,91.208.15.0,24,assigned
ripencc,91.203.28.0,22,assigned
ripencc,91.198.206.0,24,assigned
ripencc,91.195.252.0,23,assigned
ripencc,91.195.246.0,23,assigned
ripencc,217.159.128.0,17,allocated
ripencc,217.146.64.0,20,allocated
ripencc,217.71.32.0,20,allocated
ripencc,213.232.239.0,24,allocated
ripencc,213.219.64.0,18,allocated
ripencc,213.217.9.0,24,allocated
ripencc,213.187.248.0,21,allocated
ripencc,213.187.224.0,20,allocated
ripencc,213.184.32.0,19,allocated
ripencc,213.180.0.0,19,allocated
ripencc,213.168.0.0,19,allocated
ripencc,213.35.128.0,17,allocated
ripencc,212.23.202.0,24,allocated
ripencc,212.23.197.0,24,allocated
ripencc,212.7.0.0,19,allocated
ripencc,199.4.158.0,24,allocated
ripencc,195.250.160.0,19,allocated
ripencc,195.130.196.0,24,allocated
ripencc,195.80.96.0,19,allocated
ripencc,195.50.224.0,19,allocated
ripencc,195.50.192.0,19,allocated
ripencc,194.204.32.0,19,allocated
ripencc,194.204.0.0,19,allocated
ripencc,194.180.32.0,22,allocated
ripencc,194.152.45.0,24,allocated
ripencc,194.152.44.0,24,allocated
ripencc,194.147.218.0,24,allocated
ripencc,194.146.82.0,23,allocated
ripencc,194.146.64.0,23,allocated
ripencc,194.126.96.0,19,allocated
ripencc,194.107.113.0,24,allocated
ripencc,194.106.96.0,19,allocated
ripencc,194.99.74.0,24,allocated
ripencc,194.99.72.0,24,allocated
ripencc,194.99.57.0,24,allocated
ripencc,194.99.52.0,24,allocated
ripencc,194.93.64.0,22,allocated
ripencc,194.63.144.0,24,allocated
ripencc,194.61.120.0,23,allocated
ripencc,194.61.72.0,22,allocated
ripencc,194.55.8.0,22,allocated
ripencc,194.29.54.0,24,allocated
ripencc,194.15.248.0,22,allocated
ripencc,194.4.168.0,22,allocated
ripencc,193.221.204.0,22,allocated
ripencc,193.202.40.0,22,allocated
ripencc,193.187.99.0,24,allocated
ripencc,193.164.12.0,24,allocated
ripencc,193.148.76.0,22,allocated
ripencc,193.109.160.0,22,allocated
ripencc,193.109.120.0,24,allocated
ripencc,193.47.244.0,23,allocated
ripencc,193.47.234.0,23,allocated
ripencc,193.42.48.0,22,allocated
ripencc,193.40.0.0,16,allocated
ripencc,193.31.108.0,22,allocated
ripencc,193.17.91.0,24,allocated
ripencc,193.16.32.0,22,allocated
