region,ip,prefixlength,state
arin,208.84.192.0,21,allocated
arin,204.11.152.0,21,allocated
arin,204.8.64.0,22,allocated
arin,198.36.28.0,22,allocated
arin,192.102.82.0,24,allocated
arin,192.81.72.0,23,allocated
arin,192.65.170.0,24,allocated
arin,172.84.192.0,18,allocated
arin,146.226.0.0,16,allocated
arin,136.143.195.0,24,allocated
arin,132.147.224.0,20,allocated
arin,98.142.160.0,20,allocated
arin,67.211.240.0,20,allocated
arin,66.248.160.0,19,allocated
arin,66.59.216.0,24,allocated
arin,23.143.120.0,24,allocated
