ip,prefixlength
2407:4::,30
2403:40::,32
2403:c0::,32
2404:a0::,32
2001:248::,35
2001:3f8::,32
2001:7fa::,64
2001:d20::,32
2001:d60::,32
2001:db8::,32
2001:dcb::,32
2001:de0::,32
2001:de8::,48
2001:dfb::,48
2001:fff::,32
2401:4c0::,32
2401:780::,32
2401:840::,32
2401:dc0::,32
2402:6c0::,32
2402:880::,32
2402:a40::,32
2402:f40::,32
2403:1c0::,32
2403:280::,32
2403:840::,32
2404:151::,32
2404:152::,31
2404:154::,30
2404:700::,32
2404:b40::,32
2404:cc0::,32
2404:fc0::,32
2405:208::,29
2405:210::,28
2405:220::,27
2405:240::,26
2405:280::,25
2405:300::,24
2405:440::,32
2405:f40::,32
2406:700::,32
2406:9c0::,32
2406:a40::,32
2406:a80::,32
2406:b40::,32
2407:280::,32
2407:440::,32
2407:6c0::,32
2407:700::,32
2001:4440::,32
2001:4441::,32
2001:4442::,32
2001:4468::,32
2001:448c::,30
2001:4494::,30
2001:452c::,30
2001:dd8:3::,48
2001:de8:9::,48
2001:df0:2::,48
2001:df0:6::,48
2001:dfb:1::,48
2400:13e0::,32
2400:1540::,32
2400:1860::,32
2400:1d80::,32
2400:1e60::,32
2400:1f80::,32
2400:30c0::,32
2400:34e0::,32
2400:3760::,32
2400:3940::,32
2400:3ac0::,32
2400:3d40::,32
2400:3e40::,32
2400:3ea0::,32
2400:44e0::,32
2400:49c0::,32
2400:4a20::,32
2400:4a40::,32
2400:4b40::,32
2400:4dc0::,32
2400:5480::,32
2400:5a80::,32
2400:5d40::,32
2400:5e40::,32
2400:6ba0::,32
2400:7780::,32
2400:78e0::,32
2400:7a40::,32
2400:7c00::,32
2400:7ec0::,32
2400:7f20::,32
2400:8440::,32
2400:8720::,32
2400:8a40::,32
2400:8ae0::,32
2400:8cc0::,32
2400:8e80::,32
2400:9240::,32
2400:92c0::,32
2400:9660::,32
2400:9dc0::,32
2400:9f40::,32
2400:a6c0::,32
2400:a9c0::,32
2400:ae80::,32
2400:aec0::,32
2400:b7c0::,32
2400:ba80::,32
2400:bc40::,32
2400:c100::,32
2400:c240::,32
2400:c4e0::,32
2400:cf80::,32
2400:d060::,32
2400:d380::,32
2400:d840::,32
2400:d880::,32
2400:e140::,32
2400:e540::,32
2400:e800::,32
2400:ec00::,32
2400:f540::,32
2400:f740::,32
2400:fd00::,32
2401:1b40::,32
2401:1c80::,32
2401:2380::,32
2401:2580::,32
2401:29c0::,32
2401:3180::,32
2401:4140::,32
2401:4240::,32
2401:42c0::,32
2401:4901::,32
2401:4902::,31
2401:4904::,30
2401:4908::,29
2401:4910::,28
2401:4920::,27
2401:4940::,26
2401:4980::,25
2401:4dc0::,32
2401:5440::,32
2401:54c0::,32
2401:5880::,32
2401:5b80::,32
2401:7600::,32
2401:77c0::,32
2401:7900::,32
2401:79c0::,32
2401:8100::,32
2401:83c0::,32
2401:8c40::,32
2401:8c80::,32
2401:8cc0::,32
2401:8e40::,32
2401:9380::,32
2401:9840::,32
2401:9980::,32
2401:9fc0::,32
2401:a900::,32
2401:c880::,32
2401:ca80::,32
2401:cd00::,32
2401:d580::,32
2401:e100::,32
2401:e400::,32
2401:eb00::,32
2401:eb80::,32
2401:eec0::,32
2401:f380::,32
2401:f500::,32
2401:f740::,32
2401:fac0::,32
2401:fc40::,32
2402:12c0::,32
2402:1780::,32
2402:1b00::,32
2402:25c0::,32
2402:2780::,32
2402:29c0::,32
2402:2d40::,32
2402:2e40::,32
2402:3e40::,32
2402:3f40::,32
2402:4780::,32
2402:4980::,32
2402:4dc0::,32
2402:5240::,32
2402:5780::,32
2402:5980::,32
2402:5c00::,32
2402:5d80::,32
2402:65c0::,32
2402:6cc0::,32
2402:6dc0::,32
2402:7180::,32
2402:7300::,32
2402:74c0::,32
2402:7c80::,32
2402:8080::,32
2402:8140::,32
2402:8280::,32
2402:8740::,32
2402:87c0::,32
2402:8e80::,32
2402:9380::,32
2402:9a40::,32
2402:9e40::,32
2402:a5c0::,32
2402:b380::,32
2402:b3c0::,32
2402:bec0::,32
2402:bf00::,32
2402:cbc0::,32
2402:cc80::,32
2402:cfc0::,32
2402:d280::,32
2402:d401::,32
2402:d402::,31
2402:d404::,30
2402:d408::,29
2402:d410::,28
2402:d420::,27
2402:d440::,26
2402:d480::,25
2402:d940::,32
2402:db80::,32
2402:dd80::,32
2402:e440::,32
2402:e9c0::,32
2402:ec40::,32
2402:ee40::,32
2402:efc0::,32
2402:f340::,32
2402:f4c0::,32
2402:f640::,32
2402:f880::,32
2402:fb40::,32
