version,ip,prefixlength
ipv4,2.57.0.0,22
ipv4,2.57.236.0,22
ipv4,31.12.72.0,22
ipv4,31.216.58.0,24
ipv4,45.9.20.0,24
ipv4,45.13.24.0,22
ipv4,45.133.240.0,22
ipv4,77.247.192.0,21
ipv4,78.31.165.0,24
ipv4,82.215.64.0,23
ipv4,82.215.70.0,23
ipv4,82.215.76.0,24
ipv4,82.215.84.0,24
ipv4,84.38.240.0,20
ipv4,85.193.76.0,22
ipv4,87.236.32.0,21
ipv4,91.132.100.0,22
ipv4,91.193.24.0,22
ipv4,91.193.52.0,22
ipv4,91.193.90.0,23
ipv4,91.198.241.0,24
ipv4,91.199.2.0,24
ipv4,91.203.106.0,24
ipv4,91.206.28.0,23
ipv4,91.206.94.0,23
ipv4,91.208.6.0,24
ipv4,91.208.32.0,24
ipv4,91.208.59.0,24
ipv4,91.208.77.0,24
ipv4,91.208.136.0,24
ipv4,91.208.204.0,24
ipv4,91.209.140.0,24
ipv4,91.209.161.0,24
ipv4,91.209.225.0,24
ipv4,91.212.33.0,24
ipv4,91.212.121.0,24
ipv4,91.213.73.0,24
ipv4,91.213.235.0,24
ipv4,91.216.57.0,24
ipv4,91.216.98.0,24
ipv4,91.216.104.0,24
ipv4,91.216.120.0,24
ipv4,91.216.171.0,24
ipv4,91.216.210.0,24
ipv4,91.217.50.0,23
ipv4,91.217.118.0,23
ipv4,91.217.195.0,24
ipv4,91.217.200.0,24
ipv4,91.217.207.0,24
ipv4,91.217.215.0,24
ipv4,91.217.223.0,24
ipv4,91.218.36.0,24
ipv4,91.223.116.0,24
ipv4,91.223.119.0,24
ipv4,91.223.131.0,23
ipv4,91.223.194.0,24
ipv4,91.224.164.0,23
ipv4,91.227.27.0,24
ipv4,91.228.186.0,23
ipv4,91.229.180.0,24
ipv4,91.230.212.0,24
ipv4,91.231.232.0,24
ipv4,91.234.48.0,24
ipv4,91.234.145.0,24
ipv4,91.235.170.0,23
ipv4,91.235.204.0,22
ipv4,91.237.43.0,24
ipv4,91.239.218.0,23
ipv4,91.239.240.0,24
ipv4,91.240.245.0,24
ipv4,91.243.114.0,24
ipv4,91.245.221.0,24
ipv4,92.42.0.0,21
ipv4,93.95.24.0,21
ipv4,93.95.208.0,21
ipv4,94.101.96.0,20
ipv4,94.199.0.0,21
ipv4,109.197.165.0,24
ipv4,141.98.208.0,22
ipv4,151.216.0.0,13
ipv4,176.124.249.0,24
ipv4,185.0.24.0,16
ipv4,185.1.14.0,24
ipv4,185.1.176.0,24
ipv4,185.1.204.0,24
ipv4,185.5.128.0,22
ipv4,185.16.251.0,24
ipv4,185.23.111.0,24
ipv4,185.28.116.0,22
ipv4,185.32.68.0,22
ipv4,185.37.10.0,24
ipv4,185.43.144.0,22
ipv4,185.46.68.0,22
ipv4,185.53.248.0,22
ipv4,185.65.104.0,22
ipv4,185.80.88.0,22
ipv4,185.84.224.0,22
ipv4,185.91.124.0,22
ipv4,185.94.30.0,24
ipv4,185.101.36.0,22
ipv4,185.113.8.0,22
ipv4,185.119.196.0,22
ipv4,185.131.204.0,22
ipv4,185.135.44.0,22
ipv4,185.136.132.0,22
ipv4,185.137.159.0,24
ipv4,185.139.4.0,22
ipv4,185.144.112.0,22
ipv4,185.160.204.0,22
ipv4,185.164.160.0,22
ipv4,185.171.160.0,22
ipv4,185.184.40.0,22
ipv4,185.188.28.0,22
ipv4,185.207.20.0,22
ipv4,185.216.13.0,24
ipv4,185.217.4.0,22
ipv4,185.218.204.0,22
ipv4,185.221.60.0,22
ipv4,185.224.28.0,22
ipv4,185.229.132.0,22
ipv4,185.235.145.0,24
ipv4,185.237.100.0,23
ipv4,185.238.136.0,22
ipv4,185.242.179.0,24
ipv4,185.249.156.0,22
ipv4,185.251.14.0,24
ipv4,185.252.84.0,22
ipv4,185.253.59.0,24
ipv4,192.109.206.0,24
ipv4,192.160.10.0,24
ipv4,193.0.232.0,23
ipv4,193.8.95.0,24
ipv4,193.17.40.0,24
ipv4,193.17.205.0,24
ipv4,193.17.228.0,24
ipv4,193.19.98.0,23
ipv4,193.22.128.0,22
ipv4,193.28.186.0,24
ipv4,193.29.226.0,23
ipv4,193.30.116.0,24
