region,country,version,ip,prefixlength,orgsflat
ripencc,DE,ipv6,2001:678:cd8::,48,[207278;DE;RAIDER Michael Hayler]
ripencc,DE,ipv6,2001:678:ce0::,48,[206384;DE;Netchron Christian Scholz  trading as Netchron IT Services]
ripencc,DE,ipv6,2001:678:d1c::,48,[56948;DE;MDKBB Medizinischer Dienst Berlin-Brandenburg]
ripencc,DE,ipv6,2001:678:d20::,48,[213330;DE;GERALD-BUCHHOLZ-AS Gerald Buchholz]
ripencc,DE,ipv6,2001:678:d30::,48,[208454;DE;Hostingstudio Jens Zimperfeld][59570;DE;Hostingstudio Jens Zimperfeld]
ripencc,DE,ipv6,2001:678:d34::,48,[208454;DE;Hostingstudio Jens Zimperfeld][59570;DE;Hostingstudio Jens Zimperfeld]
ripencc,DE,ipv6,2001:678:d4c::,48,*
ripencc,DE,ipv6,2001:678:d50::,48,[213204;DE;MARGAU Marvin Gaube]
ripencc,DE,ipv6,2001:678:d7c::,48,[213003;DE;yellowant Janis Streib]
ripencc,DE,ipv6,2001:678:d84::,48,[207908;DE;BLAHAJ Maria Felicitas Annika Merkel]
ripencc,DE,ipv6,2001:678:da0::,48,[213068;DE;KIT-ANYCAST Karlsruhe Institute of Technology][212674;DE;KA-NIX Karlsruhe Institute of Technology][204680;DE;KIT-STUDENT Karlsruhe Institute of Technology][58069;DE;KIT-GridKa Karlsruhe Institute of Technology][34878;DE;KIT Karlsruhe Institute of Technology]
ripencc,DE,ipv6,2001:678:da4::,48,[213068;DE;KIT-ANYCAST Karlsruhe Institute of Technology][212674;DE;KA-NIX Karlsruhe Institute of Technology][204680;DE;KIT-STUDENT Karlsruhe Institute of Technology][58069;DE;KIT-GridKa Karlsruhe Institute of Technology][34878;DE;KIT Karlsruhe Institute of Technology]
ripencc,DE,ipv6,2001:678:da8::,48,[213068;DE;KIT-ANYCAST Karlsruhe Institute of Technology][212674;DE;KA-NIX Karlsruhe Institute of Technology][204680;DE;KIT-STUDENT Karlsruhe Institute of Technology][58069;DE;KIT-GridKa Karlsruhe Institute of Technology][34878;DE;KIT Karlsruhe Institute of Technology]
ripencc,DE,ipv6,2001:678:dac::,48,[213068;DE;KIT-ANYCAST Karlsruhe Institute of Technology][212674;DE;KA-NIX Karlsruhe Institute of Technology][204680;DE;KIT-STUDENT Karlsruhe Institute of Technology][58069;DE;KIT-GridKa Karlsruhe Institute of Technology][34878;DE;KIT Karlsruhe Institute of Technology]
ripencc,DE,ipv6,2001:678:dd8::,48,*
ripencc,DE,ipv6,2001:678:ddc::,48,[212989;DE;FFRGB Freifunk Regensburg e.V.]
ripencc,DE,ipv6,2001:678:de0::,48,*
ripencc,DE,ipv6,2001:678:de4::,48,[57632;DE;ELCH Gregor Radtke]
ripencc,DE,ipv6,2001:678:df0::,48,*
ripencc,DE,ipv6,2001:678:df8::,48,*
ripencc,DE,ipv6,2001:678:e28::,48,[203526;DE;NORDMANN-GLOBAL Nordmann  Rassmann GmbH]
ripencc,DE,ipv6,2001:678:e3c::,48,[208169;DE;ARTIKEL10 Artikel10 e.V.]
ripencc,DE,ipv6,2001:678:e40::,48,*
ripencc,DE,ipv6,2001:678:e50::,48,[43241;DE;PEEK-CLOPPENBURG-AS Fashion Digital GmbH & Co.KG]
ripencc,DE,ipv6,2001:678:e58::,48,[214019;DE;FLIXHOST FlixHost GmbH][212586;DE;ADMINOS FlixHost GmbH]
ripencc,DE,ipv6,2001:678:e60::,48,[212596;DE;sn-01 Bastian Schlecht]
ripencc,DE,ipv6,2001:678:e64::,48,[212989;DE;FFRGB Freifunk Regensburg e.V.]
ripencc,DE,ipv6,2001:678:e68::,48,[212567;DE;FNMUC Freie Netze Muenchen e.V.]
ripencc,DE,ipv6,2001:678:e80::,48,*
ripencc,DE,ipv6,2001:678:e98::,48,[212495;DE;vandium-net Tobias Heinlein]
ripencc,DE,ipv6,2001:678:e9c::,48,*
ripencc,DE,ipv6,2001:678:ec8::,48,*
ripencc,DE,ipv6,2001:678:ed0::,48,[212567;DE;FNMUC Freie Netze Muenchen e.V.]
ripencc,DE,ipv6,2001:678:ee0::,48,[200093;DE;T-SYSTEMS-AS Deutsche Telekom MMS GmbH][38914;DE;TSI-MMS-MNT Deutsche Telekom MMS GmbH]
ripencc,DE,ipv6,2001:678:ef0::,48,*
ripencc,DE,ipv6,2001:678:ef4::,48,*
ripencc,DE,ipv6,2001:678:ef8::,48,*
ripencc,DE,ipv6,2001:678:f04::,48,[211646;DE;FNO Adrian Heeren trading as Sandelcom]
ripencc,DE,ipv6,2001:678:f14::,48,*
ripencc,DE,ipv6,2001:678:f18::,48,[211586;DE;SOLDEA dirk steingaesser]
ripencc,DE,ipv6,2001:678:f34::,48,[64396;DE;BIB Breitband in Bayern GmbH]
ripencc,DE,ipv6,2001:678:f44::,48,[208582;DE;EASYNAME dogado GmbH][57739;DE;dogado-ams dogado GmbH][47215;DE;FILOO-ASN dogado GmbH][45031;DE;PROVIDERBOX dogado GmbH][45012;DE;CLOUDPIT dogado GmbH][34432;DE;PHH-AS dogado GmbH][24973;DE;KOMPLEX-AS dogado GmbH][8648;DE;ONE-NETWORK dogado GmbH]
ripencc,DE,ipv6,2001:678:f48::,48,*
ripencc,DE,ipv6,2001:678:f70::,48,[213027;DE;INFRARUN infra.run Service GmbH]
ripencc,DE,ipv6,2001:678:f74::,48,[213027;DE;INFRARUN infra.run Service GmbH]
ripencc,DE,ipv6,2001:678:f80::,48,[52158;DE;BBRAIL Rail Power Systems GmbH]
ripencc,DE,ipv6,2001:678:f88::,48,[211536;DE;SAP_DC SAP SE]
ripencc,DE,ipv6,2001:678:f8c::,48,*
ripencc,DE,ipv6,2001:678:f90::,48,*
ripencc,DE,ipv6,2001:678:f94::,48,[211088;DE;XYNONET-AS Jan Ahlert]
ripencc,DE,ipv6,2001:678:f98::,48,[211069;DE;EGT EGT-Kommunikationstechnik UG]
ripencc,DE,ipv6,2001:678:fb4::,48,*
ripencc,DE,ipv6,2001:678:fcc::,48,[211023;DE;DuMont-Systems KStA Medien Business Services Verwaltungs GmbH t/a KStA Medien Business Services GmbH & Co. KG]
ripencc,DE,ipv6,2001:678:fd8::,48,*
ripencc,DE,ipv6,2001:678:ff0::,48,*
ripencc,DE,ipv6,2001:67c:134::,48,[12643;DE;IGD Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.]
ripencc,DE,ipv6,2001:67c:138::,48,*
ripencc,DE,ipv6,2001:67c:13c::,48,[16075;DE;TAZ-AS TAZ Verlags- und Vertriebsgesellschaft mit beschraenkter Haftung Berlin]
ripencc,DE,ipv6,2001:67c:140::,48,[48344;DE;Netzwerk68a Sven Wefels]
ripencc,DE,ipv6,2001:67c:14c::,48,[33988;DE;PROACTDE Proact Deutschland GmbH][21083;DE;AS_NIX Proact Deutschland GmbH]
ripencc,DE,ipv6,2001:67c:14d::,48,[33988;DE;PROACTDE Proact Deutschland GmbH][21083;DE;AS_NIX Proact Deutschland GmbH]
ripencc,DE,ipv6,2001:67c:194::,48,[212647;DE;RRBONE-EVENT rrbone GmbH][200117;DE;DOIX-AS rrbone GmbH][39138;DE;RRBONE rrbone GmbH]
ripencc,DE,ipv6,2001:67c:1ac::,48,[20936;DE;GRXPROVIDER-AS Deutsche Telekom AG][15996;DE;DTAG-ENX Deutsche Telekom AG][8204;DE;FTA-Net Deutsche Telekom AG][3320;DE;DTAG Deutsche Telekom AG][2792;DE;TERASTREAM-AS Deutsche Telekom AG][2782;DE;DBP Deutsche Telekom AG][2780;DE;DBP Deutsche Telekom AG][2778;DE;DBP Deutsche Telekom AG][2777;DE;TGI Deutsche Telekom AG][2776;DE;T-SYSTEMS-TELEKOM-IT Deutsche Telekom AG][2775;DE;DBP Deutsche Telekom AG][2773;DE;DTAG-IOT Deutsche Telekom AG]
ripencc,DE,ipv6,2001:67c:1b0::,48,[209419;DE;lannert-lab Julian Lannert][62075;DE;lannert Julian Lannert][50395;DE;GAN Julian Lannert]
ripencc,DE,ipv6,2001:67c:1d8::,48,[41086;DE;N-ERGIE-IT-NBG-AS N-ERGIE IT GmbH]
ripencc,DE,ipv6,2001:67c:1e4::,48,*
ripencc,DE,ipv6,2001:67c:1f8::,48,[50458;DE;ALLGEIERMS-AS Nagarro ES GmbH]
ripencc,DE,ipv6,2001:67c:208::,48,*
ripencc,DE,ipv6,2001:67c:220::,48,[43911;DE;te3-AS Thomas Eichhorn]
ripencc,DE,ipv6,2001:67c:250::,48,[51242;DE;Ameropa-Reisen Ameropa-Reisen GmbH]
ripencc,DE,ipv6,2001:67c:254::,48,[51224;DE;LINKLAB-AS link-lab GbR Schmidt Waehlisch]
ripencc,DE,ipv6,2001:67c:270::,48,*
ripencc,DE,ipv6,2001:67c:280::,48,[215389;DE;ITCREW Christian Maximilian Kaczynski]
ripencc,DE,ipv6,2001:67c:2ac::,48,[49274;DE;TAKEDA-GERMANY Takeda GmbH]
ripencc,DE,ipv6,2001:67c:2bc::,48,[51467;DE;GEGENBAUER-AS Gegenbauer Holding S.A. & Co. KG]
ripencc,DE,ipv6,2001:67c:2cc::,48,[31007;DE;STIHL-AS Stihl AG representing ANDREAS STIHL AG & Co. KG]
ripencc,DE,ipv6,2001:67c:2fc::,48,[41700;DE;FESTO-AS Festo Management SE]
ripencc,DE,ipv6,2001:67c:308::,48,[199960;DE;Paragon Host Europe GmbH][198047;DE;UKWEB-EQX Host Europe GmbH][62087;DE;UNIREGISTRAR Host Europe GmbH][60253;DE;GODADDY-CGN Host Europe GmbH][50932;DE;GoDaddy Host Europe GmbH][44497;DE;GoDaddy Host Europe GmbH][44273;DE;GODADDY-DNS Host Europe GmbH][43788;DE;GoDaddy Host Europe GmbH][39779;DE;GODADDY Host Europe GmbH][35329;DE;GoDaddy Host Europe GmbH][34440;DE;GODADDY-INDIA Host Europe GmbH][34289;DE;GODADDY Host Europe GmbH][34088;DE;GDY-FRANCE Host Europe GmbH][34011;DE;GD-EMEA-DC-CGN1 Host Europe GmbH][31100;DE;GoDaddy Host Europe GmbH][21501;DE;GODADDY-AMS Host Europe GmbH][21499;DE;GODADDY-SXB Host Europe GmbH][20773;DE;GODADDY Host Europe GmbH][15891;DE;GoDaddy Host Europe GmbH][8972;DE;GD-EMEA-DC-SXB1 Host Europe GmbH]
ripencc,DE,ipv6,2001:67c:30c::,48,*
ripencc,DE,ipv6,2001:67c:31c::,48,[47195;DE;GAMEFORGE-AS Gameforge 4D GmbH]
ripencc,DE,ipv6,2001:67c:34c::,48,[12643;DE;IGD Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.]
ripencc,DE,ipv6,2001:67c:36c::,48,[42274;DE;VATTENFALL-AS Vattenfall Europe Information Services GmbH]
ripencc,DE,ipv6,2001:67c:374::,48,[51861;DE;ERIC_DORR Eric Dorr]
ripencc,DE,ipv6,2001:67c:384::,48,*
ripencc,DE,ipv6,2001:67c:388::,48,*
ripencc,DE,ipv6,2001:67c:39c::,48,[15894;DE;LEITWERK-AS LEITWERK AG]
ripencc,DE,ipv6,2001:67c:3a8::,48,[51839;DE;QSKILLS qSkills GmbH & Co. KG]
ripencc,DE,ipv6,2001:67c:424::,48,*
ripencc,DE,ipv6,2001:67c:428::,48,[203269;DE;Mnagel-Network Malte Nagel]
ripencc,DE,ipv6,2001:67c:434::,48,*
ripencc,DE,ipv6,2001:67c:468::,48,*
ripencc,DE,ipv6,2001:67c:484::,48,*
ripencc,DE,ipv6,2001:67c:4a0::,48,[31518;DE;NDR-AS Norddeutscher Rundfunk (NDR)  AdoeR]
ripencc,DE,ipv6,2001:67c:4c8::,48,[50034;DE;EURONICS-EG-AS EURONICS Deutschland eG]
ripencc,DE,ipv6,2001:67c:4d0::,48,*
ripencc,DE,ipv6,2001:67c:50c::,48,[15486;DE;MATERNA-AS Materna Information & Communications SE]
ripencc,DE,ipv6,2001:67c:510::,48,[15486;DE;MATERNA-AS Materna Information & Communications SE]
ripencc,DE,ipv6,2001:67c:518::,48,*
ripencc,DE,ipv6,2001:67c:52c::,48,[49639;DE;KKH-A Kaufmaennische Krankenkasse - KKH]
ripencc,DE,ipv6,2001:67c:568::,48,[57533;DE;DELTICOM-AG DELTICOM AG]
ripencc,DE,ipv6,2001:67c:56c::,48,*
ripencc,DE,ipv6,2001:67c:594::,48,[28961;DE;CANDA-AS C&A Services GmbH & Co. OHG]
ripencc,DE,ipv6,2001:67c:5bc::,48,[197915;DE;ALL-FOR-ONE-AS All for One Group SE]
ripencc,DE,ipv6,2001:67c:5cc::,48,*
ripencc,DE,ipv6,2001:67c:5d4::,48,[209056;DE;OSTHUS Pharmalex GmbH]
ripencc,DE,ipv6,2001:67c:5e4::,48,*
ripencc,DE,ipv6,2001:67c:5ec::,48,[34172;DE;ELK-BAWUE-AS Evangelische Landeskirche Wuerttemberg]
ripencc,DE,ipv6,2001:67c:5f8::,48,[57358;DE;IMT-SYSTEMS IMT-Systems GmbH]
ripencc,DE,ipv6,2001:67c:61c::,48,[200943;DE;Fraunhofer-Muenchen Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.][60824;DE;Fraunhofer-Freiburg Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.][28714;DE;FHI-SIT Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.][9020;DE;AS9020-FRAUNHOFER-IESE-KL Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.][5501;DE;Fraunhofer-Cluster-BW Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.]
ripencc,DE,ipv6,2001:67c:620::,48,[197639;DE;Hogrefe Hogrefe Verlag GmbH & Co. KG]
ripencc,DE,ipv6,2001:67c:630::,48,[45038;DE;WallatASN Sebastian Wallat]
ripencc,DE,ipv6,2001:67c:63c::,48,*
ripencc,DE,ipv6,2001:67c:64c::,48,[47846;DE;SEDO-AS SEDO GmbH]
ripencc,DE,ipv6,2001:67c:660::,48,*
ripencc,DE,ipv6,2001:67c:67c::,48,*
ripencc,DE,ipv6,2001:67c:680::,48,[202577;DE;KDVZ-FRECHEN Kommunale Datenverarbeitungszentrale Rhein-Erft-Rur]
ripencc,DE,ipv6,2001:67c:684::,48,*
ripencc,DE,ipv6,2001:67c:6b4::,48,*
ripencc,DE,ipv6,2001:67c:6c4::,48,[200093;DE;T-SYSTEMS-AS Deutsche Telekom MMS GmbH][38914;DE;TSI-MMS-MNT Deutsche Telekom MMS GmbH]
ripencc,DE,ipv6,2001:67c:6d4::,48,[215879;DE;MAHLE-AS-US MAHLE International GmbH]
ripencc,DE,ipv6,2001:67c:6d8::,48,[62359;DE;SDN-3QMedienGmbH 3Q GmbH]
ripencc,DE,ipv6,2001:67c:6fc::,48,*
ripencc,DE,ipv6,2001:67c:708::,48,*
ripencc,DE,ipv6,2001:67c:70c::,48,*
ripencc,DE,ipv6,2001:67c:754::,48,[204254;DE;HUEBEL-AS Marvin Huebel]
ripencc,DE,ipv6,2001:67c:758::,48,[204254;DE;HUEBEL-AS Marvin Huebel]
ripencc,DE,ipv6,2001:67c:75c::,48,[204254;DE;HUEBEL-AS Marvin Huebel]
ripencc,DE,ipv6,2001:67c:764::,48,[201530;DE;LVM LVM Landwirtschaftlicher Versicherungsverein Muenster a.G.]
ripencc,DE,ipv6,2001:67c:770::,48,[207111;DE;FREIFUNK-ENSE-AS Rene Preuss]
ripencc,DE,ipv6,2001:67c:798::,48,*
ripencc,DE,ipv6,2001:67c:7a4::,48,[199121;DE;flexoptix Flexoptix GmbH]
ripencc,DE,ipv6,2001:67c:7e0::,48,*
ripencc,DE,ipv6,2001:67c:7e4::,48,[57243;DE;BBONE-AS BB-ONE.net GmbH]
ripencc,DE,ipv6,2001:67c:810::,48,[210941;DE;MSRTG-AS Markus Schmelter]
ripencc,DE,ipv6,2001:67c:814::,48,*
ripencc,DE,ipv6,2001:67c:828::,48,[210833;DE;Florian-Bauer Florian Bauer]
ripencc,DE,ipv6,2001:67c:838::,48,*
ripencc,DE,ipv6,2001:67c:83c::,48,*
ripencc,DE,ipv6,2001:67c:840::,48,[212688;DE;AS-INSEC in.sec GmbH][210261;DE;AS-INCDN in.sec GmbH]
ripencc,DE,ipv6,2001:67c:860::,48,*
ripencc,DE,ipv6,2001:67c:864::,48,[210887;DE;SACK Yannic Sack]
ripencc,DE,ipv6,2001:67c:868::,48,[206835;DE;OPSEC Kurt Jaeger]
ripencc,DE,ipv6,2001:67c:880::,48,[60454;DE;DORMAKABA dormakaba Holding GmbH + Co. KGaA]
ripencc,DE,ipv6,2001:67c:888::,48,*
ripencc,DE,ipv6,2001:67c:898::,48,*
ripencc,DE,ipv6,2001:67c:8b4::,48,*
ripencc,DE,ipv6,2001:67c:8c8::,48,[210428;DE;HOEFERLIN-AS Marko Hoeferlin]
ripencc,DE,ipv6,2001:67c:908::,48,[216351;DE;CAFFEINATED-LABS Jadyn Emma Jaeger]
ripencc,DE,ipv6,2001:67c:914::,48,[208985;DE;NPSERVER-AS Niklas Polte]
ripencc,DE,ipv6,2001:67c:94c::,48,*
ripencc,DE,ipv6,2001:67c:950::,48,[48153;DE;ORWO-AS ORWO Net GmbH]
ripencc,DE,ipv6,2001:67c:978::,48,[44227;DE;AS-Wild-Engineering Stefan Wild]
ripencc,DE,ipv6,2001:67c:97c::,48,[202462;DE;MIRO Mineraloelraffinerie Oberrhein GmbH & Co KG]
ripencc,DE,ipv6,2001:67c:988::,48,[207716;DE;AC-X Antonino Catinello]
ripencc,DE,ipv6,2001:67c:9c8::,48,*
ripencc,DE,ipv6,2001:67c:9d0::,48,*
ripencc,DE,ipv6,2001:67c:9d4::,48,[205791;DE;MOEWA-NET SONNABEND GmbH]
ripencc,DE,ipv6,2001:67c:9f0::,48,[47368;DE;AVARA Ava Rose Sophie Jacobsen]
ripencc,DE,ipv6,2001:67c:9f4::,48,[47368;DE;AVARA Ava Rose Sophie Jacobsen]
ripencc,DE,ipv6,2001:67c:9f8::,48,[47368;DE;AVARA Ava Rose Sophie Jacobsen]
ripencc,DE,ipv6,2001:67c:9fc::,48,[47368;DE;AVARA Ava Rose Sophie Jacobsen]
ripencc,DE,ipv6,2001:67c:a00::,48,[56997;DE;FILE42 Johannes J. Jakob]
ripencc,DE,ipv6,2001:67c:a04::,48,*
ripencc,DE,ipv6,2001:67c:a10::,48,[204181;DE;XOC Magnus Kaiser]
ripencc,DE,ipv6,2001:67c:a20::,48,*
ripencc,DE,ipv6,2001:67c:a34::,48,*
ripencc,DE,ipv6,2001:67c:a44::,48,*
ripencc,DE,ipv6,2001:67c:a54::,48,[47769;DE;EBMPAPST Elektrobau Mulfingen GmbH trading as ebm-papst Mulfingen GmbH & Co. KG]
ripencc,DE,ipv6,2001:67c:a6c::,48,[202729;DE;NETALI-NET Jennifer Graul]
ripencc,DE,ipv6,2001:67c:a74::,48,[207939;DE;JURIGRABOWSKI-AS Juri Grabowski]
ripencc,DE,ipv6,2001:67c:a78::,48,[15486;DE;MATERNA-AS Materna Information & Communications SE]
ripencc,DE,ipv6,2001:67c:adc::,48,*
ripencc,DE,ipv6,2001:67c:ae0::,48,[202351;DE;FRICKEL-NETWORK Jan Gilla]
ripencc,DE,ipv6,2001:67c:ae4::,48,[201377;DE;ELYSSORIA-AS Nicolas Blume]
ripencc,DE,ipv6,2001:67c:ae8::,48,*
ripencc,DE,ipv6,2001:67c:afc::,48,[8792;DE;ASVNET Axel Springer SE]
ripencc,DE,ipv6,2001:67c:b08::,48,[211207;DE;ASTATYO-AS Lewin Steiner]
ripencc,DE,ipv6,2001:67c:b14::,48,[201257;DE;Behrndt-IT Johannes Behrndt]
ripencc,DE,ipv6,2001:67c:b24::,48,[200856;DE;EVHS Evangelische Heimstiftung GmbH]
ripencc,DE,ipv6,2001:67c:b40::,48,[200372;DE;DORFHOSTER-AS Lars Ewald]
ripencc,DE,ipv6,2001:67c:b50::,48,[200258;DE;MIKEBRESSEM Mike Bressem]
ripencc,DE,ipv6,2001:67c:b54::,48,[212226;DE;JANA Jana Steuber]
ripencc,DE,ipv6,2001:67c:b78::,48,[213472;DE;KOEHR-AS Dr. Josef Koehr]
ripencc,DE,ipv6,2001:67c:b80::,48,*
ripencc,DE,ipv6,2001:67c:b84::,48,[44499;DE;GM-AS GRASS-MERKUR GmbH & Co. KG]
ripencc,DE,ipv6,2001:67c:b98::,48,[199789;DE;ROUTE128-AS Route 128 GmbH]
ripencc,DE,ipv6,2001:67c:b9c::,48,[212340;DE;ENGY eNgY Solutions GmbH]
ripencc,DE,ipv6,2001:67c:ba0::,48,[60802;DE;KB Kevin Buehl]
ripencc,DE,ipv6,2001:67c:ba4::,48,[60802;DE;KB Kevin Buehl]
ripencc,DE,ipv6,2001:67c:ba8::,48,[60802;DE;KB Kevin Buehl]
ripencc,DE,ipv6,2001:67c:bac::,48,[60802;DE;KB Kevin Buehl]
ripencc,DE,ipv6,2001:67c:bb0::,48,[60802;DE;KB Kevin Buehl]
ripencc,DE,ipv6,2001:67c:bb4::,48,[60802;DE;KB Kevin Buehl]
ripencc,DE,ipv6,2001:67c:bb8::,48,[60802;DE;KB Kevin Buehl]
ripencc,DE,ipv6,2001:67c:bbc::,48,[60802;DE;KB Kevin Buehl]
ripencc,DE,ipv6,2001:67c:bc0::,48,[60802;DE;KB Kevin Buehl]
ripencc,DE,ipv6,2001:67c:bc4::,48,[60802;DE;KB Kevin Buehl]
ripencc,DE,ipv6,2001:67c:bc8::,48,[60802;DE;KB Kevin Buehl]
ripencc,DE,ipv6,2001:67c:bcc::,48,[60802;DE;KB Kevin Buehl]
ripencc,DE,ipv6,2001:67c:bd0::,48,[60802;DE;KB Kevin Buehl]
ripencc,DE,ipv6,2001:67c:bd4::,48,[60802;DE;KB Kevin Buehl]
ripencc,DE,ipv6,2001:67c:bfc::,48,[60393;DE;HAMMER-AACHEN Hammer GmbH trading as Hammer GmbH & Co. KG]
ripencc,DE,ipv6,2001:67c:c08::,48,*
ripencc,DE,ipv6,2001:67c:c18::,48,[205740;DE;ad-net Alexander Doerr]
ripencc,DE,ipv6,2001:67c:c48::,48,[199471;DE;AS-S5B Marcel Straub]
ripencc,DE,ipv6,2001:67c:c84::,48,*
ripencc,DE,ipv6,2001:67c:c8c::,48,[198673;DE;ASNEW Perceptive Informatics (Germany) GmbH]
ripencc,DE,ipv6,2001:67c:c9c::,48,*
ripencc,DE,ipv6,2001:67c:ca4::,48,[198893;DE;ITF-Systemhaus ITF-Systemhaus GmbH]
ripencc,DE,ipv6,2001:67c:cd8::,48,*
ripencc,DE,ipv6,2001:67c:ce4::,48,*
ripencc,DE,ipv6,2001:67c:cec::,48,*
ripencc,DE,ipv6,2001:67c:d04::,48,*
ripencc,DE,ipv6,2001:67c:d14::,48,*
ripencc,DE,ipv6,2001:67c:d18::,48,[213490;DE;IT-DLZ-AS IT-Dienstleistungszentrum des Saarlandes]
ripencc,DE,ipv6,2001:67c:d28::,48,[216295;DE;VOGLCLOUD-AS Christoph Vogl]
ripencc,DE,ipv6,2001:67c:d30::,48,[41293;DE;PBK-AS regio[.NET] GmbH & Co. KG]
ripencc,DE,ipv6,2001:67c:d3c::,48,[216233;DE;AS-LUCASNEUBER Lucas Neuber]
ripencc,DE,ipv6,2001:67c:d50::,48,*
ripencc,DE,ipv6,2001:67c:d5c::,48,*
ripencc,DE,ipv6,2001:67c:d6c::,48,*
ripencc,DE,ipv6,2001:67c:d70::,48,*
ripencc,DE,ipv6,2001:67c:d78::,48,[208772;DE;FFS Freifunk Stuttgart e.V.]
ripencc,DE,ipv6,2001:67c:dac::,48,[200605;DE;Alexander-Samoylyk Alexander Samoylyk]
ripencc,DE,ipv6,2001:67c:db0::,48,*
ripencc,DE,ipv6,2001:67c:de0::,48,[215544;DE;LUGGESUG-AS lugges UG (haftungsbeschraenkt)]
ripencc,DE,ipv6,2001:67c:de8::,48,[215509;DE;NICOBOEHR-AS Nico Boehr]
ripencc,DE,ipv6,2001:67c:e10::,48,*
ripencc,DE,ipv6,2001:67c:e1c::,48,[215398;DE;LPC LPC Computersysteme GmbH]
ripencc,DE,ipv6,2001:67c:e40::,48,[215197;DE;ZEROSERVICESGMBH-AS Zero Services GmbH]
ripencc,DE,ipv6,2001:67c:e80::,48,*
ripencc,DE,ipv6,2001:67c:ec0::,48,*
ripencc,DE,ipv6,2001:67c:ed4::,48,[214628;DE;WWIT-ASN WestfalenWIND IT GmbH & Co KG]
ripencc,DE,ipv6,2001:67c:ed8::,48,*
ripencc,DE,ipv6,2001:67c:ee0::,48,[215444;DE;MOA MOA Group GmbH]
ripencc,DE,ipv6,2001:67c:ee4::,48,[215444;DE;MOA MOA Group GmbH]
ripencc,DE,ipv6,2001:67c:ee8::,48,[215444;DE;MOA MOA Group GmbH]
ripencc,DE,ipv6,2001:67c:ef4::,48,*
ripencc,DE,ipv6,2001:67c:f00::,48,*
ripencc,DE,ipv6,2001:67c:f04::,48,[211525;DE;innoVee innoVee GmbH]
ripencc,DE,ipv6,2001:67c:f1c::,48,*
ripencc,DE,ipv6,2001:67c:f28::,48,*
ripencc,DE,ipv6,2001:67c:f48::,48,[213997;DE;YANNIK-ROEDEL Yannik Roedel]
ripencc,DE,ipv6,2001:67c:f50::,48,*
ripencc,DE,ipv6,2001:67c:f5c::,48,*
ripencc,DE,ipv6,2001:67c:f70::,48,[213748;DE;MQNG-AS Minh Nguyen]
ripencc,DE,ipv6,2001:67c:fb8::,48,*
ripencc,DE,ipv6,2001:67c:fc4::,48,*
ripencc,DE,ipv6,2001:67c:fe4::,48,[213651;DE;MONOWI-AS Christian Brenner trading as monowi e.K.]
ripencc,DE,ipv6,2001:67c:ff8::,48,*
ripencc,DE,ipv6,2001:7f8:103::,48,[213068;DE;KIT-ANYCAST Karlsruhe Institute of Technology][212674;DE;KA-NIX Karlsruhe Institute of Technology][204680;DE;KIT-STUDENT Karlsruhe Institute of Technology][58069;DE;KIT-GridKa Karlsruhe Institute of Technology][34878;DE;KIT Karlsruhe Institute of Technology]
