region,version,ip,prefixlength,state,orgsflat
afrinic,ipv4,102.207.176.0,22,allocated,[328061;KM;TELCO-SA-AS]
afrinic,ipv4,102.223.120.0,22,allocated,[328061;KM;TELCO-SA-AS]
afrinic,ipv4,164.160.136.0,22,allocated,[328061;KM;TELCO-SA-AS]
afrinic,ipv4,197.255.224.0,20,allocated,[36939;KM;ComoresTelecom]
afrinic,ipv6,2c0f:f2c8::,32,allocated,[328061;KM;TELCO-SA-AS]
afrinic,ipv6,2c0f:f560::,32,allocated,[36939;KM;ComoresTelecom]
