region,version,ip,prefixlength,state,orgsflat
afrinic,ipv4,41.78.120.0,22,allocated,[329274;CF;MoovAfricaCentrafrique]
afrinic,ipv4,41.223.184.0,22,allocated,[37460;CF;ORANGE-CA]
afrinic,ipv4,102.205.60.0,23,allocated,[329590;CF;NETCOM-SERVICES]
afrinic,ipv4,169.239.96.0,22,allocated,[328079;CF;TELECEL-CENTRAFRIQUE-AS]
afrinic,ipv4,197.242.176.0,21,allocated,[37460;CF;ORANGE-CA]
