region,version,ip,prefixlength,state,orgsflat
apnic,ipv4,103.202.148.0,22,allocated,[24439;MH;NTAMAR-AS-AP MARSHALL ISLANDS NTA ISP AS]
apnic,ipv4,117.103.88.0,21,allocated,[24439;MH;NTAMAR-AS-AP MARSHALL ISLANDS NTA ISP AS]
apnic,ipv4,203.78.152.0,22,allocated,[24439;MH;NTAMAR-AS-AP MARSHALL ISLANDS NTA ISP AS]
apnic,ipv6,2405:400::,32,allocated,[24439;MH;NTAMAR-AS-AP MARSHALL ISLANDS NTA ISP AS]
ripencc,ipv4,193.227.113.0,24,allocated,[213205;MH;cooolbe-ca COOOLBE LTD]
ripencc,ipv6,2a13:2380::,29,allocated,[213205;MH;cooolbe-ca COOOLBE LTD]
ripencc,ipv6,2a13:77c0::,29,allocated,[50183;MH;Century-LTD CenturyNetworks Ltd]
