region,version,ip,prefixlength,state,orgsflat
apnic,ipv4,103.43.204.0,23,allocated,[45168;NF;NINET-AS-NF-AP Norfolk Telecom  GBE]
apnic,ipv4,203.12.249.0,24,assigned,[38234;NF;NIDS-AS-AP Norfolk Island Data Services]
apnic,ipv4,203.17.240.0,22,assigned,[38234;NF;NIDS-AS-AP Norfolk Island Data Services]
apnic,ipv4,203.142.221.0,24,assigned,[45168;NF;NINET-AS-NF-AP Norfolk Telecom  GBE]
apnic,ipv6,2001:df0:20c::,48,assigned,[45168;NF;NINET-AS-NF-AP Norfolk Telecom  GBE]
