region,version,ip,prefixlength,state,orgsflat
apnic,ipv4,27.125.192.0,22,allocated,[45879;WF;OWF-AS-AP Orange Wallis & Futuna]
apnic,ipv4,103.235.110.0,23,allocated,[45879;WF;OWF-AS-AP Orange Wallis & Futuna]
apnic,ipv4,117.20.32.0,21,allocated,[45879;WF;OWF-AS-AP Orange Wallis & Futuna]
apnic,ipv6,2406:2540::,32,allocated,[45879;WF;OWF-AS-AP Orange Wallis & Futuna]
