region,version,ip,prefixlength,state,orgsflat
arin,ipv4,70.36.0.0,20,allocated,[3695;PM;SPM-TELECOM-1]
arin,ipv4,142.202.130.0,23,allocated,[3695;PM;SPM-TELECOM-1]
arin,ipv6,2604:ca40::,32,allocated,[3695;PM;SPM-TELECOM-1]
