region,version,ip,prefixlength,state,orgsflat
apnic,ipv4,103.30.248.0,22,allocated,[58932;PW;PMCI-AS-AP Palau Mobile Communications Inc.]
apnic,ipv4,103.159.28.0,23,allocated,[17893;PW;PALAU-AS-AP Palau National Communications Corp.]
apnic,ipv4,103.251.132.0,23,allocated,[133897;PW;PEACCDPT-AS-AP Palau Equipment Co. Inc.]
apnic,ipv4,202.124.224.0,20,allocated,[17893;PW;PALAU-AS-AP Palau National Communications Corp.]
apnic,ipv6,2401:6e0::,32,allocated,[58932;PW;PMCI-AS-AP Palau Mobile Communications Inc.]
apnic,ipv6,2404:7800::,32,allocated,[17893;PW;PALAU-AS-AP Palau National Communications Corp.]
ripencc,ipv6,2001:67c:ec8::,48,assigned,[214652;PW;Busan-Fibres ANQI CHEN]
