region,version,ip,prefixlength,state,orgsflat
apnic,ipv4,103.117.168.0,22,allocated,[9751;AS;ASTCA-AS-AP AMERICAN SAMOA TELECOMMUNICATIONS AUTHORITY]
apnic,ipv4,103.238.156.0,23,allocated,[135276;AS;VCXTECHNOLOGIES-AS-AP VCX Technologies Inc.]
apnic,ipv4,202.70.112.0,20,allocated,[23657;AS;BLUESKY-AS-AP Blue Sky Communications]
apnic,ipv6,2403:1e00::,32,allocated,[23657;AS;BLUESKY-AS-AP Blue Sky Communications]
apnic,ipv6,2403:2140::,32,allocated,[9751;AS;ASTCA-AS-AP AMERICAN SAMOA TELECOMMUNICATIONS AUTHORITY]
